"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia HUAURA (000)",77761,50520,8949,8120,10172
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",163,8,32,43,80
"Profes., científicos e intelectuales (002)",8562,1971,1121,2152,3318
"Técnicos de nivel medio y trab. asimilados (003)",3924,1698,539,663,1024
"Jefes y empleados de oficina (004)",3531,914,528,659,1430
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",13083,11249,1014,561,259
"Agricult.trabaj.calif.agrop.y pesqueros (006)",8048,6811,796,239,202
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",5290,3505,622,453,710
"Obreros construc.,conf.,papel, fab., instr. (008)",8858,6998,803,579,478
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",24371,16272,3321,2638,2140
"Otra (010)",424,,,,424
"Ocupación no especificada (011)",1507,1094,173,133,107
"Hombres (012)",51264,33035,6336,5445,6448
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",105,4,16,28,57
"Profes., científicos e intelectuales (014)",4158,1112,497,965,1584
"Técnicos de nivel medio y trab. asimilados (015)",2523,1158,383,451,531
"Jefes y empleados de oficina (016)",1672,373,221,335,743
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",5867,4679,618,378,192
"Agricult.trabaj.calif.agrop.y pesqueros (018)",7111,5998,694,230,189
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",4467,2993,555,394,525
"Obreros construc.,conf.,papel, fab., instr. (020)",8637,6812,778,575,472
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",15520,9363,2467,2009,1681
"Otra (022)",399,,,,399
"Ocupación no especificada (023)",805,543,107,80,75
"Mujeres (024)",26497,17485,2613,2675,3724
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",58,4,16,15,23
"Profes., científicos e intelectuales (026)",4404,859,624,1187,1734
"Técnicos de nivel medio y trab. asimilados (027)",1401,540,156,212,493
"Jefes y empleados de oficina (028)",1859,541,307,324,687
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",7216,6570,396,183,67
"Agricult.trabaj.calif.agrop.y pesqueros (030)",937,813,102,9,13
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",823,512,67,59,185
