"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Desocupada (030)",980,16,532,273,142,17
"Sin nivel (031)",23,2,5,4,11,1
"Educación inicial (032)",4,,4,,,
"Primaria (033)",186,6,60,69,42,9
"Secundaria (034)",460,8,284,112,49,7
"Superior no univ. incompleta (035)",92,,57,18,17,
"Superior no univ. completa (036)",74,,47,18,9,
"Superior univ. incompleta (037)",85,,55,22,8,
"Superior univ. completa (038)",56,,20,30,6,
"No PEA (040)",32864,14122,10747,4233,2549,1213
"Sin nivel (041)",1293,257,113,275,346,302
"Educación inicial (042)",950,913,20,17,,
"Primaria (043)",13348,9965,873,1193,840,477
"Secundaria (044)",11919,2987,6440,1529,740,223
"Superior no univ. incompleta (045)",1404,,994,295,87,28
"Superior no univ. completa (046)",1006,,428,343,179,56
"Superior univ. incompleta (047)",1875,,1533,213,95,34
"Superior univ. completa (048)",1069,,346,368,262,93
,,,,,,
"URBANA (060)",56607,12564,20375,14130,7932,1606
"Sin nivel (061)",1481,200,151,377,467,286
"Educación inicial (062)",884,816,32,36,,
"Primaria (063)",15139,8672,1331,2488,1972,676
"Secundaria (064)",21730,2876,10853,5078,2594,329
"Superior no univ. incompleta (065)",3929,,2246,1184,451,48
"Superior no univ. completa (066)",3953,,1465,1706,703,79
"Superior univ. incompleta (067)",4598,,3000,1016,527,55
"Superior univ. completa (068)",4893,,1297,2245,1218,133
"PEA (070)",28512,495,11071,10554,5778,614
"Sin nivel (071)",569,2,68,193,237,69
"Educación inicial (072)",38,5,14,19,,
"Primaria (073)",4101,251,690,1592,1292,276
"Secundaria (074)",11356,237,5328,3724,1931,136
"Superior no univ. incompleta (075)",2679,,1361,918,376,24
"Superior no univ. completa (076)",3038,,1092,1384,530,32
"Superior univ. incompleta (077)",2832,,1542,820,442,28
"Superior univ. completa (078)",3899,,976,1904,970,49
"Ocupada (080)",27624,482,10595,10298,5648,601
"Sin nivel (081)",554,1,65,190,229,69
"Educación inicial (082)",34,5,10,19,,
"Primaria (083)",3936,247,639,1527,1254,269
"Secundaria (084)",10945,229,5079,3622,1885,130
"Superior no univ. incompleta (085)",2591,,1308,900,359,24
"Superior no univ. completa (086)",2967,,1046,1367,522,32
"Superior univ. incompleta (087)",2753,,1492,798,435,28
"Superior univ. completa (088)",3844,,956,1875,964,49
"Desocupada (090)",888,13,476,256,130,13
"Sin nivel (091)",15,1,3,3,8,
"Educación inicial (092)",4,,4,,,
"Primaria (093)",165,4,51,65,38,7
"Secundaria (094)",411,8,249,102,46,6
"Superior no univ. incompleta (095)",88,,53,18,17,
"Superior no univ. completa (096)",71,,46,17,8,
"Superior univ. incompleta (097)",79,,50,22,7,
"Superior univ. completa (098)",55,,20,29,6,
"No PEA (100)",28095,12069,9304,3576,2154,992
"Sin nivel (101)",912,198,83,184,230,217
"Educación inicial (102)",846,811,18,17,,
"Primaria (103)",11038,8421,641,896,680,400
"Secundaria (104)",10374,2639,5525,1354,663,193
"Superior no univ. incompleta (105)",1250,,885,266,75,24
"Superior no univ. completa (106)",915,,373,322,173,47
"Superior univ. incompleta (107)",1766,,1458,196,85,27
"Superior univ. completa (108)",994,,321,341,248,84
,,,,,,
"RURAL (120)",11242,2138,4019,2769,1741,575
"Sin nivel (121)",825,66,63,251,272,173
"Educación inicial (122)",115,104,8,3,,
"Primaria (123)",4036,1592,607,916,673,248
"Secundaria (124)",4322,376,2466,960,456,64
"Superior no univ. incompleta (125)",550,,305,153,76,16
"Superior no univ. completa (126)",536,,239,188,78,31
"Superior univ. incompleta (127)",413,,195,116,80,22
"Superior univ. completa (128)",445,,136,182,106,21
"PEA (130)",6473,85,2576,2112,1346,354
"Sin nivel (131)",444,7,33,160,156,88
"Educación inicial (132)",11,2,6,3,,
"Primaria (133)",1726,48,375,619,513,171
"Secundaria (134)",2777,28,1551,785,379,34
"Superior no univ. incompleta (135)",396,,196,124,64,12
"Superior no univ. completa (136)",445,,184,167,72,22
"Superior univ. incompleta (137)",304,,120,99,70,15
"Superior univ. completa (138)",370,,111,155,92,12
"Ocupada (140)",6381,82,2520,2095,1334,350
"Sin nivel (141)",436,6,31,159,153,87
"Educación inicial (142)",11,2,6,3,,
"Primaria (143)",1705,46,366,615,509,169
"Secundaria (144)",2728,28,1516,775,376,33
"Superior no univ. incompleta (145)",392,,192,124,64,12
"Superior no univ. completa (146)",442,,183,166,71,22
"Superior univ. incompleta (147)",298,,115,99,69,15
"Superior univ. completa (148)",369,,111,154,92,12
"Desocupada (150)",92,3,56,17,12,4
"Sin nivel (151)",8,1,2,1,3,1
"Primaria (153)",21,2,9,4,4,2
"Secundaria (154)",49,,35,10,3,1
"Superior no univ. incompleta (155)",4,,4,,,
"Superior no univ. completa (156)",3,,1,1,1,
"Superior univ. incompleta (157)",6,,5,,1,
"Superior univ. completa (158)",1,,,1,,
"No PEA (160)",4769,2053,1443,657,395,221
"Sin nivel (161)",381,59,30,91,116,85
"Educación inicial (162)",104,102,2,,,
"Primaria (163)",2310,1544,232,297,160,77
"Secundaria (164)",1545,348,915,175,77,30
"Superior no univ. incompleta (165)",154,,109,29,12,4
"Superior no univ. completa (166)",91,,55,21,6,9
"Superior univ. incompleta (167)",109,,75,17,10,7
"Superior univ. completa (168)",75,,25,27,14,9
