"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia QUISPICANCHI (000)",20320,19019,105,3323,3442,3237,4984,2721,997,210,1301,69972
"De 12 a 14 años (001)",39,10,,9,1,,,,,,29,11
"De 15 a 19 años (002)",577,459,3,401,43,9,3,,,,118,526
"De 20 a 24 años (003)",2325,1856,16,1040,570,175,47,8,,,469,2952
"De 25 a 29 años (004)",2682,2385,9,639,752,596,362,24,3,,297,5633
"De 30 a 34 años (005)",2435,2341,7,302,571,571,723,152,14,1,94,7380
"De 35 a 39 años (006)",2413,2353,5,199,436,468,770,380,91,4,60,9094
"De 40 a 44 años (007)",2029,1984,4,93,247,356,664,433,164,23,45,8973
"De 45 a 49 años (008)",1716,1685,10,112,179,236,529,389,185,45,31,8078
"De 50 y más años (009)",6104,5946,51,528,643,826,1886,1335,540,137,158,27325
"Sin nivel (010)",7434,7204,52,676,880,1109,2339,1473,552,123,230,31582
"De 12 a 14 años (011)",2,1,,1,,,,,,,1,1
"De 15 a 19 años (012)",40,34,,26,5,1,2,,,,6,47
"De 20 a 24 años (013)",260,228,1,90,87,35,13,2,,,32,436
"De 25 a 29 años (014)",494,462,1,63,100,177,109,11,1,,32,1333
"De 30 a 34 años (015)",575,561,,43,91,113,239,67,8,,14,2111
"De 35 a 39 años (016)",670,657,4,23,64,94,264,163,43,2,13,3032
"De 40 a 44 años (017)",663,648,2,26,50,75,218,188,76,13,15,3294
"De 45 a 49 años (018)",669,660,,41,44,70,218,172,88,27,9,3459
"De 50 y más años (019)",4061,3953,44,363,439,544,1276,870,336,81,108,17869
"Educacion Inicial (020)",46,44,,8,14,5,13,3,1,,2,134
"De 15 a 19 años (022)",2,2,,2,,,,,,,,2
