"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Comercio al por mayor (053)",3,,,,1,,1,,1
"Comercio al por menor (054)",112,22,,32,30,7,13,2,6
"Hoteles y restaurantes (055)",75,16,,29,17,7,2,,4
"Trans., almac. y comunicaciones (056)",2,,,,,,2,,
"Activid.inmobil., empres. y de alquiler (058)",8,,,,4,,1,,3
"Admin.pub. y defensa; p. segur.soc.afil (059)",108,2,,8,47,17,22,8,4
"Enseñanza (060)",214,1,,,17,20,91,11,74
"Servicios sociales y de salud (061)",46,,,1,7,1,18,1,18
"Otras activ. serv.comun.soc y personales (062)",78,36,,19,9,4,6,1,3
"Hogares privados con servicio doméstico (063)",92,32,,33,24,1,1,1,
"Actividad economica no especificada (065)",211,92,,65,32,4,10,2,6
,,,,,,,,,
"URBANA (066)",1303,90,4,212,300,85,282,67,263
"Agric., ganadería, caza y silvicultura (067)",235,50,1,76,63,11,16,1,17
"Explotación de minas y canteras (069)",4,,,1,1,,,,2
"Industrias manufactureras (070)",74,1,1,8,37,5,11,5,6
"Suministro de electricidad, gas y agua (071)",3,,,,,1,,,2
"Construcción (072)",60,2,1,18,22,5,4,3,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",161,11,1,48,45,14,27,5,10
"Venta, mant.y rep. veh.autom.y motoc. (074)",5,,,1,1,2,1,,
"Comercio al por mayor (075)",9,,,1,5,,1,,2
"Comercio al por menor (076)",147,11,1,46,39,12,25,5,8
"Hoteles y restaurantes (077)",53,5,,18,15,7,2,2,4
"Trans., almac. y comunicaciones (078)",24,,,2,11,2,5,2,2
"Intermediación financiera (079)",5,,,,2,1,1,,1
"Activid.inmobil., empres. y de alquiler (080)",17,,,2,10,,,1,4
"Admin.pub. y defensa; p. segur.soc.afil (081)",163,2,,9,48,18,44,15,27
"Enseñanza (082)",345,1,,1,14,14,139,25,151
"Servicios sociales y de salud (083)",41,,,,2,,19,1,19
"Otras activ. serv.comun.soc y personales (084)",30,1,,5,7,3,8,3,3
"Hogares privados con servicio doméstico (085)",28,5,,10,11,,1,1,
"Actividad economica no especificada (087)",60,12,,14,12,4,5,3,10
"Hombres (088)",796,39,3,130,204,45,155,50,170
"Agric., ganadería, caza y silvicultura (089)",193,33,1,61,56,9,16,1,16
"Explotación de minas y canteras (091)",4,,,1,1,,,,2
"Industrias manufactureras (092)",65,1,,6,32,5,10,5,6
"Suministro de electricidad, gas y agua (093)",3,,,,,1,,,2
"Construcción (094)",60,2,1,18,22,5,4,3,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",77,1,1,25,22,7,14,3,4
"Venta, mant.y rep. veh.autom.y motoc. (096)",5,,,1,1,2,1,,
"Comercio al por mayor (097)",6,,,1,4,,,,1
"Comercio al por menor (098)",66,1,1,23,17,5,13,3,3
"Hoteles y restaurantes (099)",10,,,3,3,,,2,2
"Trans., almac. y comunicaciones (100)",22,,,2,11,2,3,2,2
"Intermediación financiera (101)",5,,,,2,1,1,,1
"Activid.inmobil., empres. y de alquiler (102)",11,,,2,7,,,1,1
"Admin.pub. y defensa; p. segur.soc.afil (103)",103,1,,8,29,5,27,10,23
"Enseñanza (104)",203,,,1,7,8,71,18,98
"Servicios sociales y de salud (105)",12,,,,1,,6,1,4
"Otras activ. serv.comun.soc y personales (106)",15,,,1,6,2,3,3,
"Actividad economica no especificada (109)",13,1,,2,5,,,1,4
"Mujeres (110)",507,51,1,82,96,40,127,17,93
"Agric., ganadería, caza y silvicultura (111)",42,17,,15,7,2,,,1
"Industrias manufactureras (114)",9,,1,2,5,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",84,10,,23,23,7,13,2,6
"Comercio al por mayor (119)",3,,,,1,,1,,1
"Comercio al por menor (120)",81,10,,23,22,7,12,2,5
"Hoteles y restaurantes (121)",43,5,,15,12,7,2,,2
"Trans., almac. y comunicaciones (122)",2,,,,,,2,,
"Activid.inmobil., empres. y de alquiler (124)",6,,,,3,,,,3
"Admin.pub. y defensa; p. segur.soc.afil (125)",60,1,,1,19,13,17,5,4
"Enseñanza (126)",142,1,,,7,6,68,7,53
"Servicios sociales y de salud (127)",29,,,,1,,13,,15
"Otras activ. serv.comun.soc y personales (128)",15,1,,4,1,1,5,,3
"Hogares privados con servicio doméstico (129)",28,5,,10,11,,1,1,
"Actividad economica no especificada (131)",47,11,,12,7,4,5,2,6
,,,,,,,,,
"RURAL (132)",3789,1086,9,1514,784,70,178,40,108
"Agric., ganadería, caza y silvicultura (133)",2509,825,8,1154,457,16,30,9,10
"Explotación de minas y canteras (135)",5,,,4,,1,,,
"Industrias manufactureras (136)",123,15,,30,64,4,4,3,3
"Construcción (138)",250,46,1,111,73,7,5,4,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",59,17,,22,14,,3,1,2
"Venta, mant.y rep. veh.autom.y motoc. (140)",4,,,1,,,2,1,
"Comercio al por menor (142)",55,17,,21,14,,1,,2
"Hoteles y restaurantes (143)",35,11,,17,5,,,,2
"Trans., almac. y comunicaciones (144)",8,1,,2,2,2,1,,
"Intermediación financiera (145)",1,,,,1,,,,
"Activid.inmobil., empres. y de alquiler (146)",14,,,4,4,,4,,2
"Admin.pub. y defensa; p. segur.soc.afil (147)",167,8,,54,63,9,20,6,7
"Enseñanza (148)",228,,,1,27,25,91,12,72
"Servicios sociales y de salud (149)",22,,,1,6,2,8,2,3
"Otras activ. serv.comun.soc y personales (150)",86,39,,25,16,3,2,1,
"Hogares privados con servicio doméstico (151)",64,27,,23,13,1,,,
"Actividad economica no especificada (153)",218,97,,66,39,,10,2,4
"Hombres (154)",2931,699,8,1284,651,44,134,30,81
"Agric., ganadería, caza y silvicultura (155)",2165,609,7,1051,439,13,27,9,10
"Explotación de minas y canteras (157)",5,,,4,,1,,,
"Industrias manufactureras (158)",103,11,,26,53,4,4,2,3
"Construcción (160)",249,46,1,110,73,7,5,4,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",28,5,,13,6,,2,1,1
"Venta, mant.y rep. veh.autom.y motoc. (162)",4,,,1,,,2,1,
"Comercio al por menor (164)",24,5,,12,6,,,,1
"Hoteles y restaurantes (165)",3,,,3,,,,,
"Trans., almac. y comunicaciones (166)",8,1,,2,2,2,1,,
"Intermediación financiera (167)",1,,,,1,,,,
"Activid.inmobil., empres. y de alquiler (168)",12,,,4,3,,3,,2
"Admin.pub. y defensa; p. segur.soc.afil (169)",119,7,,47,35,5,15,3,7
"Enseñanza (170)",156,,,1,17,11,68,8,51
"Servicios sociales y de salud (171)",5,,,,,1,3,1,
"Otras activ. serv.comun.soc y personales (172)",23,4,,10,8,,1,,
"Actividad economica no especificada (175)",54,16,,13,14,,5,2,4
"Mujeres (176)",858,387,1,230,133,26,44,10,27
"Agric., ganadería, caza y silvicultura (177)",344,216,1,103,18,3,3,,
"Industrias manufactureras (180)",20,4,,4,11,,,1,
"Construcción (182)",1,,,1,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",31,12,,9,8,,1,,1
"Comercio al por menor (186)",31,12,,9,8,,1,,1
"Hoteles y restaurantes (187)",32,11,,14,5,,,,2
"Activid.inmobil., empres. y de alquiler (190)",2,,,,1,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",48,1,,7,28,4,5,3,
"Enseñanza (192)",72,,,,10,14,23,4,21
"Servicios sociales y de salud (193)",17,,,1,6,1,5,1,3
"Otras activ. serv.comun.soc y personales (194)",63,35,,15,8,3,1,1,
"Hogares privados con servicio doméstico (195)",64,27,,23,13,1,,,
"Actividad economica no especificada (197)",164,81,,53,25,,5,,
