"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"URBANA (036)",1184,20,283,511,305,65
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (037)",9,,1,5,3,
"Profes., científicos e intelectuales (038)",324,,42,200,80,2
"Técnicos de nivel medio y trab. asimilados (039)",54,1,14,24,14,1
"Jefes y empleados de oficina (040)",56,,11,28,17,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",176,5,40,67,50,14
"Agricult. trabaj. calif.agrop. y pesqueros (042)",107,1,21,33,34,18
"Obreros y oper.minas, cant.,ind.manuf. y otros (043)",82,1,34,29,14,4
"Obreros construc., conf., papel, fab., instr. (044)",76,,23,29,22,2
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (045)",270,12,83,90,64,21
"Otra (046)",7,,2,3,2,
"Ocupación no especificada (047)",23,,12,3,5,3
"Hombres (048)",748,11,187,298,203,49
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (049)",9,,1,5,3,
"Profes., científicos e intelectuales (050)",157,,22,84,50,1
"Técnicos de nivel medio y trab. asimilados (051)",45,1,11,20,12,1
"Jefes y empleados de oficina (052)",35,,5,17,13,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",66,3,15,25,17,6
"Agricult. trabaj. calif.agrop. y pesqueros (054)",93,1,17,29,28,18
"Obreros y oper.minas, cant.,ind.manuf. y otros (055)",70,,29,26,11,4
"Obreros construc., conf., papel, fab., instr. (056)",74,,23,27,22,2
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (057)",183,6,57,61,42,17
"Otra (058)",7,,2,3,2,
"Ocupación no especificada (059)",9,,5,1,3,
"Mujeres (060)",436,9,96,213,102,16
"Profes., científicos e intelectuales (062)",167,,20,116,30,1
"Técnicos de nivel medio y trab. asimilados (063)",9,,3,4,2,
"Jefes y empleados de oficina (064)",21,,6,11,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",110,2,25,42,33,8
"Agricult. trabaj. calif.agrop. y pesqueros (066)",14,,4,4,6,
"Obreros y oper.minas, cant.,ind.manuf. y otros (067)",12,1,5,3,3,
"Obreros construc., conf., papel, fab., instr. (068)",2,,,2,,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (069)",87,6,26,29,22,4
"Ocupación no especificada (071)",14,,7,2,2,3
,,,,,,
"RURAL (072)",4739,152,1542,1470,1150,425
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (073)",4,,1,2,1,
"Profes., científicos e intelectuales (074)",167,,54,72,39,2
"Técnicos de nivel medio y trab. asimilados (075)",26,,10,11,4,1
"Jefes y empleados de oficina (076)",25,,12,9,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",86,1,15,31,28,11
"Agricult. trabaj. calif.agrop. y pesqueros (078)",2061,9,481,695,641,235
"Obreros y oper.minas, cant.,ind.manuf. y otros (079)",259,10,98,82,58,11
"Obreros construc., conf., papel, fab., instr. (080)",135,,49,45,32,9
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (081)",1872,132,786,492,319,143
"Otra (082)",2,,,1,1,
"Ocupación no especificada (083)",102,,36,30,23,13
"Hombres (084)",3856,84,1232,1197,967,376
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (085)",3,,1,2,,
"Profes., científicos e intelectuales (086)",108,,25,51,31,1
"Técnicos de nivel medio y trab. asimilados (087)",21,,7,10,3,1
"Jefes y empleados de oficina (088)",17,,6,7,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",36,1,6,12,10,7
"Agricult. trabaj. calif.agrop. y pesqueros (090)",1904,8,442,640,590,224
"Obreros y oper.minas, cant.,ind.manuf. y otros (091)",116,,38,39,31,8
"Obreros construc., conf., papel, fab., instr. (092)",135,,49,45,32,9
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (093)",1496,75,651,387,260,123
"Otra (094)",2,,,1,1,
"Ocupación no especificada (095)",18,,7,3,5,3
"Mujeres (096)",883,68,310,273,183,49
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (097)",1,,,,1,
"Profes., científicos e intelectuales (098)",59,,29,21,8,1
"Técnicos de nivel medio y trab. asimilados (099)",5,,3,1,1,
"Jefes y empleados de oficina (100)",8,,6,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",50,,9,19,18,4
"Agricult. trabaj. calif.agrop. y pesqueros (102)",157,1,39,55,51,11
"Obreros y oper.minas, cant.,ind.manuf. y otros (103)",143,10,60,43,27,3
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (105)",376,57,135,105,59,20
"Ocupación no especificada (107)",84,,29,27,18,10
