"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otras activ. serv.comun.soc y personales (040)",181,6,83,62,23,7
"Hogares privados con servicio doméstico (041)",68,7,34,13,9,5
"Actividad economica no especificada (043)",376,1,175,102,71,27
"Mujeres (045)",16676,234,5840,5263,4005,1334
"Agric., ganadería, caza y silvicultura (046)",9448,167,2796,2703,2682,1100
"Pesca (047)",85,1,28,35,20,1
"Explotación de minas y canteras (048)",3,,2,1,,
"Industrias manufactureras (049)",780,4,302,275,175,24
"Construcción (051)",24,,8,10,5,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",3142,13,1291,1194,561,83
"Venta, mant.y rep. veh.autom.y motoc. (053)",66,,29,30,7,
"Comercio al por mayor (054)",93,,30,43,18,2
"Comercio al por menor (055)",2983,13,1232,1121,536,81
"Hoteles y restaurantes (056)",998,11,457,316,194,20
"Trans., almac. y comunicaciones (057)",123,1,62,41,18,1
"Intermediación financiera (058)",14,,7,4,3,
"Activid.inmobil., empres. y alquileres (059)",34,,20,13,1,
"Admin.pub. y defensa; p. segur.soc.afil (060)",174,,99,56,17,2
"Enseñanza (061)",436,,121,236,75,4
"Servicios sociales y de salud (062)",141,,38,72,30,1
"Otras activ. serv.comun.soc y personales (063)",91,4,54,23,8,2
"Hogares privados con servicio doméstico (064)",766,33,400,161,123,49
"Actividad economica no especificada (066)",417,,155,123,93,46
,,,,,,
"URBANA (067)",12309,154,4461,4559,2632,503
"Agric., ganadería, caza y silvicultura (068)",2236,58,579,662,692,245
"Pesca (069)",74,4,28,32,9,1
"Explotación de minas y canteras (070)",34,,14,17,2,1
"Industrias manufactureras (071)",594,7,235,201,128,23
"Suministro de electricidad, gas y agua (072)",16,,7,3,5,1
"Construcción (073)",604,7,204,248,135,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",3194,32,1161,1252,628,121
"Venta, mant.y rep. veh.autom.y motoc. (075)",178,4,77,72,23,2
"Comercio al por mayor (076)",111,,33,54,20,4
"Comercio al por menor (077)",2905,28,1051,1126,585,115
"Hoteles y restaurantes (078)",783,16,352,259,140,16
"Trans., almac. y comunicaciones (079)",1984,11,914,724,315,20
"Intermediación financiera (080)",38,,13,14,10,1
"Activid.inmobil., empres. y alquileres (081)",164,1,61,81,17,4
"Admin.pub. y defensa; p. segur.soc.afil (082)",666,,251,282,121,12
"Enseñanza (083)",915,,160,489,254,12
"Servicios sociales y de salud (084)",207,,43,91,68,5
"Otras activ. serv.comun.soc y personales (085)",180,5,92,57,20,6
"Hogares privados con servicio doméstico (086)",281,12,192,48,24,5
"Actividad economica no especificada (088)",339,1,155,99,64,20
"Hombres (089)",7519,95,2603,2840,1675,306
"Agric., ganadería, caza y silvicultura (090)",1441,33,364,419,464,161
"Pesca (091)",56,3,21,23,8,1
"Explotación de minas y canteras (092)",34,,14,17,2,1
"Industrias manufactureras (093)",306,5,132,96,60,13
"Suministro de electricidad, gas y agua (094)",16,,7,3,5,1
"Construcción (095)",594,7,198,246,133,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",1250,22,409,501,260,58
"Venta, mant.y rep. veh.autom.y motoc. (097)",139,4,60,53,20,2
"Comercio al por mayor (098)",50,,15,27,6,2
"Comercio al por menor (099)",1061,18,334,421,234,54
"Hoteles y restaurantes (100)",175,8,81,54,28,4
"Trans., almac. y comunicaciones (101)",1899,10,869,699,302,19
"Intermediación financiera (102)",25,,7,10,7,1
"Activid.inmobil., empres. y alquileres (103)",138,1,46,71,16,4
"Admin.pub. y defensa; p. segur.soc.afil (104)",545,,185,241,109,10
"Enseñanza (105)",624,,90,330,196,8
"Servicios sociales y de salud (106)",98,,15,39,40,4
"Otras activ. serv.comun.soc y personales (107)",115,4,54,40,13,4
"Hogares privados con servicio doméstico (108)",40,1,27,9,3,
"Actividad economica no especificada (110)",163,1,84,42,29,7
"Mujeres (112)",4790,59,1858,1719,957,197
"Agric., ganadería, caza y silvicultura (113)",795,25,215,243,228,84
"Pesca (114)",18,1,7,9,1,
"Industrias manufactureras (116)",288,2,103,105,68,10
"Construcción (118)",10,,6,2,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",1944,10,752,751,368,63
"Venta, mant.y rep. veh.autom.y motoc. (120)",39,,17,19,3,
"Comercio al por mayor (121)",61,,18,27,14,2
"Comercio al por menor (122)",1844,10,717,705,351,61
"Hoteles y restaurantes (123)",608,8,271,205,112,12
"Trans., almac. y comunicaciones (124)",85,1,45,25,13,1
"Intermediación financiera (125)",13,,6,4,3,
"Activid.inmobil., empres. y alquileres (126)",26,,15,10,1,
"Admin.pub. y defensa; p. segur.soc.afil (127)",121,,66,41,12,2
"Enseñanza (128)",291,,70,159,58,4
"Servicios sociales y de salud (129)",109,,28,52,28,1
"Otras activ. serv.comun.soc y personales (130)",65,1,38,17,7,2
"Hogares privados con servicio doméstico (131)",241,11,165,39,21,5
"Actividad economica no especificada (133)",176,,71,57,35,13
,,,,,,
"RURAL (134)",31531,387,9477,9797,8500,3370
"Agric., ganadería, caza y silvicultura (135)",23143,326,6276,6730,6703,3108
"Pesca (136)",244,,81,92,66,5
"Explotación de minas y canteras (137)",30,,13,10,6,1
"Industrias manufactureras (138)",855,6,340,301,171,37
"Suministro de electricidad, gas y agua (139)",3,,2,,1,
"Construcción (140)",889,1,249,352,256,31
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",2009,16,838,744,363,48
"Venta, mant.y rep. veh.autom.y motoc. (142)",144,1,69,46,27,1
"Comercio al por mayor (143)",53,,17,25,11,
"Comercio al por menor (144)",1812,15,752,673,325,47
"Hoteles y restaurantes (145)",431,4,206,125,88,8
"Trans., almac. y comunicaciones (146)",1528,1,691,582,244,10
"Intermediación financiera (147)",10,,3,1,5,1
"Activid.inmobil., empres. y alquileres (148)",78,,29,33,14,2
"Admin.pub. y defensa; p. segur.soc.afil (149)",322,,108,142,69,3
"Enseñanza (150)",789,,160,354,266,9
"Servicios sociales y de salud (151)",101,,19,51,29,2
"Otras activ. serv.comun.soc y personales (152)",92,5,45,28,11,3
"Hogares privados con servicio doméstico (153)",553,28,242,126,108,49
"Actividad economica no especificada (155)",454,,175,126,100,53
"Hombres (156)",19645,212,5495,6253,5452,2233
"Agric., ganadería, caza y silvicultura (157)",14490,184,3695,4270,4249,2092
"Pesca (158)",177,,60,66,47,4
"Explotación de minas y canteras (159)",27,,11,9,6,1
"Industrias manufactureras (160)",363,4,141,131,64,23
"Suministro de electricidad, gas y agua (161)",3,,2,,1,
"Construcción (162)",875,1,247,344,253,30
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",811,13,299,301,170,28
"Venta, mant.y rep. veh.autom.y motoc. (164)",117,1,57,35,23,1
"Comercio al por mayor (165)",21,,5,9,7,
"Comercio al por menor (166)",673,12,237,257,140,27
"Hoteles y restaurantes (167)",41,1,20,14,6,
"Trans., almac. y comunicaciones (168)",1490,1,674,566,239,10
"Intermediación financiera (169)",9,,2,1,5,1
"Activid.inmobil., empres. y alquileres (170)",70,,24,30,14,2
"Admin.pub. y defensa; p. segur.soc.afil (171)",269,,75,127,64,3
"Enseñanza (172)",644,,109,277,249,9
"Servicios sociales y de salud (173)",69,,9,31,27,2
"Otras activ. serv.comun.soc y personales (174)",66,2,29,22,10,3
"Hogares privados con servicio doméstico (175)",28,6,7,4,6,5
"Actividad economica no especificada (177)",213,,91,60,42,20
"Mujeres (179)",11886,175,3982,3544,3048,1137
"Agric., ganadería, caza y silvicultura (180)",8653,142,2581,2460,2454,1016
"Pesca (181)",67,,21,26,19,1
"Explotación de minas y canteras (182)",3,,2,1,,
"Industrias manufactureras (183)",492,2,199,170,107,14
"Construcción (185)",14,,2,8,3,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",1198,3,539,443,193,20
"Venta, mant.y rep. veh.autom.y motoc. (187)",27,,12,11,4,
"Comercio al por mayor (188)",32,,12,16,4,
"Comercio al por menor (189)",1139,3,515,416,185,20
"Hoteles y restaurantes (190)",390,3,186,111,82,8
"Trans., almac. y comunicaciones (191)",38,,17,16,5,
"Intermediación financiera (192)",1,,1,,,
"Activid.inmobil., empres. y alquileres (193)",8,,5,3,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",53,,33,15,5,
"Enseñanza (195)",145,,51,77,17,
"Servicios sociales y de salud (196)",32,,10,20,2,
"Otras activ. serv.comun.soc y personales (197)",26,3,16,6,1,
"Hogares privados con servicio doméstico (198)",525,22,235,122,102,44
"Actividad economica no especificada (200)",241,,84,66,58,33
