"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CONTUMAZA (000)",11668,11299,3126,1565,1625,1212,1724,1050,582,415,369,32331
"De 12 a 14 años (001)",1060,1054,1052,2,,,,,,,6,2
"De 15 a 19 años (002)",1314,1291,1097,172,21,1,,,,,23,217
"De 20 a 24 años (003)",1213,1107,420,402,207,58,19,1,,,106,1079
"De 25 a 29 años (004)",1018,941,132,306,289,135,74,5,,,77,1636
"De 30 a 34 años (005)",1102,1061,95,237,318,193,164,50,3,1,41,2508
"De 35 a 39 años (006)",1011,979,62,126,247,207,250,74,12,1,32,2897
"De 40 a 44 años (007)",894,873,46,73,169,175,252,105,41,12,21,3203
"De 45 a 49 años (008)",848,830,50,78,136,130,241,129,51,15,18,3221
"De 50 y más años (009)",3208,3163,172,169,238,313,724,686,475,386,45,17568
"Conviviente (010)",4210,4155,260,785,887,567,819,458,231,148,55,14362
"De 12 a 14 años (011)",11,5,5,,,,,,,,6,
"De 15 a 19 años (012)",221,200,68,113,18,1,,,,,21,152
"De 20 a 24 años (013)",563,549,74,252,160,48,15,,,,14,780
"De 25 a 29 años (014)",590,584,34,170,216,100,60,4,,,6,1183
"De 30 a 34 años (015)",607,605,16,104,205,120,123,34,2,1,2,1643
"De 35 a 39 años (016)",538,537,13,63,125,109,168,51,7,1,1,1758
"De 40 a 44 años (017)",404,402,7,22,65,61,149,61,29,8,2,1726
"De 45 a 49 años (018)",348,348,10,24,46,51,106,73,33,5,,1544
"De 50 y más años (019)",928,925,33,37,52,77,198,235,160,133,3,5576
"Separado(a) (020)",629,626,7,227,142,93,82,46,18,11,3,1714
"De 12 a 14 años (021)",1,1,,1,,,,,,,,1
"De 15 a 19 años (022)",23,23,2,20,1,,,,,,,22
"De 20 a 24 años (023)",79,77,1,49,21,4,1,1,,,2,114
