"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia LA UNION (000)",5843,718,769,2795,65,1401,95
"Sin nivel (001)",1019,11,116,493,7,360,32
"Educación inicial (002)",9,,2,3,,3,1
"Primaria (003)",2073,31,242,1139,32,596,33
"Secundaria (004)",1512,73,305,756,10,342,26
"Superior no univ. incompleta (005)",202,44,26,101,3,27,1
"Superior no univ. completa (006)",438,197,43,157,6,34,1
"Superior univ. incompleta (007)",121,36,14,49,2,19,1
"Superior univ. completa (008)",469,326,21,97,5,20,
"Hombres (010)",3541,369,617,1976,49,514,16
"Sin nivel (011)",355,5,61,230,2,54,3
"Educación inicial (012)",4,,1,1,,2,
"Primaria (013)",1344,15,204,873,25,221,6
"Secundaria (014)",1084,48,261,578,8,183,6
"Superior no univ. incompleta (015)",144,26,22,76,2,18,
"Superior no univ. completa (016)",263,97,38,111,5,11,1
"Superior univ. incompleta (017)",82,19,12,39,2,10,
"Superior univ. completa (018)",265,159,18,68,5,15,
"Mujeres (020)",2302,349,152,819,16,887,79
"Sin nivel (021)",664,6,55,263,5,306,29
"Educación inicial (022)",5,,1,2,,1,1
"Primaria (023)",729,16,38,266,7,375,27
"Secundaria (024)",428,25,44,178,2,159,20
"Superior no univ. incompleta (025)",58,18,4,25,1,9,1
"Superior no univ. completa (026)",175,100,5,46,1,23,
"Superior univ. incompleta (027)",39,17,2,10,,9,1
"Superior univ. completa (028)",204,167,3,29,,5,
,,,,,,,
"URBANA (030)",2924,605,418,1224,48,586,43
"Sin nivel (031)",328,8,31,171,5,110,3
"Educación inicial (032)",5,,2,1,,2,
"Primaria (033)",869,21,131,432,24,244,17
"Secundaria (034)",831,57,191,382,7,173,21
"Superior no univ. incompleta (035)",131,35,21,53,2,20,
"Superior no univ. completa (036)",291,170,21,84,3,12,1
"Superior univ. incompleta (037)",89,30,9,34,2,13,1
"Superior univ. completa (038)",380,284,12,67,5,12,
"Hombres (040)",1673,299,337,773,37,215,12
"Sin nivel (041)",87,3,15,57,,12,
"Educación inicial (042)",2,,1,,,1,
"Primaria (043)",532,11,109,296,19,91,6
"Secundaria (044)",542,34,157,261,6,79,5
"Superior no univ. incompleta (045)",97,22,19,40,2,14,
"Superior no univ. completa (046)",154,80,18,49,3,3,1
"Superior univ. incompleta (047)",58,15,8,25,2,8,
"Superior univ. completa (048)",201,134,10,45,5,7,
"Mujeres (050)",1251,306,81,451,11,371,31
"Sin nivel (051)",241,5,16,114,5,98,3
"Educación inicial (052)",3,,1,1,,1,
"Primaria (053)",337,10,22,136,5,153,11
"Secundaria (054)",289,23,34,121,1,94,16
"Superior no univ. incompleta (055)",34,13,2,13,,6,
"Superior no univ. completa (056)",137,90,3,35,,9,
"Superior univ. incompleta (057)",31,15,1,9,,5,1
"Superior univ. completa (058)",179,150,2,22,,5,
,,,,,,,
"RURAL (060)",2919,113,351,1571,17,815,52
"Sin nivel (061)",691,3,85,322,2,250,29
"Educación inicial (062)",4,,,2,,1,1
"Primaria (063)",1204,10,111,707,8,352,16
"Secundaria (064)",681,16,114,374,3,169,5
"Superior no univ. incompleta (065)",71,9,5,48,1,7,1
"Superior no univ. completa (066)",147,27,22,73,3,22,
"Superior univ. incompleta (067)",32,6,5,15,,6,
"Superior univ. completa (068)",89,42,9,30,,8,
"Hombres (070)",1868,70,280,1203,12,299,4
"Sin nivel (071)",268,2,46,173,2,42,3
"Educación inicial (072)",2,,,1,,1,
"Primaria (073)",812,4,95,577,6,130,
"Secundaria (074)",542,14,104,317,2,104,1
"Superior no univ. incompleta (075)",47,4,3,36,,4,
"Superior no univ. completa (076)",109,17,20,62,2,8,
"Superior univ. incompleta (077)",24,4,4,14,,2,
"Superior univ. completa (078)",64,25,8,23,,8,
"Mujeres (080)",1051,43,71,368,5,516,48
"Sin nivel (081)",423,1,39,149,,208,26
"Educación inicial (082)",2,,,1,,,1
"Primaria (083)",392,6,16,130,2,222,16
"Secundaria (084)",139,2,10,57,1,65,4
"Superior no univ. incompleta (085)",24,5,2,12,1,3,1
"Superior no univ. completa (086)",38,10,2,11,1,14,
"Superior univ. incompleta (087)",8,2,1,1,,4,
"Superior univ. completa (088)",25,17,1,7,,,
