"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Explotación de minas y canteras (048)",7,,4,2,1,
"Industrias manufactureras (049)",27,,6,4,10,7
"Suministro de electricidad, gas y agua (050)",1,,,1,,
"Construcción (051)",14,,4,4,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",160,2,43,65,37,13
"Comercio al por mayor (054)",5,,1,2,1,1
"Comercio al por menor (055)",155,2,42,63,36,12
"Hoteles y restaurantes (056)",26,,10,9,7,
"Trans., almac. y comunicaciones (057)",1,,1,,,
"Intermediación financiera (058)",1,,1,,,
"Activid.inmobil., empres. y alquileres (059)",4,,2,1,1,
"Admin.pub. y defensa; p. segur.soc.afil (060)",57,,19,27,11,
"Enseñanza (061)",109,,23,54,31,1
"Servicios sociales y de salud (062)",30,,12,18,,
"Otras activ. serv.comun.soc y personales (063)",8,2,4,1,1,
"Hogares privados con servicio doméstico (064)",21,2,9,5,3,2
"Actividad economica no especificada (066)",67,,18,18,22,9
,,,,,,
"URBANA (067)",2629,56,670,892,724,287
"Agric., ganadería, caza y silvicultura (068)",1424,44,330,425,393,232
"Explotación de minas y canteras (070)",120,,58,47,15,
"Industrias manufactureras (071)",38,,11,11,10,6
"Suministro de electricidad, gas y agua (072)",2,,,1,1,
"Construcción (073)",145,3,55,49,34,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",208,2,56,78,51,21
"Venta, mant.y rep. veh.autom.y motoc. (075)",1,,1,,,
"Comercio al por mayor (076)",8,,2,3,1,2
"Comercio al por menor (077)",199,2,53,75,50,19
"Hoteles y restaurantes (078)",31,1,10,12,8,
"Trans., almac. y comunicaciones (079)",24,,7,13,4,
"Intermediación financiera (080)",1,,1,,,
"Activid.inmobil., empres. y alquileres (081)",16,,3,7,5,1
"Admin.pub. y defensa; p. segur.soc.afil (082)",208,,54,90,59,5
"Enseñanza (083)",237,,31,101,102,3
"Servicios sociales y de salud (084)",50,,19,27,4,
"Otras activ. serv.comun.soc y personales (085)",19,4,7,4,4,
"Hogares privados con servicio doméstico (086)",20,2,8,6,3,1
"Actividad economica no especificada (088)",86,,20,21,31,14
"Hombres (089)",1639,36,425,553,455,170
"Agric., ganadería, caza y silvicultura (090)",897,30,218,274,237,138
"Explotación de minas y canteras (092)",114,,55,45,14,
"Industrias manufactureras (093)",25,,9,8,5,3
"Suministro de electricidad, gas y agua (094)",1,,,,1,
"Construcción (095)",132,3,51,45,29,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",69,,17,24,19,9
"Venta, mant.y rep. veh.autom.y motoc. (097)",1,,1,,,
"Comercio al por mayor (098)",4,,1,1,1,1
"Comercio al por menor (099)",64,,15,23,18,8
"Hoteles y restaurantes (100)",10,1,4,3,2,
"Trans., almac. y comunicaciones (101)",23,,6,13,4,
"Activid.inmobil., empres. y alquileres (103)",12,,1,6,4,1
"Admin.pub. y defensa; p. segur.soc.afil (104)",153,,36,64,48,5
"Enseñanza (105)",137,,12,52,71,2
"Servicios sociales y de salud (106)",21,,8,9,4,
"Otras activ. serv.comun.soc y personales (107)",11,2,3,3,3,
"Hogares privados con servicio doméstico (108)",2,,1,1,,
"Actividad economica no especificada (110)",32,,4,6,14,8
"Mujeres (112)",990,20,245,339,269,117
"Agric., ganadería, caza y silvicultura (113)",527,14,112,151,156,94
"Explotación de minas y canteras (115)",6,,3,2,1,
"Industrias manufactureras (116)",13,,2,3,5,3
"Suministro de electricidad, gas y agua (117)",1,,,1,,
"Construcción (118)",13,,4,4,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",139,2,39,54,32,12
"Comercio al por mayor (121)",4,,1,2,,1
"Comercio al por menor (122)",135,2,38,52,32,11
"Hoteles y restaurantes (123)",21,,6,9,6,
"Trans., almac. y comunicaciones (124)",1,,1,,,
"Intermediación financiera (125)",1,,1,,,
"Activid.inmobil., empres. y alquileres (126)",4,,2,1,1,
"Admin.pub. y defensa; p. segur.soc.afil (127)",55,,18,26,11,
"Enseñanza (128)",100,,19,49,31,1
"Servicios sociales y de salud (129)",29,,11,18,,
"Otras activ. serv.comun.soc y personales (130)",8,2,4,1,1,
"Hogares privados con servicio doméstico (131)",18,2,7,5,3,1
"Actividad economica no especificada (133)",54,,16,15,17,6
,,,,,,
"RURAL (134)",1450,13,346,454,403,234
"Agric., ganadería, caza y silvicultura (135)",1148,12,250,325,345,216
"Explotación de minas y canteras (137)",118,,52,51,14,1
"Industrias manufactureras (138)",22,,5,3,9,5
"Construcción (140)",26,,7,11,7,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",38,1,5,23,7,2
"Comercio al por mayor (143)",3,,,,3,
"Comercio al por menor (144)",35,1,5,23,4,2
"Hoteles y restaurantes (145)",9,,5,3,1,
"Trans., almac. y comunicaciones (146)",1,,,,1,
"Activid.inmobil., empres. y alquileres (148)",1,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (149)",29,,9,9,10,1
"Enseñanza (150)",27,,5,19,2,1
"Servicios sociales y de salud (151)",2,,1,1,,
"Hogares privados con servicio doméstico (153)",3,,2,,,1
"Actividad economica no especificada (155)",26,,5,8,7,6
"Hombres (156)",1011,7,229,339,277,159
"Agric., ganadería, caza y silvicultura (157)",779,6,156,231,236,150
"Explotación de minas y canteras (159)",117,,51,51,14,1
"Industrias manufactureras (160)",8,,1,2,4,1
"Construcción (162)",25,,7,11,6,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",17,1,1,12,2,1
"Comercio al por mayor (165)",2,,,,2,
"Comercio al por menor (166)",15,1,1,12,,1
"Hoteles y restaurantes (167)",4,,1,3,,
"Trans., almac. y comunicaciones (168)",1,,,,1,
"Activid.inmobil., empres. y alquileres (170)",1,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (171)",27,,8,8,10,1
"Enseñanza (172)",18,,1,14,2,1
"Servicios sociales y de salud (173)",1,,,1,,
"Actividad economica no especificada (177)",13,,3,5,2,3
"Mujeres (179)",439,6,117,115,126,75
"Agric., ganadería, caza y silvicultura (180)",369,6,94,94,109,66
"Explotación de minas y canteras (182)",1,,1,,,
"Industrias manufactureras (183)",14,,4,1,5,4
"Construcción (185)",1,,,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",21,,4,11,5,1
"Comercio al por mayor (188)",1,,,,1,
"Comercio al por menor (189)",20,,4,11,4,1
"Hoteles y restaurantes (190)",5,,4,,1,
"Admin.pub. y defensa; p. segur.soc.afil (194)",2,,1,1,,
"Enseñanza (195)",9,,4,5,,
"Servicios sociales y de salud (196)",1,,1,,,
"Hogares privados con servicio doméstico (198)",3,,2,,,1
"Actividad economica no especificada (200)",13,,2,3,5,3
