"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SANCHEZ CARRION (000)",35416,8583,86,18246,4104,651,1946,448,1352
"Agric., ganadería, caza y silvicultura (001)",22720,6655,59,14037,1526,97,176,54,116
"Pesca (002)",8,,,4,2,,,,2
"Explotación de minas y canteras (003)",775,81,,367,218,28,39,10,32
"Industrias manufactureras (004)",1612,356,2,771,311,37,77,22,36
"Suministro de electricidad, gas y agua (005)",33,1,,17,9,2,2,,2
"Construcción (006)",1473,158,2,712,386,45,64,38,68
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",2511,434,3,827,618,134,284,78,133
"Venta, mant.y rep. veh.autom.y motoc. (008)",218,6,,55,93,7,36,5,16
"Comercio al por mayor (009)",166,20,,53,43,7,22,2,19
"Comercio al por menor (010)",2127,408,3,719,482,120,226,71,98
"Hoteles y restaurantes (011)",785,196,5,311,142,22,63,18,28
"Trans., almac. y comunicaciones (012)",963,63,1,315,358,62,94,27,43
"Intermediación financiera (013)",49,,,1,4,2,12,4,26
"Activid.inmobil., empres. y de alquiler (014)",290,8,,41,61,34,60,17,69
"Admin.pub. y defensa; p. segur.soc.afil (015)",518,16,,71,91,30,132,40,138
"Enseñanza (016)",1526,3,,7,64,70,775,93,514
"Servicios sociales y de salud (017)",231,,,5,21,17,83,13,92
"Otras activ. serv.comun.soc y personales (018)",427,119,2,122,87,23,39,10,25
"Hogares privados con servicio doméstico (019)",621,163,6,288,111,21,18,7,7
"Actividad economica no especificada (021)",874,330,6,350,95,27,28,17,21
"Hombres (022)",27964,6182,54,15650,3394,448,1110,295,831
"Agric., ganadería, caza y silvicultura (023)",20386,5525,44,12936,1459,93,165,51,113
"Pesca (024)",7,,,4,2,,,,1
"Explotación de minas y canteras (025)",764,81,,364,213,27,39,9,31
"Industrias manufactureras (026)",1164,184,2,564,273,32,64,18,27
"Suministro de electricidad, gas y agua (027)",31,1,,17,7,2,2,,2
"Construcción (028)",1438,150,2,700,380,42,61,36,67
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1281,91,2,455,386,73,140,49,85
"Venta, mant.y rep. veh.autom.y motoc. (030)",207,5,,53,89,7,32,5,16
"Comercio al por mayor (031)",118,14,,43,33,4,12,1,11
"Comercio al por menor (032)",956,72,2,359,264,62,96,43,58
"Hoteles y restaurantes (033)",125,11,,36,46,4,10,9,9
"Trans., almac. y comunicaciones (034)",922,60,1,309,346,60,83,24,39
"Intermediación financiera (035)",24,,,1,3,,3,3,14
"Activid.inmobil., empres. y de alquiler (036)",206,6,,35,41,24,37,13,50
"Admin.pub. y defensa; p. segur.soc.afil (037)",397,9,,60,82,23,95,28,100
"Enseñanza (038)",694,1,,7,22,27,357,33,247
"Servicios sociales y de salud (039)",91,,,3,14,11,28,9,26
"Otras activ. serv.comun.soc y personales (040)",141,4,2,35,53,17,18,5,7
"Hogares privados con servicio doméstico (041)",19,6,,9,2,2,,,
"Actividad economica no especificada (043)",274,53,1,115,65,11,8,8,13
"Mujeres (044)",7452,2401,32,2596,710,203,836,153,521
