"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CASTROVIRREYNA (000)",4941,4763,12,710,716,658,1120,842,527,178,178,20875
"De 12 a 14 años (001)",8,6,,6,,,,,,,2,6
"De 15 a 19 años (002)",128,113,,96,14,2,1,,,,15,134
"De 20 a 24 años (003)",390,349,1,202,107,29,8,2,,,41,551
"De 25 a 29 años (004)",501,456,2,115,146,104,85,2,2,,45,1105
"De 30 a 34 años (005)",524,509,,75,127,131,128,40,5,3,15,1602
"De 35 a 39 años (006)",516,500,1,37,75,88,167,103,26,3,16,2093
"De 40 a 44 años (007)",475,460,,33,51,71,154,87,52,12,15,2140
"De 45 a 49 años (008)",379,374,,28,42,35,90,92,65,22,5,2003
"De 50 y más años (009)",2020,1996,8,118,154,198,487,516,377,138,24,11241
"Sin nivel (010)",1058,1043,6,71,85,112,270,267,176,56,15,5633
"De 12 a 14 años (011)",1,,,,,,,,,,1,
"De 15 a 19 años (012)",5,5,,5,,,,,,,,5
"De 20 a 24 años (013)",10,9,,3,4,,2,,,,1,19
"De 25 a 29 años (014)",24,21,,1,7,7,5,1,,,3,65
"De 30 a 34 años (015)",22,21,,2,2,4,6,6,,1,1,95
"De 35 a 39 años (016)",43,41,,4,4,2,12,15,4,,2,205
"De 40 a 44 años (017)",63,61,,5,6,3,19,15,10,3,2,323
"De 45 a 49 años (018)",53,53,,4,5,6,9,14,12,3,,304
"De 50 y más años (019)",837,832,6,47,57,90,217,216,150,49,5,4617
"Educacion Inicial (020)",5,5,,,3,1,1,,,,,14
"De 25 a 29 años (024)",3,3,,,2,1,,,,,,7
"De 30 a 34 años (025)",1,1,,,1,,,,,,,2
"De 35 a 39 años (026)",1,1,,,,,1,,,,,5
