"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia PACASMAYO (000)",33062,6997,11780,9900,872,873,864,1776
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",53,46,,,7,,,
"Profes., científicos e intelectuales (002)",2448,2042,,362,31,13,,
"Técnicos de nivel medio y trab. asimilados (003)",1224,802,,360,55,5,2,
"Jefes y empleados de oficina (004)",1118,1103,,8,,7,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",4277,1130,50,2639,129,328,1,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",2389,12,16,1881,480,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",2491,,1238,1124,68,61,,
"Obreros construc.,conf.,papel, fab., instr. (008)",3999,596,1357,1958,66,22,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",12070,786,8692,1332,24,375,861,
"Otra (010)",199,199,,,,,,
"Ocupación no especificada (011)",1018,281,427,236,12,62,,
"Desocupado (012)",1776,,,,,,,1776
"Hombres (013)",23915,4043,10344,7024,746,413,37,1308
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",36,30,,,6,,,
"Profes., científicos e intelectuales (015)",1164,898,,233,26,7,,
"Técnicos de nivel medio y trab. asimilados (016)",865,536,,280,46,3,,
"Jefes y empleados de oficina (017)",504,497,,3,,4,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",1943,643,12,1153,73,62,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",2204,11,15,1730,448,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",2246,,1174,963,63,46,,
"Obreros construc.,conf.,papel, fab., instr. (021)",3932,587,1341,1922,63,19,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",8857,488,7459,609,11,253,37,
"Otra (023)",193,193,,,,,,
"Ocupación no especificada (024)",663,160,343,131,10,19,,
"Desocupado (025)",1308,,,,,,,1308
"Mujeres (026)",9147,2954,1436,2876,126,460,827,468
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",17,16,,,1,,,
"Profes., científicos e intelectuales (028)",1284,1144,,129,5,6,,
"Técnicos de nivel medio y trab. asimilados (029)",359,266,,80,9,2,2,
"Jefes y empleados de oficina (030)",614,606,,5,,3,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",2334,487,38,1486,56,266,1,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",185,1,1,151,32,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",245,,64,161,5,15,,
"Obreros construc.,conf.,papel, fab., instr. (034)",67,9,16,36,3,3,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",3213,298,1233,723,13,122,824,
"Otra (036)",6,6,,,,,,
"Ocupación no especificada (037)",355,121,84,105,2,43,,
"Desocupado (038)",468,,,,,,,468
,,,,,,,,
"URBANA (039)",30730,6855,10309,9582,754,805,837,1588
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",53,46,,,7,,,
"Profes., científicos e intelectuales (041)",2422,2021,,357,31,13,,
"Técnicos de nivel medio y trab. asimilados (042)",1206,791,,356,52,5,2,
"Jefes y empleados de oficina (043)",1101,1086,,8,,7,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",4178,1092,50,2585,127,323,1,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",2117,11,16,1720,370,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",2453,,1217,1109,67,60,,
"Obreros construc.,conf.,papel, fab., instr. (047)",3880,568,1324,1904,64,20,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",10541,767,7289,1310,24,317,834,
"Otra (049)",199,199,,,,,,
"Ocupación no especificada (050)",992,274,413,233,12,60,,
"Desocupado (051)",1588,,,,,,,1588
"Hombres (052)",21948,3945,9039,6763,633,364,36,1168
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",36,30,,,6,,,
"Profes., científicos e intelectuales (054)",1153,888,,232,26,7,,
"Técnicos de nivel medio y trab. asimilados (055)",851,528,,277,43,3,,
"Jefes y empleados de oficina (056)",497,490,,3,,4,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",1893,617,12,1130,73,61,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",1941,10,15,1575,341,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",2211,,1154,950,62,45,,
"Obreros construc.,conf.,papel, fab., instr. (060)",3813,559,1308,1868,61,17,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",7546,472,6219,598,11,210,36,
"Otra (062)",193,193,,,,,,
"Ocupación no especificada (063)",646,158,331,130,10,17,,
"Desocupado (064)",1168,,,,,,,1168
"Mujeres (065)",8782,2910,1270,2819,121,441,801,420
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",17,16,,,1,,,
"Profes., científicos e intelectuales (067)",1269,1133,,125,5,6,,
"Técnicos de nivel medio y trab. asimilados (068)",355,263,,79,9,2,2,
"Jefes y empleados de oficina (069)",604,596,,5,,3,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",2285,475,38,1455,54,262,1,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",176,1,1,145,29,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",242,,63,159,5,15,,
"Obreros construc.,conf.,papel, fab., instr. (073)",67,9,16,36,3,3,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",2995,295,1070,712,13,107,798,
"Otra (075)",6,6,,,,,,
"Ocupación no especificada (076)",346,116,82,103,2,43,,
"Desocupado (077)",420,,,,,,,420
,,,,,,,,
"RURAL (078)",2332,142,1471,318,118,68,27,188
"Profes., científicos e intelectuales (080)",26,21,,5,,,,
"Técnicos de nivel medio y trab. asimilados (081)",18,11,,4,3,,,
"Jefes y empleados de oficina (082)",17,17,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",99,38,,54,2,5,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",272,1,,161,110,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",38,,21,15,1,1,,
"Obreros construc.,conf.,papel, fab., instr. (086)",119,28,33,54,2,2,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",1529,19,1403,22,,58,27,
"Ocupación no especificada (089)",26,7,14,3,,2,,
"Desocupado (090)",188,,,,,,,188
"Hombres (091)",1967,98,1305,261,113,49,1,140
"Profes., científicos e intelectuales (093)",11,10,,1,,,,
"Técnicos de nivel medio y trab. asimilados (094)",14,8,,3,3,,,
"Jefes y empleados de oficina (095)",7,7,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",50,26,,23,,1,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",263,1,,155,107,,,
