"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia PICOTA (000)",14112,39,509,197,277,1239,5296,525,702,4940,19,369
"Agric., ganadería, caza y silvicultura (001)",9021,,1,5,4,1,5295,,12,3703,,
"Pesca (002)",4,,1,,,,1,,,2,,
"Explotación de minas y canteras (003)",2,,,,,,,2,,,,
"Industrias manufactureras (004)",403,,3,15,4,,,354,20,7,,
"Suministro de electricidad, gas y agua (005)",25,,2,1,6,,,2,4,10,,
"Construcción (006)",395,,10,19,12,,,28,197,129,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1256,,3,20,3,895,,131,8,196,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",136,,1,3,,22,,102,6,2,,
"Comercio al por mayor (009)",58,,1,7,,47,,1,,2,,
"Comercio al por menor (010)",1062,,1,10,3,826,,28,2,192,,
"Hoteles y restaurantes (011)",447,,,12,8,266,,,,161,,
"Trans., almac. y comunicaciones (012)",530,,,3,17,1,,,445,64,,
"Intermediación financiera (013)",2,,,1,1,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",133,,14,22,34,39,,4,5,15,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",248,31,8,7,125,5,,,7,46,19,
"Enseñanza (016)",472,8,427,6,21,,,,,10,,
"Servicios sociales y de salud (017)",118,,29,57,16,11,,2,,3,,
"Otras activ. serv.comun.soc y personales (018)",119,,9,22,2,21,,2,4,59,,
"Hogares privados con servicio doméstico (019)",534,,,,,,,,,534,,
"Actividad economica no especificada (021)",403,,2,7,24,,,,,1,,369
"Hombres (022)",10748,30,304,135,156,559,4970,445,695,3259,18,177
"Agric., ganadería, caza y silvicultura (023)",7832,,1,4,4,,4969,,12,2842,,
"Pesca (024)",4,,1,,,,1,,,2,,
"Explotación de minas y canteras (025)",1,,,,,,,1,,,,
"Industrias manufactureras (026)",321,,3,12,3,,,276,20,7,,
"Suministro de electricidad, gas y agua (027)",24,,1,1,6,,,2,4,10,,
"Construcción (028)",387,,10,19,11,,,28,193,126,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",719,,1,15,1,463,,130,8,101,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",126,,1,3,,12,,102,6,2,,
"Comercio al por mayor (031)",37,,,4,,30,,1,,2,,
"Comercio al por menor (032)",556,,,8,1,421,,27,2,97,,
"Hoteles y restaurantes (033)",61,,,6,3,37,,,,15,,
"Trans., almac. y comunicaciones (034)",514,,,2,10,1,,,442,59,,
"Activid.inmobil., empres. y alquileres (036)",102,,12,19,13,39,,4,5,10,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",183,25,7,5,79,5,,,7,37,18,
"Enseñanza (038)",269,5,242,3,10,,,,,9,,
"Servicios sociales y de salud (039)",63,,16,27,11,5,,2,,2,,
"Otras activ. serv.comun.soc y personales (040)",61,,8,18,1,9,,2,4,19,,
