"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia EL COLLAO (000)",21954,123,419,1240,2737,4216,6190,7029
"De 12 a 14 años (001)",26,,,,,,1,25
"De 15 a 19 años (002)",437,,,,,,226,211
"De 20 a 24 años (003)",2030,,,,,4,1077,949
"De 25 a 29 años (004)",2708,,,,,109,1574,1025
"De 30 a 34 años (005)",2441,,,,,415,1290,736
"De 35 a 39 años (006)",2451,,,,25,814,1014,598
"De 40 a 44 años (007)",2096,,,,126,854,589,527
"De 45 a 49 años (008)",1926,,,3,341,835,338,409
"De 50 y más años (009)",7839,123,419,1237,2245,1185,81,2549
"Conviviente (010)",4622,3,5,48,149,576,2385,1456
"De 12 a 14 años (011)",18,,,,,,,18
"De 15 a 19 años (012)",304,,,,,,166,138
"De 20 a 24 años (013)",946,,,,,1,592,353
"De 25 a 29 años (014)",1034,,,,,32,677,325
"De 30 a 34 años (015)",791,,,,,106,492,193
"De 35 a 39 años (016)",608,,,,1,156,293,158
"De 40 a 44 años (017)",312,,,,11,104,113,84
"De 45 a 49 años (018)",220,,,1,33,84,40,62
"De 50 y más años (019)",389,3,5,47,104,93,12,125
"Separado(a) (020)",661,2,6,24,65,156,180,228
"De 12 a 14 años (021)",1,,,,,,,1
"De 15 a 19 años (022)",13,,,,,,5,8
"De 20 a 24 años (023)",54,,,,,1,39,14
"De 25 a 29 años (024)",88,,,,,6,54,28
"De 30 a 34 años (025)",95,,,,,25,31,39
"De 35 a 39 años (026)",101,,,,3,43,28,27
"De 40 a 44 años (027)",85,,,,9,29,15,32
"De 45 a 49 años (028)",69,,,,8,30,7,24
"De 50 y más años (029)",155,2,6,24,45,22,1,55
"Casado(a) (030)",12763,32,185,748,2015,3145,3369,3269
"De 12 a 14 años (031)",2,,,,,,,2
"De 15 a 19 años (032)",76,,,,,,32,44
"De 20 a 24 años (033)",608,,,,,2,389,217
"De 25 a 29 años (034)",1231,,,,,64,801,366
"De 30 a 34 años (035)",1324,,,,,253,723,348
"De 35 a 39 años (036)",1570,,,,18,581,663,308
"De 40 a 44 años (037)",1500,,,,87,666,429,318
"De 45 a 49 años (038)",1435,,,1,258,648,271,257
"De 50 y más años (039)",5017,32,185,747,1652,931,61,1409
"Viudo(a) (040)",2444,83,216,394,456,246,96,953
"De 15 a 19 años (042)",4,,,,,,1,3
"De 20 a 24 años (043)",12,,,,,,5,7
"De 25 a 29 años (044)",16,,,,,,10,6
"De 30 a 34 años (045)",37,,,,,11,14,12
"De 35 a 39 años (046)",54,,,,1,18,19,16
"De 40 a 44 años (047)",97,,,,8,31,23,35
"De 45 a 49 años (048)",150,,,1,33,60,17,39
