"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia RIOJA (000)",35977,4898,5830,18690,1433,3830,1296
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",43,41,,,2,,
"Profes., científicos e intelectuales (002)",1942,1727,,199,9,7,
"Técnicos de nivel medio y trab. asimilados (003)",721,443,,222,44,12,
"Jefes y empleados de oficina (004)",669,655,,6,1,7,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",4286,930,19,2697,121,519,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",12823,2,,11739,1080,2,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",1837,,538,1178,72,49,
"Obreros construc.,conf., papel, fab., instr. (008)",2405,209,669,1427,72,28,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",10080,567,4355,800,9,3053,1296
"Otra (010)",40,40,,,,,
"Ocupación no especificada (011)",1131,284,249,422,23,153,
"Hombres (012)",27030,2626,5082,15402,1284,2588,48
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",34,32,,,2,,
"Profes., científicos e intelectuales (014)",1030,891,,129,6,4,
"Técnicos de nivel medio y trab. asimilados (015)",460,267,,156,31,6,
"Jefes y empleados de oficina (016)",336,328,,3,1,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",1772,448,6,1152,71,95,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",12163,2,,11128,1031,2,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",1550,,502,955,61,32,
"Obreros construc.,conf., papel, fab., instr. (020)",2359,207,659,1399,70,24,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",6743,270,3756,298,1,2370,48
"Otra (022)",40,40,,,,,
"Ocupación no especificada (023)",543,141,159,182,10,51,
"Mujeres (024)",8947,2272,748,3288,149,1242,1248
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",9,9,,,,,
"Profes., científicos e intelectuales (026)",912,836,,70,3,3,
"Técnicos de nivel medio y trab. asimilados (027)",261,176,,66,13,6,
"Jefes y empleados de oficina (028)",333,327,,3,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",2514,482,13,1545,50,424,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",660,,,611,49,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",287,,36,223,11,17,
"Obreros construc.,conf., papel, fab., instr. (032)",46,2,10,28,2,4,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",3337,297,599,502,8,683,1248
"Ocupación no especificada (035)",588,143,90,240,13,102,
,,,,,,,
"URBANA (036)",27056,4755,4590,13448,956,2362,945
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",40,38,,,2,,
"Profes., científicos e intelectuales (038)",1880,1669,,195,9,7,
"Técnicos de nivel medio y trab. asimilados (039)",695,430,,210,44,11,
"Jefes y empleados de oficina (040)",644,630,,6,1,7,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",4073,915,19,2524,120,495,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",7562,2,,6946,612,2,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",1747,,501,1129,71,46,
"Obreros construc.,conf., papel, fab., instr. (044)",2286,205,649,1335,70,27,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",7142,549,3193,782,9,1664,945
"Otra (046)",40,40,,,,,
"Ocupación no especificada (047)",947,277,228,321,18,103,
"Hombres (048)",19268,2526,3999,10481,822,1399,41
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",31,29,,,2,,
"Profes., científicos e intelectuales (050)",984,847,,127,6,4,
"Técnicos de nivel medio y trab. asimilados (051)",441,258,,147,31,5,
"Jefes y empleados de oficina (052)",317,309,,3,1,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1698,441,6,1088,70,93,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",7052,2,,6473,575,2,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",1475,,468,916,60,31,
"Obreros construc.,conf., papel, fab., instr. (056)",2243,203,640,1309,68,23,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",4529,260,2741,287,1,1199,41
"Otra (058)",40,40,,,,,
"Ocupación no especificada (059)",458,137,144,131,8,38,
"Mujeres (060)",7788,2229,591,2967,134,963,904
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",9,9,,,,,
"Profes., científicos e intelectuales (062)",896,822,,68,3,3,
"Técnicos de nivel medio y trab. asimilados (063)",254,172,,63,13,6,
"Jefes y empleados de oficina (064)",327,321,,3,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",2375,474,13,1436,50,402,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",510,,,473,37,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",272,,33,213,11,15,
"Obreros construc.,conf., papel, fab., instr. (068)",43,2,9,26,2,4,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",2613,289,452,495,8,465,904
"Ocupación no especificada (071)",489,140,84,190,10,65,
,,,,,,,
"RURAL (072)",8921,143,1240,5242,477,1468,351
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",3,3,,,,,
"Profes., científicos e intelectuales (074)",62,58,,4,,,
"Técnicos de nivel medio y trab. asimilados (075)",26,13,,12,,1,
"Jefes y empleados de oficina (076)",25,25,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",213,15,,173,1,24,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",5261,,,4793,468,,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",90,,37,49,1,3,
"Obreros construc.,conf., papel, fab., instr. (080)",119,4,20,92,2,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",2938,18,1162,18,,1389,351
"Ocupación no especificada (083)",184,7,21,101,5,50,
"Hombres (084)",7762,100,1083,4921,462,1189,7
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",3,3,,,,,
"Profes., científicos e intelectuales (086)",46,44,,2,,,
"Técnicos de nivel medio y trab. asimilados (087)",19,9,,9,,1,
"Jefes y empleados de oficina (088)",19,19,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",74,7,,64,1,2,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",5111,,,4655,456,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",75,,34,39,1,1,
"Obreros construc.,conf., papel, fab., instr. (092)",116,4,19,90,2,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",2214,10,1015,11,,1171,7
"Ocupación no especificada (095)",85,4,15,51,2,13,
"Mujeres (096)",1159,43,157,321,15,279,344
"Profes., científicos e intelectuales (098)",16,14,,2,,,
"Técnicos de nivel medio y trab. asimilados (099)",7,4,,3,,,
"Jefes y empleados de oficina (100)",6,6,,,,,
