"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia SECHURA (000)",62319,31233,31086,58497,29225,29272,3822,2008,1814
"Menores de 1 año (001)",1668,808,860,1560,747,813,108,61,47
"Menores de 1 mes (002)",148,69,79,139,64,75,9,5,4
"De 1 a 11 meses (003)",1520,739,781,1421,683,738,99,56,43
"De 1 a 4 años (004)",7136,3582,3554,6743,3386,3357,393,196,197
"1 año (005)",1797,906,891,1698,854,844,99,52,47
"2 años (006)",1931,998,933,1825,949,876,106,49,57
"3 años (007)",1778,846,932,1688,805,883,90,41,49
"4 años (008)",1630,832,798,1532,778,754,98,54,44
"De 5 a 9 años (009)",6797,3398,3399,6374,3199,3175,423,199,224
"5 años (010)",1473,772,701,1386,734,652,87,38,49
"6 años (011)",1317,660,657,1239,630,609,78,30,48
"7 años (012)",1421,715,706,1334,665,669,87,50,37
"8 años (013)",1356,651,705,1263,609,654,93,42,51
"9 años (014)",1230,600,630,1152,561,591,78,39,39
"De 10 a 14 años (015)",6866,3508,3358,6440,3284,3156,426,224,202
"10 años (016)",1300,661,639,1222,619,603,78,42,36
"11 años (017)",1298,667,631,1217,626,591,81,41,40
"12 años (018)",1430,720,710,1341,671,670,89,49,40
"13 años (019)",1377,699,678,1293,656,637,84,43,41
"14 años (020)",1461,761,700,1367,712,655,94,49,45
"De 15 a 19 años (021)",6517,3258,3259,6079,3020,3059,438,238,200
"15 años (022)",1388,702,686,1297,653,644,91,49,42
"16 años (023)",1240,627,613,1147,577,570,93,50,43
"17 años (024)",1294,645,649,1202,602,600,92,43,49
"18 años (025)",1276,623,653,1190,576,614,86,47,39
"19 años (026)",1319,661,658,1243,612,631,76,49,27
"De 20 a 24 años (027)",6274,3006,3268,5887,2800,3087,387,206,181
"20 años (028)",1340,648,692,1256,600,656,84,48,36
"21 años (029)",1178,554,624,1097,509,588,81,45,36
"22 años (030)",1386,661,725,1298,609,689,88,52,36
"23 años (031)",1240,591,649,1162,556,606,78,35,43
"24 años (032)",1130,552,578,1074,526,548,56,26,30
"De 25 a 29 años (033)",5283,2614,2669,4943,2440,2503,340,174,166
"25 años (034)",1063,505,558,993,474,519,70,31,39
"26 años (035)",1030,501,529,966,474,492,64,27,37
"27 años (036)",1242,634,608,1160,588,572,82,46,36
"28 años (037)",984,486,498,921,451,470,63,35,28
"29 años (038)",964,488,476,903,453,450,61,35,26
"De 30 a 34 años (039)",4335,2186,2149,4104,2050,2054,231,136,95
"30 años (040)",1027,520,507,978,488,490,49,32,17
"31 años (041)",805,400,405,752,374,378,53,26,27
"32 años (042)",870,428,442,841,410,431,29,18,11
"33 años (043)",865,448,417,807,414,393,58,34,24
"34 años (044)",768,390,378,726,364,362,42,26,16
