"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia CASMA (000)",42368,41776,478,114
"Hombres (001)",21724,21452,202,70
"Mujeres (002)",20644,20324,276,44
"Menores de 1 año (003)",810,655,117,38
"Hombres (004)",433,347,60,26
"Mujeres (005)",377,308,57,12
"De 1 a 5 años (006)",4053,3810,177,66
"Hombres (007)",2122,1988,91,43
"Mujeres (008)",1931,1822,86,23
"De 6 a 14 años (009)",7840,7834,3,3
"Hombres (010)",4049,4046,3,
"Mujeres (011)",3791,3788,,3
"De 15 a 29 años (012)",11361,11347,13,1
"Hombres (013)",5846,5842,4,
"Mujeres (014)",5515,5505,9,1
"De 30 a 44 años (015)",8760,8745,15,
"Hombres (016)",4373,4369,4,
"Mujeres (017)",4387,4376,11,
"De 45 a 64 años (018)",6556,6517,36,3
"Hombres (019)",3322,3309,13,
"Mujeres (020)",3234,3208,23,3
"De 65 a más años (021)",2988,2868,117,3
"Hombres (022)",1579,1551,27,1
"Mujeres (023)",1409,1317,90,2
,,,,
"URBANA (024)",29458,29077,299,82
"Hombres (025)",14883,14707,125,51
"Mujeres (026)",14575,14370,174,31
"Menores de 1 año (027)",558,450,83,25
"Hombres (028)",284,226,42,16
"Mujeres (029)",274,224,41,9
"De 1 a 5 años (030)",2759,2578,132,49
"Hombres (031)",1459,1359,66,34
"Mujeres (032)",1300,1219,66,15
"De 6 a 14 años (033)",5259,5256,1,2
"Hombres (034)",2706,2705,1,
"Mujeres (035)",2553,2551,,2
"De 15 a 29 años (036)",7940,7932,7,1
"Hombres (037)",3981,3979,2,
"Mujeres (038)",3959,3953,5,1
"De 30 a 44 años (039)",6317,6310,7,
"Hombres (040)",3095,3094,1,
"Mujeres (041)",3222,3216,6,
"De 45 a 64 años (042)",4627,4609,16,2
"Hombres (043)",2317,2313,4,
"Mujeres (044)",2310,2296,12,2
"De 65 a más años (045)",1998,1942,53,3
"Hombres (046)",1041,1031,9,1
"Mujeres (047)",957,911,44,2
,,,,
"RURAL (048)",12910,12699,179,32
"Hombres (049)",6841,6745,77,19
"Mujeres (050)",6069,5954,102,13
"Menores de 1 año (051)",252,205,34,13
"Hombres (052)",149,121,18,10
"Mujeres (053)",103,84,16,3
"De 1 a 5 años (054)",1294,1232,45,17
"Hombres (055)",663,629,25,9
"Mujeres (056)",631,603,20,8
"De 6 a 14 años (057)",2581,2578,2,1
"Hombres (058)",1343,1341,2,
"Mujeres (059)",1238,1237,,1
"De 15 a 29 años (060)",3421,3415,6,
"Hombres (061)",1865,1863,2,
"Mujeres (062)",1556,1552,4,
"De 30 a 44 años (063)",2443,2435,8,
"Hombres (064)",1278,1275,3,
"Mujeres (065)",1165,1160,5,
"De 45 a 64 años (066)",1929,1908,20,1
"Hombres (067)",1005,996,9,
"Mujeres (068)",924,912,11,1
"De 65 a más años (069)",990,926,64,
"Hombres (070)",538,520,18,
"Mujeres (071)",452,406,46,
