"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia EL DORADO (000)",8084,7772,22,1475,1622,1185,1654,1009,578,227,312,29362
"De 12 a 14 años (001)",31,11,1,9,1,,,,,,20,11
"De 15 a 19 años (002)",611,514,4,420,83,5,2,,,,97,609
"De 20 a 24 años (003)",1197,1121,4,525,430,135,23,4,,,76,1915
"De 25 a 29 años (004)",1136,1095,,251,409,281,144,9,1,,41,2582
"De 30 a 34 años (005)",980,967,,95,291,238,286,52,5,,13,2985
"De 35 a 39 años (006)",953,940,4,66,174,188,336,141,26,5,13,3627
"De 40 a 44 años (007)",752,746,2,34,90,118,268,151,70,13,6,3453
"De 45 a 49 años (008)",632,628,1,18,48,77,206,164,84,30,4,3361
"De 50 y más años (009)",1792,1750,6,57,96,143,389,488,392,179,42,10819
"Conviviente (010)",3579,3419,13,945,907,535,582,259,130,48,160,10208
"De 12 a 14 años (011)",28,10,1,8,1,,,,,,18,10
"De 15 a 19 años (012)",490,402,4,322,72,4,,,,,88,478
"De 20 a 24 años (013)",819,783,3,359,302,103,12,4,,,36,1350
"De 25 a 29 años (014)",632,623,,156,228,162,71,5,1,,9,1437
"De 30 a 34 años (015)",476,474,,45,144,115,138,29,3,,2,1472
"De 35 a 39 años (016)",376,376,2,33,81,68,127,51,11,3,,1406
"De 40 a 44 años (017)",253,252,1,5,37,36,87,56,22,8,1,1214
"De 45 a 49 años (018)",173,173,,6,20,21,61,30,26,9,,906
"De 50 y más años (019)",332,326,2,11,22,26,86,84,67,28,6,1935
"Separado(a) (020)",212,205,,58,50,24,40,24,8,1,7,637
"De 15 a 19 años (022)",22,20,,19,1,,,,,,2,21
"De 20 a 24 años (023)",37,36,,22,12,2,,,,,1,52
"De 25 a 29 años (024)",20,19,,4,10,4,1,,,,1,40
