"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CORONGO (000)",3057,9657,8890,,110,92.1,1.1
"De 12 a 14 años (001)",311,1,1,,,100,
"De 15 a 19 años (002)",392,52,49,12,94.2,23.1,
"De 20 a 24 años (003)",258,232,231,30,99.6,12.9,
"De 25 a 29 años (004)",252,459,448,29,97.6,6.3,
"De 30 a 34 años (005)",250,675,659,20,97.6,3,
"De 35 a 39 años (006)",268,895,871,13,97.3,1.5,
"De 40 a 44 años (007)",228,1017,970,6,95.4,0.6,
"De 45 a 49 años (008)",197,983,934,,95,,
"De 50 y más años (009)",901,5343,4727,,88.5,,
"Sin nivel (010)",621,3664,3242,13,88.5,0.4,
"De 12 a 14 años (011)",3,,,,,,
"De 15 a 19 años (012)",5,4,3,,75,,
"De 20 a 24 años (013)",22,23,23,3,100,13,
"De 25 a 29 años (014)",12,26,26,3,100,11.5,
"De 30 a 34 años (015)",23,78,75,4,96.2,5.1,
"De 35 a 39 años (016)",36,156,152,3,97.4,1.9,
"De 40 a 44 años (017)",43,240,231,,96.3,,
"De 45 a 49 años (018)",36,239,226,,94.6,,
"De 50 y más años (019)",441,2898,2506,,86.5,,
"Educacion Inicial (020)",5,3,3,,100,,
"De 12 a 14 años (021)",2,,,,,,
"De 15 a 19 años (022)",1,,,,,,
"De 20 a 24 años (023)",1,1,1,,100,,
"De 30 a 34 años (025)",1,2,2,,100,,
"Primaria (030)",1316,4505,4204,53,93.3,1.2,
"De 12 a 14 años (031)",184,1,1,,100,,
"De 15 a 19 años (032)",94,19,19,3,100,15.8,
"De 20 a 24 años (033)",91,86,86,12,100,14,
"De 25 a 29 años (034)",109,247,240,15,97.2,6.1,
"De 30 a 34 años (035)",112,385,375,11,97.4,2.9,
"De 35 a 39 años (036)",148,545,528,7,96.9,1.3,
"De 40 a 44 años (037)",114,569,534,5,93.8,0.9,
"De 45 a 49 años (038)",111,606,575,,94.9,,
"De 50 y más años (039)",353,2047,1846,,90.2,,
"Secundaria (040)",800,903,883,36,97.8,4,
"De 12 a 14 años (041)",122,,,,,,
"De 15 a 19 años (042)",278,29,27,9,93.1,31,
"De 20 a 24 años (043)",116,111,111,15,100,13.5,
"De 25 a 29 años (044)",84,147,145,7,98.6,4.8,
