"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia PADRE ABAD (000)",15702,39431,36473,,1121,92.5,2.8
"De 12 a 14 años (001)",1770,23,22,,8,95.7,34.8
"De 15 a 19 años (002)",2511,822,809,186,98.4,22.6,
"De 20 a 24 años (003)",2163,2464,2425,276,98.4,11.2,
"De 25 a 29 años (004)",1935,3877,3746,247,96.6,6.4,
"De 30 a 34 años (005)",1669,4832,4626,194,95.7,4,
"De 35 a 39 años (006)",1652,6055,5797,155,95.7,2.6,
"De 40 a 44 años (007)",1339,5753,5421,48,94.2,0.8,
"De 45 a 49 años (008)",869,4535,4173,7,92,0.2,
"De 50 y más años (009)",1794,11070,9454,,85.4,,
"Sin nivel (010)",1523,7734,6707,79,86.7,1,
"De 12 a 14 años (011)",20,,,,,,
"De 15 a 19 años (012)",42,30,28,2,93.3,6.7,
"De 20 a 24 años (013)",70,120,110,7,91.7,5.8,
"De 25 a 29 años (014)",128,350,330,21,94.3,6,
"De 30 a 34 años (015)",141,537,501,18,93.3,3.4,
"De 35 a 39 años (016)",188,880,829,22,94.2,2.5,
"De 40 a 44 años (017)",175,875,791,8,90.4,0.9,
"De 45 a 49 años (018)",143,862,771,1,89.4,0.1,
"De 50 y más años (019)",616,4080,3347,,82,,
"Educacion Inicial (020)",30,87,78,4,89.7,4.6,
"De 12 a 14 años (021)",4,,,,,,
"De 15 a 19 años (022)",6,4,4,,100,,
"De 20 a 24 años (023)",2,3,3,1,100,33.3,
"De 25 a 29 años (024)",7,24,20,,83.3,,
"De 30 a 34 años (025)",7,39,34,2,87.2,5.1,
"De 35 a 39 años (026)",4,17,17,1,100,5.9,
"Primaria (030)",6735,21855,20203,540,92.4,2.5,
"De 12 a 14 años (031)",845,13,13,6,100,46.2,
"De 15 a 19 años (032)",593,337,332,69,98.5,20.5,
"De 20 a 24 años (033)",667,1076,1059,119,98.4,11.1,
"De 25 a 29 años (034)",770,1984,1908,125,96.2,6.3,
"De 30 a 34 años (035)",849,2732,2614,100,95.7,3.7,
"De 35 a 39 años (036)",847,3461,3301,88,95.4,2.5,
"De 40 a 44 años (037)",707,3365,3147,27,93.5,0.8,
"De 45 a 49 años (038)",500,2787,2536,6,91,0.2,
"De 50 y más años (039)",957,6100,5293,,86.8,,
