"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otra (034)",1,,1,,,
"Ocupación no especificada (035)",277,5,124,77,54,17
,,,,,,
"URBANA (036)",11429,317,3923,3949,2645,595
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (037)",18,,2,6,10,
"Profes., científicos e intelectuales (038)",1100,,256,573,263,8
"Técnicos de nivel medio y trab. asimilados (039)",297,,106,117,60,14
"Jefes y empleados de oficina (040)",343,,133,140,68,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1292,44,413,491,288,56
"Agricult. trabaj. calif.agrop. y pesqueros (042)",3245,,841,1058,995,351
"Obreros y oper.minas, cant.,ind.manuf. y otros (043)",596,10,202,212,152,20
"Obreros construc., conf., papel, fab., instr. (044)",589,1,290,202,89,7
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (045)",3446,255,1452,985,632,122
"Otra (046)",70,,31,35,4,
"Ocupación no especificada (047)",433,7,197,130,84,15
"Hombres (048)",7780,196,2639,2649,1839,457
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (049)",16,,1,6,9,
"Profes., científicos e intelectuales (050)",589,,112,312,160,5
"Técnicos de nivel medio y trab. asimilados (051)",209,,67,83,48,11
"Jefes y empleados de oficina (052)",212,,61,94,55,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",616,17,199,231,137,32
"Agricult. trabaj. calif.agrop. y pesqueros (054)",2812,,665,949,882,316
"Obreros y oper.minas, cant.,ind.manuf. y otros (055)",505,10,171,178,128,18
"Obreros construc., conf., papel, fab., instr. (056)",563,,281,193,83,6
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (057)",1935,166,935,492,283,59
"Otra (058)",69,,30,35,4,
"Ocupación no especificada (059)",254,3,117,76,50,8
"Mujeres (060)",3649,121,1284,1300,806,138
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (061)",2,,1,,1,
"Profes., científicos e intelectuales (062)",511,,144,261,103,3
"Técnicos de nivel medio y trab. asimilados (063)",88,,39,34,12,3
"Jefes y empleados de oficina (064)",131,,72,46,13,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",676,27,214,260,151,24
"Agricult. trabaj. calif.agrop. y pesqueros (066)",433,,176,109,113,35
"Obreros y oper.minas, cant.,ind.manuf. y otros (067)",91,,31,34,24,2
"Obreros construc., conf., papel, fab., instr. (068)",26,1,9,9,6,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (069)",1511,89,517,493,349,63
"Otra (070)",1,,1,,,
"Ocupación no especificada (071)",179,4,80,54,34,7
,,,,,,
"RURAL (072)",8924,384,3339,2864,1883,454
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (073)",11,,1,5,5,
"Profes., científicos e intelectuales (074)",445,,159,235,50,1
"Técnicos de nivel medio y trab. asimilados (075)",52,,20,17,13,2
"Jefes y empleados de oficina (076)",13,,6,3,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",261,5,93,98,56,9
"Agricult. trabaj. calif.agrop. y pesqueros (078)",4020,1,1130,1417,1143,329
"Obreros y oper.minas, cant.,ind.manuf. y otros (079)",290,4,140,104,36,6
"Obreros construc., conf., papel, fab., instr. (080)",208,,101,64,34,9
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (081)",3441,372,1611,872,501,85
"Ocupación no especificada (083)",183,2,78,49,41,13
"Hombres (084)",6573,275,2405,2107,1424,362
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (085)",9,,1,3,5,
"Profes., científicos e intelectuales (086)",246,,78,139,28,1
"Técnicos de nivel medio y trab. asimilados (087)",43,,16,12,13,2
"Jefes y empleados de oficina (088)",10,,4,2,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",154,1,46,58,43,6
"Agricult. trabaj. calif.agrop. y pesqueros (090)",3678,1,1004,1307,1065,301
"Obreros y oper.minas, cant.,ind.manuf. y otros (091)",175,3,79,70,20,3
"Obreros construc., conf., papel, fab., instr. (092)",69,,35,20,13,1
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (093)",2104,269,1108,470,212,45
"Ocupación no especificada (095)",85,1,34,26,21,3
"Mujeres (096)",2351,109,934,757,459,92
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (097)",2,,,2,,
"Profes., científicos e intelectuales (098)",199,,81,96,22,
"Técnicos de nivel medio y trab. asimilados (099)",9,,4,5,,
"Jefes y empleados de oficina (100)",3,,2,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",107,4,47,40,13,3
"Agricult. trabaj. calif.agrop. y pesqueros (102)",342,,126,110,78,28
"Obreros y oper.minas, cant.,ind.manuf. y otros (103)",115,1,61,34,16,3
"Obreros construc., conf., papel, fab., instr. (104)",139,,66,44,21,8
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (105)",1337,103,503,402,289,40
"Ocupación no especificada (107)",98,1,44,23,20,10
