"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2363,89,1729,66,,473,6
"Otra (094)",35,35,,,,,
"Ocupación no especificada (095)",51,12,21,8,5,5,
"Mujeres (096)",2835,277,711,953,115,730,49
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,3,,,,,
"Profes., científicos e intelectuales (098)",107,92,,15,,,
"Técnicos de nivel medio y trab. asimilados (099)",38,25,,11,2,,
"Jefes y empleados de oficina (100)",66,64,,1,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",320,53,2,230,7,28,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",665,,1,560,104,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",38,,22,15,,1,
"Obreros construc.,conf.,papel, fab., instr. (104)",14,,7,5,1,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",1542,35,671,97,,690,49
"Otra (106)",1,1,,,,,
"Ocupación no especificada (107)",41,4,8,19,1,9,
