"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia TACNA (000)",113629,37111,15251,49756,2988,5112,3411
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",293,221,,,72,,
"Profes., científicos e intelectuales (002)",13276,11070,,1998,183,25,
"Técnicos de nivel medio y trab. asimilados (003)",6721,4335,,1899,450,31,6
"Jefes y empleados de oficina (004)",6336,6250,,52,,34,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",25236,7064,91,15826,706,1543,6
"Agricult.trabaj.calif.agrop.y pesqueros (006)",5972,22,31,5179,740,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",9958,,2736,6594,434,194,
"Obreros construc.,conf.,papel, fab., instr. (008)",13507,1871,3938,7438,206,54,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",28125,3908,8103,9556,121,3038,3399
"Otra (010)",1473,1473,,,,,
"Ocupación no especificada (011)",2732,897,352,1214,76,193,
"Hombres (012)",64978,19554,12724,28795,2022,1756,127
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",198,150,,,48,,
"Profes., científicos e intelectuales (014)",6203,4885,,1179,129,10,
"Técnicos de nivel medio y trab. asimilados (015)",4163,2464,,1390,296,13,
"Jefes y empleados de oficina (016)",2928,2895,,21,,12,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",9739,3527,48,5603,326,235,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",4399,17,26,3777,579,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",8370,,2242,5616,381,131,
"Obreros construc.,conf.,papel, fab., instr. (020)",13081,1842,3831,7177,188,43,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",13111,1982,6284,3428,36,1254,127
"Otra (022)",1358,1358,,,,,
"Ocupación no especificada (023)",1428,434,293,604,39,58,
"Mujeres (024)",48651,17557,2527,20961,966,3356,3284
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",95,71,,,24,,
"Profes., científicos e intelectuales (026)",7073,6185,,819,54,15,
"Técnicos de nivel medio y trab. asimilados (027)",2558,1871,,509,154,18,6
"Jefes y empleados de oficina (028)",3408,3355,,31,,22,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",15497,3537,43,10223,380,1308,6
"Agricult.trabaj.calif.agrop.y pesqueros (030)",1573,5,5,1402,161,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",1588,,494,978,53,63,
"Obreros construc.,conf.,papel, fab., instr. (032)",426,29,107,261,18,11,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",15014,1926,1819,6128,85,1784,3272
"Otra (034)",115,115,,,,,
"Ocupación no especificada (035)",1304,463,59,610,37,135,
,,,,,,,
"URBANA (036)",105217,36384,12533,46571,2479,3894,3356
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",282,210,,,72,,
"Profes., científicos e intelectuales (038)",13080,10904,,1969,182,25,
"Técnicos de nivel medio y trab. asimilados (039)",6596,4252,,1865,442,31,6
"Jefes y empleados de oficina (040)",6213,6130,,51,,32,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",24702,6948,85,15461,693,1509,6
"Agricult.trabaj.calif.agrop.y pesqueros (042)",3189,16,19,2881,273,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",9747,,2639,6492,425,191,
"Obreros construc.,conf.,papel, fab., instr. (044)",13111,1822,3764,7272,201,52,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",24220,3784,5703,9393,121,1875,3344
"Otra (046)",1437,1437,,,,,
"Ocupación no especificada (047)",2640,881,323,1187,70,179,
"Hombres (048)",59401,19104,10717,26563,1628,1268,121
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",190,142,,,48,,
"Profes., científicos e intelectuales (050)",6114,4811,,1165,128,10,
"Técnicos de nivel medio y trab. asimilados (051)",4076,2406,,1367,290,13,
"Jefes y empleados de oficina (052)",2871,2839,,21,,11,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",9525,3464,44,5468,320,229,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",2281,11,15,2039,216,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",8197,,2167,5529,372,129,
"Obreros construc.,conf.,papel, fab., instr. (056)",12699,1793,3664,7016,184,42,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",10748,1893,4555,3362,36,781,121
"Otra (058)",1323,1323,,,,,
"Ocupación no especificada (059)",1377,422,272,596,34,53,
"Mujeres (060)",45816,17280,1816,20008,851,2626,3235
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",92,68,,,24,,
"Profes., científicos e intelectuales (062)",6966,6093,,804,54,15,
"Técnicos de nivel medio y trab. asimilados (063)",2520,1846,,498,152,18,6
"Jefes y empleados de oficina (064)",3342,3291,,30,,21,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",15177,3484,41,9993,373,1280,6
"Agricult.trabaj.calif.agrop.y pesqueros (066)",908,5,4,842,57,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",1550,,472,963,53,62,
"Obreros construc.,conf.,papel, fab., instr. (068)",412,29,100,256,17,10,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",13472,1891,1148,6031,85,1094,3223
"Otra (070)",114,114,,,,,
"Ocupación no especificada (071)",1263,459,51,591,36,126,
,,,,,,,
"RURAL (072)",8412,727,2718,3185,509,1218,55
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",11,11,,,,,
"Profes., científicos e intelectuales (074)",196,166,,29,1,,
"Técnicos de nivel medio y trab. asimilados (075)",125,83,,34,8,,
"Jefes y empleados de oficina (076)",123,120,,1,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",534,116,6,365,13,34,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",2783,6,12,2298,467,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",211,,97,102,9,3,
"Obreros construc.,conf.,papel, fab., instr. (080)",396,49,174,166,5,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",3905,124,2400,163,,1163,55
"Otra (082)",36,36,,,,,
"Ocupación no especificada (083)",92,16,29,27,6,14,
"Hombres (084)",5577,450,2007,2232,394,488,6
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",8,8,,,,,
"Profes., científicos e intelectuales (086)",89,74,,14,1,,
"Técnicos de nivel medio y trab. asimilados (087)",87,58,,23,6,,
"Jefes y empleados de oficina (088)",57,56,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",214,63,4,135,6,6,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",2118,6,11,1738,363,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",173,,75,87,9,2,
"Obreros construc.,conf.,papel, fab., instr. (092)",382,49,167,161,4,1,
