"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Técnicos de nivel medio ytrab.asimilados (039)",119,,,2,18,26,50,9,14
"Jefes y empleados de oficina (040)",185,,,4,69,19,37,26,30
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",405,28,,135,145,29,25,21,22
"Agricult.trabaj. calif.agrop. y pesquros (042)",916,91,,458,254,28,25,29,31
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",387,15,,132,152,25,28,20,15
"Obreros. construc., conf., papel, fab., instr (044)",309,12,,94,134,22,17,21,9
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",1309,117,2,523,461,63,56,39,48
"Otra (046)",15,,,,4,,7,3,1
"Ocupación no especificada (047)",149,36,,52,34,6,15,2,4
"Hombres (048)",3247,158,2,1111,1022,197,243,176,338
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",32,,,6,3,1,3,3,16
"Profes., científicos e intelectuales (050)",281,,,,2,14,50,32,183
"Técnicos de nivel medio ytrab.asimilados (051)",84,,,2,14,21,31,6,10
"Jefes y empleados de oficina (052)",117,,,3,40,15,21,15,23
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",144,5,,40,55,17,6,11,10
"Agricult.trabaj. calif.agrop. y pesquros (054)",856,72,,435,240,26,24,28,31
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",350,8,,119,140,25,27,19,12
"Obreros. construc., conf., papel, fab., instr (056)",304,10,,93,133,22,17,21,8
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",1022,61,2,394,385,55,49,36,40
"Otra (058)",15,,,,4,,7,3,1
"Ocupación no especificada (059)",42,2,,19,6,1,8,2,4
"Mujeres (060)",1111,142,,295,258,48,125,48,195
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",8,1,,,2,3,,2,
"Profes., científicos e intelectuales (062)",243,,,,2,9,55,17,160
"Técnicos de nivel medio ytrab.asimilados (063)",35,,,,4,5,19,3,4
"Jefes y empleados de oficina (064)",68,,,1,29,4,16,11,7
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",261,23,,95,90,12,19,10,12
"Agricult.trabaj. calif.agrop. y pesquros (066)",60,19,,23,14,2,1,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",37,7,,13,12,,1,1,3
"Obreros. construc., conf., papel, fab., instr (068)",5,2,,1,1,,,,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",287,56,,129,76,8,7,3,8
"Ocupación no especificada (071)",107,34,,33,28,5,7,,
,,,,,,,,,
"RURAL (072)",3570,393,6,1749,904,99,133,60,226
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",8,,,1,1,1,2,,3
"Profes., científicos e intelectuales (074)",219,,,,5,20,49,15,130
"Técnicos de nivel medio ytrab.asimilados (075)",38,1,,4,8,6,10,1,8
"Jefes y empleados de oficina (076)",31,,,1,13,2,2,4,9
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",122,9,,64,31,1,5,8,4
"Agricult.trabaj. calif.agrop. y pesquros (078)",1518,209,1,875,324,29,25,15,40
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",285,8,,108,124,13,19,3,10
"Obreros. construc., conf., papel, fab., instr (080)",148,10,,58,56,7,6,6,5
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",1131,139,5,609,326,19,11,8,14
"Otra (082)",3,,,,,,3,,
"Ocupación no especificada (083)",67,17,,29,16,1,1,,3
"Hombres (084)",3049,286,5,1539,833,85,101,48,152
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",5,,,1,,1,,,3
"Profes., científicos e intelectuales (086)",113,,,,4,13,26,7,63
"Técnicos de nivel medio ytrab.asimilados (087)",29,,,3,6,4,7,1,8
"Jefes y empleados de oficina (088)",26,,,,11,2,2,2,9
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",52,4,,23,14,1,3,6,1
"Agricult.trabaj. calif.agrop. y pesquros (090)",1440,174,1,840,319,28,24,15,39
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",274,8,,103,120,13,18,3,9
"Obreros. construc., conf., papel, fab., instr (092)",144,9,,56,55,7,6,6,5
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",944,90,4,502,299,16,11,8,14
"Otra (094)",3,,,,,,3,,
"Ocupación no especificada (095)",19,1,,11,5,,1,,1
"Mujeres (096)",521,107,1,210,71,14,32,12,74
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",3,,,,1,,2,,
"Profes., científicos e intelectuales (098)",106,,,,1,7,23,8,67
"Técnicos de nivel medio ytrab.asimilados (099)",9,1,,1,2,2,3,,
"Jefes y empleados de oficina (100)",5,,,1,2,,,2,
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",70,5,,41,17,,2,2,3
"Agricult.trabaj. calif.agrop. y pesquros (102)",78,35,,35,5,1,1,,1
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",11,,,5,4,,1,,1
"Obreros. construc., conf., papel, fab., instr (104)",4,1,,2,1,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",187,49,1,107,27,3,,,
"Ocupación no especificada (107)",48,16,,18,11,1,,,2
