"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SIHUAS (000)",7658,7365,21,1206,1145,1107,1864,1324,543,155,293,29754
"De 12 a 14 años (001)",11,4,,3,1,,,,,,7,5
"De 15 a 19 años (002)",210,181,3,162,12,3,1,,,,29,199
"De 20 a 24 años (003)",801,694,4,395,209,62,23,1,,,107,1104
"De 25 a 29 años (004)",720,670,1,213,215,165,75,1,,,50,1462
"De 30 a 34 años (005)",877,850,,129,218,225,218,56,3,1,27,2579
"De 35 a 39 años (006)",891,872,,68,140,176,337,118,28,5,19,3374
"De 40 a 44 años (007)",839,829,1,24,83,129,311,204,72,5,10,3917
"De 45 a 49 años (008)",711,705,2,38,59,90,197,211,83,25,6,3631
"De 50 y más años (009)",2598,2560,10,174,208,257,702,733,357,119,38,13483
"Conviviente (010)",2361,2309,4,494,499,429,499,268,88,28,52,7731
"De 12 a 14 años (011)",7,2,,2,,,,,,,5,2
"De 15 a 19 años (012)",112,99,2,87,7,2,1,,,,13,111
"De 20 a 24 años (013)",434,417,2,213,145,43,13,1,,,17,695
"De 25 a 29 años (014)",381,374,,93,133,102,45,1,,,7,862
"De 30 a 34 años (015)",376,372,,48,97,107,103,17,,,4,1111
"De 35 a 39 años (016)",311,309,,21,48,63,128,37,11,1,2,1193
"De 40 a 44 años (017)",260,259,,1,33,46,96,64,18,1,1,1210
"De 45 a 49 años (018)",157,155,,11,10,23,38,47,18,8,2,816
"De 50 y más años (019)",323,322,,18,26,43,75,101,41,18,1,1731
"Separado(a) (020)",435,429,3,156,87,62,75,38,8,,6,1147
"De 15 a 19 años (022)",27,24,,23,1,,,,,,3,25
"De 20 a 24 años (023)",74,73,1,53,17,1,1,,,,1,94
"De 25 a 29 años (024)",55,53,1,29,13,7,3,,,,2,88
