"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Secundaria (034)",46831,,,7400,14149,11554,6492,6280,956
"Superior no univ. incompleto (035)",7361,,,,949,4151,1347,832,82
"Superior no univ. completo (036)",8899,,,,,3156,3165,2283,295
"Superior univ. incompleto (037)",12286,,,,1934,6926,1638,1672,116
"Superior univ. completo (038)",14806,,,,,3097,5169,5958,582
"Hombres (040)",73936,3535,8822,9608,8985,15672,10792,13322,3200
"Sin nivel (041)",5395,3535,533,30,44,82,130,477,564
"Educación inicial (042)",2166,,2102,34,4,11,15,,
"Primaria (043)",19486,,6187,5889,583,980,1403,3131,1313
"Secundaria (044)",24565,,,3655,7021,6106,3555,3614,614
"Superior no univ. incompleto (045)",3445,,,,394,1858,670,475,48
"Superior no univ. completo (046)",3767,,,,,1272,1292,1058,145
"Superior univ. incompleto (047)",7107,,,,939,3961,1062,1056,89
"Superior univ. completo (048)",8005,,,,,1402,2665,3511,427
"Mujeres (050)",78433,3348,8498,9638,9455,16434,11983,14802,4275
"Sin nivel (051)",10261,3348,528,40,51,192,560,3001,2541
"Educación inicial (052)",2092,,2016,26,9,13,28,,
"Primaria (053)",22786,,5954,5827,717,1944,2828,4490,1026
"Secundaria (054)",22266,,,3745,7128,5448,2937,2666,342
"Superior no univ. incompleto (055)",3916,,,,555,2293,677,357,34
"Superior no univ. completo (056)",5132,,,,,1884,1873,1225,150
"Superior univ. incompleto (057)",5179,,,,995,2965,576,616,27
"Superior univ. completo (058)",6801,,,,,1695,2504,2447,155
,,,,,,,,,
"RURAL (060)",55400,3464,8313,8063,5577,8653,6764,10276,4290
"Sin nivel (061)",14005,3464,1062,70,137,560,1168,4350,3194
"Educación inicial (062)",1976,,1639,122,42,94,79,,
"Primaria (063)",27428,,5612,6275,1923,4073,3829,4744,972
"Secundaria (064)",10994,,,1596,3404,3433,1469,995,97
"Superior no univ. incompleto (065)",360,,,,46,211,65,34,4
"Superior no univ. completo (066)",209,,,,,92,65,44,8
"Superior univ. incompleto (067)",240,,,,25,138,33,39,5
"Superior univ. completo (068)",188,,,,,52,56,70,10
"Hombres (070)",27108,1792,4268,4120,2813,4220,3264,4758,1873
"Sin nivel (071)",4694,1792,542,31,50,124,212,935,1008
"Educación inicial (072)",956,,830,52,7,31,36,,
"Primaria (073)",13793,,2896,3151,765,1549,1780,2889,763
"Secundaria (074)",7037,,,886,1949,2236,1091,795,80
"Superior no univ. incompleto (075)",204,,,,25,112,37,27,3
"Superior no univ. completo (076)",114,,,,,41,41,26,6
"Superior univ. incompleto (077)",177,,,,17,94,30,31,5
"Superior univ. completo (078)",133,,,,,33,37,55,8
"Mujeres (080)",28292,1672,4045,3943,2764,4433,3500,5518,2417
"Sin nivel (081)",9311,1672,520,39,87,436,956,3415,2186
"Educación inicial (082)",1020,,809,70,35,63,43,,
"Primaria (083)",13635,,2716,3124,1158,2524,2049,1855,209
"Secundaria (084)",3957,,,710,1455,1197,378,200,17
"Superior no univ. incompleto (085)",156,,,,21,99,28,7,1
"Superior no univ. completo (086)",95,,,,,51,24,18,2
"Superior univ. incompleto (087)",63,,,,8,44,3,8,
"Superior univ. completo (088)",55,,,,,19,19,15,2
