"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia URUBAMBA (000)",19685,13955,2525,1555,1650
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",42,4,7,9,22
"Profes., científicos e intelectuales (002)",1421,405,387,434,195
"Técnicos de nivel medio y trab. asimilados (003)",608,324,94,77,113
"Jefes y empleados de oficina (004)",556,111,51,117,277
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",3545,2800,322,220,203
"Agricult.trabaj.calif.agrop.y pesqueros (006)",4921,4363,548,10,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",952,788,89,40,35
"Obreros construc.,conf.,papel, fab., instr. (008)",2105,1353,303,218,231
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",4605,3179,617,375,434
"Otra (010)",98,,,,98
"Ocupación no especificada (011)",832,628,107,55,42
"Hombres (012)",13371,9050,1862,1144,1315
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",34,3,5,7,19
"Profes., científicos e intelectuales (014)",710,185,190,232,103
"Técnicos de nivel medio y trab. asimilados (015)",388,205,61,48,74
"Jefes y empleados de oficina (016)",319,54,26,71,168
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",1264,761,165,165,173
"Agricult.trabaj.calif.agrop.y pesqueros (018)",4442,3930,502,10,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",686,559,65,29,33
"Obreros construc.,conf.,papel, fab., instr. (020)",1975,1241,290,214,230
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",3048,1853,485,327,383
"Otra (022)",97,,,,97
"Ocupación no especificada (023)",408,259,73,41,35
"Mujeres (024)",6314,4905,663,411,335
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",8,1,2,2,3
"Profes., científicos e intelectuales (026)",711,220,197,202,92
"Técnicos de nivel medio y trab. asimilados (027)",220,119,33,29,39
"Jefes y empleados de oficina (028)",237,57,25,46,109
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",2281,2039,157,55,30
"Agricult.trabaj.calif.agrop.y pesqueros (030)",479,433,46,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",266,229,24,11,2
"Obreros construc.,conf.,papel, fab., instr. (032)",130,112,13,4,1
