"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PAUCARTAMBO (000)",15491,455,5248,5320,3517,951
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",27,,1,15,10,1
"Profes., científicos e intelectuales (002)",387,,132,195,59,1
"Técnicos de nivel medio y trab. asimilados (003)",108,,38,48,20,2
"Jefes y empleados de oficina (004)",101,,39,39,23,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",670,16,211,266,138,39
"Agricult. trabaj. calif.agrop. y pesqueros (006)",7784,33,2067,2902,2140,642
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",651,23,234,225,137,32
"Obreros construc., conf., papel, fab., instr. (008)",527,1,220,204,95,7
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",4982,382,2225,1332,834,209
"Otra (010)",43,,2,27,14,
"Ocupación no especificada (011)",211,,79,67,47,18
"Hombres (012)",10432,257,3473,3656,2397,649
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",24,,,14,9,1
"Profes., científicos e intelectuales (014)",182,,49,94,38,1
"Técnicos de nivel medio y trab. asimilados (015)",66,,22,25,18,1
"Jefes y empleados de oficina (016)",70,,23,28,19,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",221,7,72,95,32,15
"Agricult. trabaj. calif.agrop. y pesqueros (018)",6904,23,1857,2626,1861,537
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",242,7,97,83,44,11
"Obreros construc., conf., papel, fab., instr. (020)",509,1,211,198,92,7
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",2090,219,1113,440,249,69
"Otra (022)",43,,2,27,14,
"Ocupación no especificada (023)",81,,27,26,21,7
"Mujeres (024)",5059,198,1775,1664,1120,302
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",3,,1,1,1,
"Profes., científicos e intelectuales (026)",205,,83,101,21,
"Técnicos de nivel medio y trab. asimilados (027)",42,,16,23,2,1
"Jefes y empleados de oficina (028)",31,,16,11,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",449,9,139,171,106,24
"Agricult. trabaj. calif.agrop. y pesqueros (030)",880,10,210,276,279,105
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",409,16,137,142,93,21
"Obreros construc., conf., papel, fab., instr. (032)",18,,9,6,3,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",2892,163,1112,892,585,140
