"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ILO (000)",24911,23620,6747,4529,5024,3171,2671,927,383,168,1291,46724
"De 12 a 14 años (001)",1769,1755,1740,10,5,,,,,,14,20
"De 15 a 19 años (002)",2659,2607,2342,235,22,4,4,,,,52,307
"De 20 a 24 años (003)",2744,2376,1173,913,225,56,8,1,,,368,1572
"De 25 a 29 años (004)",3023,2590,591,1097,679,172,51,,,,433,3183
"De 30 a 34 años (005)",2864,2684,300,872,1008,383,109,11,1,,180,4570
"De 35 a 39 años (006)",2672,2591,196,523,1049,521,266,31,3,2,81,5553
"De 40 a 44 años (007)",2167,2110,148,331,708,515,341,54,10,3,57,5199
"De 45 a 49 años (008)",1857,1818,81,214,544,497,388,69,20,5,39,5151
"De 50 y más años (009)",5156,5089,176,334,784,1023,1504,761,349,158,67,21169
"Conviviente (010)",5759,5619,550,1895,1561,823,558,145,67,20,140,11599
"De 12 a 14 años (011)",18,11,4,5,2,,,,,,7,9
"De 15 a 19 años (012)",275,241,84,138,15,2,2,,,,34,182
"De 20 a 24 años (013)",980,933,186,547,151,42,6,1,,,47,1007
"De 25 a 29 años (014)",1234,1201,117,572,380,102,30,,,,33,1763
"De 30 a 34 años (015)",1080,1072,64,334,425,189,57,3,,,8,2009
"De 35 a 39 años (016)",803,803,36,143,311,176,121,12,2,2,,1918
"De 40 a 44 años (017)",505,504,23,74,138,127,112,22,7,1,1,1415
"De 45 a 49 años (018)",376,372,17,43,80,96,99,22,14,1,4,1194
"De 50 y más años (019)",488,482,19,39,59,89,131,85,44,16,6,2102
"Separado(a) (020)",1329,1305,24,373,355,210,234,73,28,8,24,3543
"De 12 a 14 años (021)",4,1,,,1,,,,,,3,2
"De 15 a 19 años (022)",30,19,1,18,,,,,,,11,18
