"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia LAMPA (000)",45714,1939,4884,5580,4832,8339,6267,9970,3903
"Sin nivel (001)",5934,1939,540,27,49,97,162,1269,1851
"Educación inicial (002)",1099,,1044,28,1,12,14,,
"Primaria (003)",19324,,3300,3576,640,1784,2397,5810,1817
"Secundaria (004)",14356,,,1949,3721,4225,2446,1884,131
"Superior no univ. incompleto (005)",1477,,,,255,747,277,183,15
"Superior no univ. completo (006)",1597,,,,,664,521,358,54
"Superior univ. incompleto (007)",827,,,,166,474,93,85,9
"Superior univ. completo (008)",1100,,,,,336,357,381,26
"Hombres (010)",22750,951,2463,2843,2400,4304,3137,4826,1826
"Sin nivel (011)",1928,951,283,16,19,36,43,180,400
"Educación inicial (012)",526,,496,19,1,6,4,,
"Primaria (013)",8576,,1684,1770,222,516,692,2456,1236
"Secundaria (014)",8368,,,1038,1947,2366,1521,1393,103
"Superior no univ. incompleto (015)",938,,,,123,464,197,143,11
"Superior no univ. completo (016)",1063,,,,,393,354,272,44
"Superior univ. incompleto (017)",571,,,,88,319,81,75,8
"Superior univ. completo (018)",780,,,,,204,245,307,24
"Mujeres (020)",22964,988,2421,2737,2432,4035,3130,5144,2077
"Sin nivel (021)",4006,988,257,11,30,61,119,1089,1451
"Educación inicial (022)",573,,548,9,,6,10,,
"Primaria (023)",10748,,1616,1806,418,1268,1705,3354,581
"Secundaria (024)",5988,,,911,1774,1859,925,491,28
"Superior no univ. incompleto (025)",539,,,,132,283,80,40,4
"Superior no univ. completo (026)",534,,,,,271,167,86,10
"Superior univ. incompleto (027)",256,,,,78,155,12,10,1
"Superior univ. completo (028)",320,,,,,132,112,74,2
,,,,,,,,,
"URBANA (030)",17597,725,1901,2165,2125,3492,2547,3497,1145
"Sin nivel (031)",1830,725,180,7,13,24,51,320,510
"Educación inicial (032)",466,,440,13,,5,8,,
"Primaria (033)",6041,,1281,1271,139,439,705,1718,488
"Secundaria (034)",6173,,,874,1683,1729,1039,780,68
"Superior no univ. incompleto (035)",784,,,,170,375,143,84,12
"Superior no univ. completo (036)",999,,,,,386,308,260,45
"Superior univ. incompleto (037)",535,,,,120,306,49,54,6
"Superior univ. completo (038)",769,,,,,228,244,281,16
"Hombres (040)",8649,358,968,1067,1065,1727,1218,1731,515
"Sin nivel (041)",615,358,91,3,4,10,9,41,99
"Educación inicial (042)",239,,223,10,,3,3,,
"Primaria (043)",2573,,654,610,57,119,166,661,306
"Secundaria (044)",3310,,,444,866,868,571,513,48
"Superior no univ. incompleto (045)",443,,,,74,205,95,61,8
"Superior no univ. completo (046)",609,,,,,197,184,193,35
"Superior univ. incompleto (047)",353,,,,64,199,39,46,5
"Superior univ. completo (048)",507,,,,,126,151,216,14
"Mujeres (050)",8948,367,933,1098,1060,1765,1329,1766,630
"Sin nivel (051)",1215,367,89,4,9,14,42,279,411
"Educación inicial (052)",227,,217,3,,2,5,,
"Primaria (053)",3468,,627,661,82,320,539,1057,182
"Secundaria (054)",2863,,,430,817,861,468,267,20
"Superior no univ. incompleto (055)",341,,,,96,170,48,23,4
"Superior no univ. completo (056)",390,,,,,189,124,67,10
"Superior univ. incompleto (057)",182,,,,56,107,10,8,1
"Superior univ. completo (058)",262,,,,,102,93,65,2
,,,,,,,,,
"RURAL (060)",28117,1214,2983,3415,2707,4847,3720,6473,2758
"Sin nivel (061)",4104,1214,360,20,36,73,111,949,1341
"Educación inicial (062)",633,,604,15,1,7,6,,
"Primaria (063)",13283,,2019,2305,501,1345,1692,4092,1329
"Secundaria (064)",8183,,,1075,2038,2496,1407,1104,63
"Superior no univ. incompleto (065)",693,,,,85,372,134,99,3
"Superior no univ. completo (066)",598,,,,,278,213,98,9
"Superior univ. incompleto (067)",292,,,,46,168,44,31,3
"Superior univ. completo (068)",331,,,,,108,113,100,10
"Hombres (070)",14101,593,1495,1776,1335,2577,1919,3095,1311
"Sin nivel (071)",1313,593,192,13,15,26,34,139,301
"Educación inicial (072)",287,,273,9,1,3,1,,
"Primaria (073)",6003,,1030,1160,165,397,526,1795,930
"Secundaria (074)",5058,,,594,1081,1498,950,880,55
"Superior no univ. incompleto (075)",495,,,,49,259,102,82,3
"Superior no univ. completo (076)",454,,,,,196,170,79,9
"Superior univ. incompleto (077)",218,,,,24,120,42,29,3
"Superior univ. completo (078)",273,,,,,78,94,91,10
"Mujeres (080)",14016,621,1488,1639,1372,2270,1801,3378,1447
"Sin nivel (081)",2791,621,168,7,21,47,77,810,1040
"Educación inicial (082)",346,,331,6,,4,5,,
"Primaria (083)",7280,,989,1145,336,948,1166,2297,399
"Secundaria (084)",3125,,,481,957,998,457,224,8
"Superior no univ. incompleto (085)",198,,,,36,113,32,17,
"Superior no univ. completo (086)",144,,,,,82,43,19,
"Superior univ. incompleto (087)",74,,,,22,48,2,2,
"Superior univ. completo (088)",58,,,,,30,19,9,
