"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Suministro de electricidad, gas y agua (137)",7,,,1,,,,4,1,1,,
"Construcción (138)",298,,,1,1,,,2,112,182,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",269,,,9,,191,,10,1,58,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",11,,,1,,1,,8,,1,,
"Comercio al por mayor (141)",12,,,,,12,,,,,,
"Comercio al por menor (142)",246,,,8,,178,,2,1,57,,
"Hoteles y restaurantes (143)",162,,,,1,135,,,,26,,
"Trans., almac. y comunicaciones (144)",84,,1,1,2,,,,63,17,,
"Intermediación financiera (145)",1,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",10,,2,,3,,,,1,4,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",83,12,1,4,15,,,,3,47,1,
"Enseñanza (148)",269,2,263,1,2,,,,,1,,
"Servicios sociales y de salud (149)",39,,16,23,,,,,,,,
"Otras activ. serv.comun.soc y personales (150)",117,,,9,3,,,,,105,,
"Hogares privados con servicio doméstico (151)",380,,,,,,,,,380,,
"Actividad economica no especificada (153)",566,,1,,1,,,,,,,564
"Hombres (154)",13591,13,156,37,21,107,8749,144,190,3965,1,208
"Agric., ganadería, caza y silvicultura (155)",12320,,1,5,,,8749,1,2,3562,,
"Explotación de minas y canteras (157)",27,,,,,,,9,,18,,
"Industrias manufactureras (158)",128,,1,,,,,118,8,1,,
"Suministro de electricidad, gas y agua (159)",6,,,1,,,,4,1,,,
"Construcción (160)",298,,,1,1,,,2,112,182,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",156,,,3,,99,,10,1,43,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",11,,,1,,1,,8,,1,,
"Comercio al por mayor (163)",10,,,,,10,,,,,,
"Comercio al por menor (164)",135,,,2,,88,,2,1,42,,
"Hoteles y restaurantes (165)",16,,,,1,8,,,,7,,
"Trans., almac. y comunicaciones (166)",80,,1,1,1,,,,62,15,,
"Intermediación financiera (167)",1,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (168)",8,,1,,3,,,,1,3,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",74,12,1,3,13,,,,3,41,1,
"Enseñanza (170)",150,1,146,1,1,,,,,1,,
"Servicios sociales y de salud (171)",16,,4,12,,,,,,,,
"Otras activ. serv.comun.soc y personales (172)",84,,,9,1,,,,,74,,
"Hogares privados con servicio doméstico (173)",18,,,,,,,,,18,,
"Actividad economica no especificada (175)",209,,1,,,,,,,,,208
"Mujeres (176)",2824,1,130,18,7,221,298,553,227,1013,,356
"Agric., ganadería, caza y silvicultura (177)",873,,,,,,298,,,575,,
"Industrias manufactureras (180)",782,,,,,2,,553,226,1,,
"Suministro de electricidad, gas y agua (181)",1,,,,,,,,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",113,,,6,,92,,,,15,,
"Comercio al por mayor (185)",2,,,,,2,,,,,,
"Comercio al por menor (186)",111,,,6,,90,,,,15,,
"Hoteles y restaurantes (187)",146,,,,,127,,,,19,,
"Trans., almac. y comunicaciones (188)",4,,,,1,,,,1,2,,
"Activid.inmobil., empres. y alquileres (190)",2,,1,,,,,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",9,,,1,2,,,,,6,,
"Enseñanza (192)",119,1,117,,1,,,,,,,
"Servicios sociales y de salud (193)",23,,12,11,,,,,,,,
"Otras activ. serv.comun.soc y personales (194)",33,,,,2,,,,,31,,
"Hogares privados con servicio doméstico (195)",362,,,,,,,,,362,,
"Actividad economica no especificada (197)",357,,,,1,,,,,,,356
