"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia CAJATAMBO (000)",8358,8236,76,46
"Hombres (001)",4288,4242,27,19
"Mujeres (002)",4070,3994,49,27
"Menores de 1 año (003)",132,116,8,8
"Hombres (004)",77,66,7,4
"Mujeres (005)",55,50,1,4
"De 1 a 5 años (006)",917,867,18,32
"Hombres (007)",466,439,13,14
"Mujeres (008)",451,428,5,18
"De 6 a 14 años (009)",1798,1789,7,2
"Hombres (010)",900,897,2,1
"Mujeres (011)",898,892,5,1
"De 15 a 29 años (012)",1583,1580,3,
"Hombres (013)",844,844,,
"Mujeres (014)",739,736,3,
"De 30 a 44 años (015)",1550,1547,2,1
"Hombres (016)",798,797,1,
"Mujeres (017)",752,750,1,1
"De 45 a 64 años (018)",1378,1367,10,1
"Hombres (019)",718,716,2,
"Mujeres (020)",660,651,8,1
"De 65 a más años (021)",1000,970,28,2
"Hombres (022)",485,483,2,
"Mujeres (023)",515,487,26,2
,,,,
"URBANA (024)",5049,4994,28,27
"Hombres (025)",2517,2493,10,14
"Mujeres (026)",2532,2501,18,13
"Menores de 1 año (027)",77,65,6,6
"Hombres (028)",48,39,5,4
"Mujeres (029)",29,26,1,2
"De 1 a 5 años (030)",516,494,4,18
"Hombres (031)",255,244,2,9
"Mujeres (032)",261,250,2,9
"De 6 a 14 años (033)",1110,1108,,2
"Hombres (034)",564,563,,1
"Mujeres (035)",546,545,,1
"De 15 a 29 años (036)",939,939,,
"Hombres (037)",496,496,,
"Mujeres (038)",443,443,,
"De 30 a 44 años (039)",938,937,1,
"Hombres (040)",464,463,1,
"Mujeres (041)",474,474,,
"De 45 a 64 años (042)",835,832,3,
"Hombres (043)",403,403,,
"Mujeres (044)",432,429,3,
"De 65 a más años (045)",634,619,14,1
"Hombres (046)",287,285,2,
"Mujeres (047)",347,334,12,1
,,,,
"RURAL (048)",3309,3242,48,19
"Hombres (049)",1771,1749,17,5
"Mujeres (050)",1538,1493,31,14
"Menores de 1 año (051)",55,51,2,2
"Hombres (052)",29,27,2,
"Mujeres (053)",26,24,,2
"De 1 a 5 años (054)",401,373,14,14
"Hombres (055)",211,195,11,5
"Mujeres (056)",190,178,3,9
"De 6 a 14 años (057)",688,681,7,
"Hombres (058)",336,334,2,
"Mujeres (059)",352,347,5,
"De 15 a 29 años (060)",644,641,3,
"Hombres (061)",348,348,,
"Mujeres (062)",296,293,3,
"De 30 a 44 años (063)",612,610,1,1
"Hombres (064)",334,334,,
"Mujeres (065)",278,276,1,1
"De 45 a 64 años (066)",543,535,7,1
"Hombres (067)",315,313,2,
"Mujeres (068)",228,222,5,1
"De 65 a más años (069)",366,351,14,1
"Hombres (070)",198,198,,
"Mujeres (071)",168,153,14,1
