"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Sin nivel (031)",96,12,21,17,30,16
"Educación inicial (032)",8,3,4,1,,
"Primaria (033)",757,78,280,217,146,36
"Secundaria (034)",607,18,402,124,59,4
"Superior no univ. incompleta (035)",49,,36,12,,1
"Superior no univ. completa (036)",63,,42,17,4,
"Superior univ. incompleta (037)",19,,12,6,1,
"Superior univ. completa (038)",47,,22,19,6,
"No PEA (040)",56757,24220,15708,8054,5893,2882
"Sin nivel (041)",6291,767,608,1200,2139,1577
"Educación inicial (042)",1520,1495,18,7,,
"Primaria (043)",33148,18679,5543,4669,3081,1176
"Secundaria (044)",13694,3279,8146,1679,508,82
"Superior no univ. incompleta (045)",885,,712,134,35,4
"Superior no univ. completa (046)",575,,293,204,58,20
"Superior univ. incompleta (047)",341,,272,47,16,6
"Superior univ. completa (048)",303,,116,114,56,17
,,,,,,
"URBANA (060)",41289,9951,13153,9725,6360,2100
"Sin nivel (061)",2350,177,229,441,833,670
"Educación inicial (062)",548,526,11,11,,
"Primaria (063)",18256,7246,2839,3605,3332,1234
"Secundaria (064)",14091,2002,7425,3280,1261,123
"Superior no univ. incompleta (065)",1548,,1018,397,120,13
"Superior no univ. completa (066)",2052,,806,919,298,29
"Superior univ. incompleta (067)",740,,382,235,113,10
"Superior univ. completa (068)",1704,,443,837,403,21
"PEA (070)",17427,439,6035,6315,3859,779
"Sin nivel (071)",701,20,90,174,283,134
"Educación inicial (072)",21,9,3,9,,
"Primaria (073)",6099,291,1337,2005,1915,551
"Secundaria (074)",6299,119,3083,2162,872,63
"Superior no univ. incompleta (075)",843,,451,292,91,9
"Superior no univ. completa (076)",1561,,559,743,248,11
"Superior univ. incompleta (077)",473,,175,194,99,5
"Superior univ. completa (078)",1430,,337,736,351,6
"Ocupada (080)",16453,395,5538,6071,3703,746
"Sin nivel (081)",660,18,80,165,270,127
"Educación inicial (082)",19,8,2,9,,
"Primaria (083)",5743,264,1220,1905,1825,529
"Secundaria (084)",5877,105,2807,2076,829,60
"Superior no univ. incompleta (085)",804,,423,282,91,8
"Superior no univ. completa (086)",1507,,523,728,245,11
"Superior univ. incompleta (087)",456,,165,188,98,5
"Superior univ. completa (088)",1387,,318,718,345,6
"Desocupada (090)",974,44,497,244,156,33
"Sin nivel (091)",41,2,10,9,13,7
"Educación inicial (092)",2,1,1,,,
"Primaria (093)",356,27,117,100,90,22
"Secundaria (094)",422,14,276,86,43,3
"Superior no univ. incompleta (095)",39,,28,10,,1
"Superior no univ. completa (096)",54,,36,15,3,
"Superior univ. incompleta (097)",17,,10,6,1,
"Superior univ. completa (098)",43,,19,18,6,
"No PEA (100)",23862,9512,7118,3410,2501,1321
"Sin nivel (101)",1649,157,139,267,550,536
"Educación inicial (102)",527,517,8,2,,
"Primaria (103)",12157,6955,1502,1600,1417,683
"Secundaria (104)",7792,1883,4342,1118,389,60
"Superior no univ. incompleta (105)",705,,567,105,29,4
"Superior no univ. completa (106)",491,,247,176,50,18
"Superior univ. incompleta (107)",267,,207,41,14,5
"Superior univ. completa (108)",274,,106,101,52,15
,,,,,,
"RURAL (120)",52683,15448,16287,10645,7478,2825
"Sin nivel (121)",6418,666,721,1333,2262,1436
"Educación inicial (122)",1013,987,17,9,,
"Primaria (123)",33644,12322,8408,6952,4624,1338
"Secundaria (124)",10503,1473,6573,1942,472,43
"Superior no univ. incompleta (125)",343,,232,91,20,
"Superior no univ. completa (126)",407,,177,167,61,2
"Superior univ. incompleta (127)",156,,101,45,8,2
"Superior univ. completa (128)",199,,58,106,31,4
"PEA (130)",19788,740,7697,6001,4086,1264
"Sin nivel (131)",1776,56,252,400,673,395
"Educación inicial (132)",20,9,7,4,,
"Primaria (133)",12653,598,4367,3883,2960,845
"Secundaria (134)",4601,77,2769,1381,353,21
"Superior no univ. incompleta (135)",163,,87,62,14,
"Superior no univ. completa (136)",323,,131,139,53,
"Superior univ. incompleta (137)",82,,36,39,6,1
"Superior univ. completa (138)",170,,48,93,27,2
"Ocupada (140)",19116,673,7375,5832,3996,1240
"Sin nivel (141)",1721,46,241,392,656,386
"Educación inicial (142)",14,7,4,3,,
"Primaria (143)",12252,547,4204,3766,2904,831
"Secundaria (144)",4416,73,2643,1343,337,20
"Superior no univ. incompleta (145)",153,,79,60,14,
"Superior no univ. completa (146)",314,,125,137,52,
"Superior univ. incompleta (147)",80,,34,39,6,1
"Superior univ. completa (148)",166,,45,92,27,2
"Desocupada (150)",672,67,322,169,90,24
"Sin nivel (151)",55,10,11,8,17,9
"Educación inicial (152)",6,2,3,1,,
"Primaria (153)",401,51,163,117,56,14
"Secundaria (154)",185,4,126,38,16,1
"Superior no univ. incompleta (155)",10,,8,2,,
"Superior no univ. completa (156)",9,,6,2,1,
"Superior univ. incompleta (157)",2,,2,,,
"Superior univ. completa (158)",4,,3,1,,
"No PEA (160)",32895,14708,8590,4644,3392,1561
"Sin nivel (161)",4642,610,469,933,1589,1041
"Educación inicial (162)",993,978,10,5,,
"Primaria (163)",20991,11724,4041,3069,1664,493
"Secundaria (164)",5902,1396,3804,561,119,22
"Superior no univ. incompleta (165)",180,,145,29,6,
"Superior no univ. completa (166)",84,,46,28,8,2
"Superior univ. incompleta (167)",74,,65,6,2,1
"Superior univ. completa (168)",29,,10,13,4,2
