"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Intermediación financiera (079)",3,,1,1,1,,,,,,,
"Activid.inmobil., empres. y alquileres (080)",33,,5,6,4,8,,1,1,8,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",111,10,13,4,47,,,2,6,17,12,
"Enseñanza (082)",236,3,224,,9,,,,,,,
"Servicios sociales y de salud (083)",25,,8,6,5,2,,,4,,,
"Otras activ. serv.comun.soc y personales (084)",36,,5,7,3,,,,,21,,
"Hogares privados con servicio doméstico (085)",46,,,,,,,,,46,,
"Actividad economica no especificada (087)",58,,,1,,,,,,,,57
"Hombres (088)",1123,10,142,26,34,58,384,60,61,311,11,26
"Agric., ganadería, caza y silvicultura (089)",627,,1,1,,,384,,1,240,,
"Pesca (090)",1,,,,,,,,,1,,
"Explotación de minas y canteras (091)",8,,,,,,,3,,5,,
"Industrias manufactureras (092)",48,,,,,,,43,5,,,
"Suministro de electricidad, gas y agua (093)",6,,2,1,,,,2,1,,,
"Construcción (094)",54,,,2,,,,5,26,21,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",63,,,4,,46,,4,,9,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",4,,,2,,1,,1,,,,
"Comercio al por mayor (097)",4,,,,,4,,,,,,
"Comercio al por menor (098)",55,,,2,,41,,3,,9,,
"Hoteles y restaurantes (099)",4,,1,,,3,,,,,,
"Trans., almac. y comunicaciones (100)",27,,,1,,,,,17,9,,
"Intermediación financiera (101)",2,,1,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (102)",26,,4,5,1,8,,1,1,6,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",78,7,7,4,26,,,2,6,15,11,
"Enseñanza (104)",126,3,119,,4,,,,,,,
"Servicios sociales y de salud (105)",9,,2,2,,1,,,4,,,
"Otras activ. serv.comun.soc y personales (106)",15,,5,5,2,,,,,3,,
"Hogares privados con servicio doméstico (107)",2,,,,,,,,,2,,
"Actividad economica no especificada (109)",27,,,1,,,,,,,,26
"Mujeres (110)",578,3,119,8,36,111,82,5,,182,1,31
"Agric., ganadería, caza y silvicultura (111)",169,,,,,,82,,,87,,
"Industrias manufactureras (114)",5,,,,,,,5,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",86,,1,,1,74,,,,10,,
"Comercio al por mayor (119)",2,,,,,2,,,,,,
"Comercio al por menor (120)",84,,1,,1,72,,,,10,,
"Hoteles y restaurantes (121)",53,,,,,35,,,,18,,
"Trans., almac. y comunicaciones (122)",2,,,,,1,,,,1,,
"Intermediación financiera (123)",1,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (124)",7,,1,1,3,,,,,2,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",33,3,6,,21,,,,,2,1,
"Enseñanza (126)",110,,105,,5,,,,,,,
"Servicios sociales y de salud (127)",16,,6,4,5,1,,,,,,
"Otras activ. serv.comun.soc y personales (128)",21,,,2,1,,,,,18,,
"Hogares privados con servicio doméstico (129)",44,,,,,,,,,44,,
"Actividad economica no especificada (131)",31,,,,,,,,,,,31
,,,,,,,,,,,,
"RURAL (132)",1120,4,87,12,12,39,501,97,29,323,,16
"Agric., ganadería, caza y silvicultura (133)",791,,,,,,501,,,290,,
"Explotación de minas y canteras (135)",134,2,5,10,9,3,,82,12,11,,
"Industrias manufactureras (136)",12,,,,,,,12,,,,
"Construcción (138)",21,,1,,,,,1,12,7,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",38,,,,,32,,2,2,2,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",5,,,,,1,,2,2,,,
"Comercio al por mayor (141)",3,,,,,3,,,,,,
"Comercio al por menor (142)",30,,,,,28,,,,2,,
"Hoteles y restaurantes (143)",3,,,,,2,,,,1,,
"Activid.inmobil., empres. y alquileres (146)",6,,,1,,1,,,,4,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",8,2,,1,3,,,,2,,,
"Enseñanza (148)",78,,78,,,,,,,,,
"Servicios sociales y de salud (149)",1,,,,,1,,,,,,
"Otras activ. serv.comun.soc y personales (150)",5,,3,,,,,,1,1,,
"Hogares privados con servicio doméstico (151)",7,,,,,,,,,7,,
"Actividad economica no especificada (153)",16,,,,,,,,,,,16
"Hombres (154)",938,4,44,10,11,21,469,95,29,245,,10
"Agric., ganadería, caza y silvicultura (155)",692,,,,,,469,,,223,,
"Explotación de minas y canteras (157)",130,2,5,9,9,3,,82,12,8,,
"Industrias manufactureras (158)",10,,,,,,,10,,,,
"Construcción (160)",21,,1,,,,,1,12,7,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",24,,,,,18,,2,2,2,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",5,,,,,1,,2,2,,,
"Comercio al por mayor (163)",3,,,,,3,,,,,,
"Comercio al por menor (164)",16,,,,,14,,,,2,,
"Activid.inmobil., empres. y alquileres (168)",5,,,1,,,,,,4,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",6,2,,,2,,,,2,,,
"Enseñanza (170)",35,,35,,,,,,,,,
"Otras activ. serv.comun.soc y personales (172)",4,,3,,,,,,1,,,
"Hogares privados con servicio doméstico (173)",1,,,,,,,,,1,,
"Actividad economica no especificada (175)",10,,,,,,,,,,,10
"Mujeres (176)",182,,43,2,1,18,32,2,,78,,6
"Agric., ganadería, caza y silvicultura (177)",99,,,,,,32,,,67,,
"Explotación de minas y canteras (179)",4,,,1,,,,,,3,,
"Industrias manufactureras (180)",2,,,,,,,2,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",14,,,,,14,,,,,,
"Comercio al por menor (186)",14,,,,,14,,,,,,
"Hoteles y restaurantes (187)",3,,,,,2,,,,1,,
"Activid.inmobil., empres. y alquileres (190)",1,,,,,1,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",2,,,1,1,,,,,,,
"Enseñanza (192)",43,,43,,,,,,,,,
"Servicios sociales y de salud (193)",1,,,,,1,,,,,,
"Otras activ. serv.comun.soc y personales (194)",1,,,,,,,,,1,,
"Hogares privados con servicio doméstico (195)",6,,,,,,,,,6,,
"Actividad economica no especificada (197)",6,,,,,,,,,,,6
