"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia CALCA (000)",21815,2362,2140,12111,703,3765,254,480
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",38,35,,,3,,,
"Profes., científicos e intelectuales (002)",1107,870,,220,9,8,,
"Técnicos de nivel medio y trab. asimilados (003)",416,213,,174,28,1,,
"Jefes y empleados de oficina (004)",250,249,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2408,377,13,1692,48,278,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",8034,,6,7532,496,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",975,,165,700,43,67,,
"Obreros construc.,conf.,papel, fab., instr. (008)",1755,185,545,940,43,42,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",5646,254,1338,561,4,3235,254,
"Otra (010)",74,74,,,,,,
"Ocupación no especificada (011)",632,105,73,292,29,133,,
"Desocupado (012)",480,,,,,,,480
"Hombres (013)",15158,1355,1894,9049,558,1927,47,328
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",31,29,,,2,,,
"Profes., científicos e intelectuales (015)",533,411,,113,4,5,,
"Técnicos de nivel medio y trab. asimilados (016)",251,130,,105,16,,,
"Jefes y empleados de oficina (017)",153,152,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",760,175,7,518,14,46,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",7180,,6,6735,439,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",642,,146,431,28,37,,
"Obreros construc.,conf.,papel, fab., instr. (021)",1533,184,526,756,36,31,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",3355,140,1144,256,,1768,47,
"Otra (023)",73,73,,,,,,
"Ocupación no especificada (024)",319,61,65,135,19,39,,
"Desocupado (025)",328,,,,,,,328
"Mujeres (026)",6657,1007,246,3062,145,1838,207,152
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",7,6,,,1,,,
"Profes., científicos e intelectuales (028)",574,459,,107,5,3,,
"Técnicos de nivel medio y trab. asimilados (029)",165,83,,69,12,1,,
"Jefes y empleados de oficina (030)",97,97,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",1648,202,6,1174,34,232,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",854,,,797,57,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",333,,19,269,15,30,,
"Obreros construc.,conf.,papel, fab., instr. (034)",222,1,19,184,7,11,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",2291,114,194,305,4,1467,207,
"Otra (036)",1,1,,,,,,
"Ocupación no especificada (037)",313,44,8,157,10,94,,
"Desocupado (038)",152,,,,,,,152
,,,,,,,,
"URBANA (039)",8914,1910,1013,4677,178,662,182,292
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",29,26,,,3,,,
"Profes., científicos e intelectuales (041)",895,711,,169,9,6,,
"Técnicos de nivel medio y trab. asimilados (042)",345,175,,152,17,1,,
"Jefes y empleados de oficina (043)",213,212,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",2014,299,8,1428,39,240,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",1416,,,1369,47,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",612,,104,430,34,44,,
"Obreros construc.,conf.,papel, fab., instr. (047)",1208,147,329,678,24,30,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",1607,202,545,363,2,313,182,
"Otra (049)",70,70,,,,,,
"Ocupación no especificada (050)",213,68,27,88,3,27,,
"Desocupado (051)",292,,,,,,,292
"Hombres (052)",5440,1084,896,2837,110,300,29,184
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",24,22,,,2,,,
"Profes., científicos e intelectuales (054)",426,325,,93,4,4,,
"Técnicos de nivel medio y trab. asimilados (055)",215,110,,94,11,,,
"Jefes y empleados de oficina (056)",128,127,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",643,141,3,450,12,37,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",1214,,,1175,39,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",470,,93,326,23,28,,
"Obreros construc.,conf.,papel, fab., instr. (060)",1044,146,316,542,18,22,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",906,105,460,115,,197,29,
"Otra (062)",69,69,,,,,,
"Ocupación no especificada (063)",117,39,24,42,1,11,,
"Desocupado (064)",184,,,,,,,184
"Mujeres (065)",3474,826,117,1840,68,362,153,108
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",5,4,,,1,,,
"Profes., científicos e intelectuales (067)",469,386,,76,5,2,,
"Técnicos de nivel medio y trab. asimilados (068)",130,65,,58,6,1,,
"Jefes y empleados de oficina (069)",85,85,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",1371,158,5,978,27,203,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",202,,,194,8,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",142,,11,104,11,16,,
"Obreros construc.,conf.,papel, fab., instr. (073)",164,1,13,136,6,8,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",701,97,85,248,2,116,153,
"Otra (075)",1,1,,,,,,
"Ocupación no especificada (076)",96,29,3,46,2,16,,
"Desocupado (077)",108,,,,,,,108
,,,,,,,,
"RURAL (078)",12901,452,1127,7434,525,3103,72,188
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",9,9,,,,,,
"Profes., científicos e intelectuales (080)",212,159,,51,,2,,
"Técnicos de nivel medio y trab. asimilados (081)",71,38,,22,11,,,
"Jefes y empleados de oficina (082)",37,37,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",394,78,5,264,9,38,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",6618,,6,6163,449,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",363,,61,270,9,23,,
"Obreros construc.,conf.,papel, fab., instr. (086)",547,38,216,262,19,12,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",4039,52,793,198,2,2922,72,
"Otra (088)",4,4,,,,,,
"Ocupación no especificada (089)",419,37,46,204,26,106,,
"Desocupado (090)",188,,,,,,,188
"Hombres (091)",9718,271,998,6212,448,1627,18,144
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",7,7,,,,,,
"Profes., científicos e intelectuales (093)",107,86,,20,,1,,
"Técnicos de nivel medio y trab. asimilados (094)",36,20,,11,5,,,
"Jefes y empleados de oficina (095)",25,25,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",117,34,4,68,2,9,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",5966,,6,5560,400,,,
