"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia SANDIA (000)",20751,53905,46761,,1184,86.7,2.2
"De 12 a 14 años (001)",2250,14,14,,,100,
"De 15 a 19 años (002)",2907,427,417,158,97.7,37,
"De 20 a 24 años (003)",2459,2130,2048,323,96.2,15.2,
"De 25 a 29 años (004)",2401,4188,3970,296,94.8,7.1,
"De 30 a 34 años (005)",2016,5309,4954,201,93.3,3.8,
"De 35 a 39 años (006)",1999,7129,6511,137,91.3,1.9,
"De 40 a 44 años (007)",1643,7279,6550,57,90,0.8,
"De 45 a 49 años (008)",1306,6564,5748,12,87.6,0.2,
"De 50 y más años (009)",3770,20865,16549,,79.3,,
"Sin nivel (010)",3421,18063,14471,62,80.1,0.3,
"De 12 a 14 años (011)",9,2,2,,100,,
"De 15 a 19 años (012)",23,10,10,4,100,40,
"De 20 a 24 años (013)",25,30,29,2,96.7,6.7,
"De 25 a 29 años (014)",51,139,131,5,94.2,3.6,
"De 30 a 34 años (015)",110,374,343,18,91.7,4.8,
"De 35 a 39 años (016)",177,720,643,16,89.3,2.2,
"De 40 a 44 años (017)",292,1439,1267,13,88,0.9,
"De 45 a 49 años (018)",322,1813,1558,4,85.9,0.2,
"De 50 y más años (019)",2412,13536,10488,,77.5,,
"Educacion Inicial (020)",16,34,31,4,91.2,11.8,
"De 12 a 14 años (021)",2,,,,,,
"De 15 a 19 años (022)",2,,,,,,
"De 20 a 24 años (023)",1,2,2,,100,,
"De 25 a 29 años (024)",4,9,9,1,100,11.1,
"De 30 a 34 años (025)",4,14,12,1,85.7,7.1,
"De 35 a 39 años (026)",3,9,8,2,88.9,22.2,
"Primaria (030)",8202,26246,23248,517,88.6,2,
"De 12 a 14 años (031)",1114,3,3,,100,,
"De 15 a 19 años (032)",396,113,111,35,98.2,31,
"De 20 a 24 años (033)",578,775,732,103,94.5,13.3,
"De 25 a 29 años (034)",890,1975,1855,140,93.9,7.1,
"De 30 a 34 años (035)",997,3101,2882,113,92.9,3.6,
"De 35 a 39 años (036)",1207,4717,4292,86,91,1.8,
"De 40 a 44 años (037)",1017,4728,4242,34,89.7,0.7,
"De 45 a 49 años (038)",791,4062,3545,6,87.3,0.1,
"De 50 y más años (039)",1212,6772,5586,,82.5,,
