"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia BOLOGNESI (000)",10942,1930,3150,4298,117,1305,142
"Sin nivel (001)",678,16,138,327,3,185,9
"Educación inicial (002)",64,3,40,14,1,4,2
"Primaria (003)",3463,133,892,1808,20,560,50
"Secundaria (004)",3769,396,1420,1396,54,440,63
"Superior no univ. incompleta (005)",611,153,199,203,8,43,5
"Superior no univ. completa (006)",971,427,281,219,7,32,5
"Superior univ. incompleta (007)",363,144,67,127,8,13,4
"Superior univ. completa (008)",1023,658,113,204,16,28,4
"Hombres (010)",7929,1237,2860,3077,90,655,10
"Sin nivel (011)",280,6,79,140,1,53,1
"Educación inicial (012)",44,2,31,8,1,2,
"Primaria (013)",2439,72,778,1312,15,259,3
"Secundaria (014)",3035,289,1349,1087,41,266,3
"Superior no univ. incompleta (015)",444,96,183,134,6,23,2
"Superior no univ. completa (016)",668,219,269,149,6,25,
"Superior univ. incompleta (017)",279,104,61,98,7,8,1
"Superior univ. completa (018)",740,449,110,149,13,19,
"Mujeres (020)",3013,693,290,1221,27,650,132
"Sin nivel (021)",398,10,59,187,2,132,8
"Educación inicial (022)",20,1,9,6,,2,2
"Primaria (023)",1024,61,114,496,5,301,47
"Secundaria (024)",734,107,71,309,13,174,60
"Superior no univ. incompleta (025)",167,57,16,69,2,20,3
"Superior no univ. completa (026)",303,208,12,70,1,7,5
"Superior univ. incompleta (027)",84,40,6,29,1,5,3
"Superior univ. completa (028)",283,209,3,55,3,9,4
,,,,,,,
"URBANA (030)",6593,1437,1820,2626,79,510,121
"Sin nivel (031)",308,13,87,144,3,54,7
"Educación inicial (032)",44,2,24,13,1,2,2
"Primaria (033)",1826,102,517,966,12,183,46
"Secundaria (034)",2301,292,840,905,29,186,49
"Superior no univ. incompleta (035)",440,114,112,168,5,36,5
"Superior no univ. completa (036)",679,344,126,180,5,19,5
"Superior univ. incompleta (037)",257,115,38,81,8,11,4
"Superior univ. completa (038)",738,455,76,169,16,19,3
"Hombres (040)",4537,847,1619,1787,59,218,7
"Sin nivel (041)",108,3,49,49,1,6,
"Educación inicial (042)",29,1,18,8,1,1,
"Primaria (043)",1210,52,445,630,8,72,3
"Secundaria (044)",1797,204,790,690,21,91,1
"Superior no univ. incompleta (045)",292,64,96,110,3,17,2
"Superior no univ. completa (046)",415,163,115,118,5,14,
"Superior univ. incompleta (047)",186,81,33,58,7,6,1
"Superior univ. completa (048)",500,279,73,124,13,11,
"Mujeres (050)",2056,590,201,839,20,292,114
"Sin nivel (051)",200,10,38,95,2,48,7
"Educación inicial (052)",15,1,6,5,,1,2
"Primaria (053)",616,50,72,336,4,111,43
"Secundaria (054)",504,88,50,215,8,95,48
"Superior no univ. incompleta (055)",148,50,16,58,2,19,3
"Superior no univ. completa (056)",264,181,11,62,,5,5
"Superior univ. incompleta (057)",71,34,5,23,1,5,3
"Superior univ. completa (058)",238,176,3,45,3,8,3
,,,,,,,
"RURAL (060)",4349,493,1330,1672,38,795,21
"Sin nivel (061)",370,3,51,183,,131,2
"Educación inicial (062)",20,1,16,1,,2,
"Primaria (063)",1637,31,375,842,8,377,4
"Secundaria (064)",1468,104,580,491,25,254,14
"Superior no univ. incompleta (065)",171,39,87,35,3,7,
"Superior no univ. completa (066)",292,83,155,39,2,13,
"Superior univ. incompleta (067)",106,29,29,46,,2,
"Superior univ. completa (068)",285,203,37,35,,9,1
"Hombres (070)",3392,390,1241,1290,31,437,3
"Sin nivel (071)",172,3,30,91,,47,1
"Educación inicial (072)",15,1,13,,,1,
"Primaria (073)",1229,20,333,682,7,187,
"Secundaria (074)",1238,85,559,397,20,175,2
"Superior no univ. incompleta (075)",152,32,87,24,3,6,
"Superior no univ. completa (076)",253,56,154,31,1,11,
"Superior univ. incompleta (077)",93,23,28,40,,2,
"Superior univ. completa (078)",240,170,37,25,,8,
"Mujeres (080)",957,103,89,382,7,358,18
"Sin nivel (081)",198,,21,92,,84,1
"Educación inicial (082)",5,,3,1,,1,
"Primaria (083)",408,11,42,160,1,190,4
"Secundaria (084)",230,19,21,94,5,79,12
"Superior no univ. incompleta (085)",19,7,,11,,1,
"Superior no univ. completa (086)",39,27,1,8,1,2,
"Superior univ. incompleta (087)",13,6,1,6,,,
"Superior univ. completa (088)",45,33,,10,,1,1
