"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"URBANA (060)",7544,5926,554,593,471
"Sin nivel (061)",335,321,10,3,1
"Educación inicial (062)",6,6,,,
"Primaria (063)",2171,2017,107,21,26
"Secundaria (064)",2664,2345,156,82,81
"Superior no univ. incompleta (065)",465,327,49,37,52
"Superior no univ. completa (066)",855,433,101,168,153
"Superior univ. incompleta (067)",251,178,31,25,17
"Superior univ. completa (068)",797,299,100,257,141
"De 06 a 14 años (070)",142,130,11,1,
"Sin nivel (071)",7,6,,1,
"Educación inicial (072)",1,1,,,
"Primaria (073)",88,77,11,,
"Secundaria (074)",46,46,,,
"De 15 a 29 años (080)",2590,2071,200,163,156
"Sin nivel (081)",46,45,1,,
"Educación inicial (082)",4,4,,,
"Primaria (083)",414,379,27,4,4
"Secundaria (084)",1253,1126,71,33,23
"Superior no univ. incompleta (085)",221,160,20,19,22
"Superior no univ. completa (086)",337,181,41,59,56
"Superior univ. incompleta (087)",125,98,16,4,7
"Superior univ. completa (088)",190,78,24,44,44
"De 30 a 44 años (090)",2688,1956,221,290,221
"Sin nivel (091)",70,66,4,,
"Educación inicial (092)",1,1,,,
"Primaria (093)",578,542,23,8,5
"Secundaria (094)",954,821,61,33,39
"Superior no univ. incompleta (095)",181,123,21,13,24
"Superior no univ. completa (096)",391,189,45,84,73
"Superior univ. incompleta (097)",94,60,11,15,8
"Superior univ. completa (098)",419,154,56,137,72
"De 45 a 64 años (100)",1742,1405,113,137,87
"Sin nivel (101)",137,131,4,2,
"Primaria (103)",826,763,39,8,16
"Secundaria (104)",389,334,24,16,15
"Superior no univ. incompleta (105)",60,42,8,4,6
"Superior no univ. completa (106)",121,58,15,25,23
"Superior univ. incompleta (107)",28,16,4,6,2
"Superior univ. completa (108)",181,61,19,76,25
"De 65 y más años (110)",382,364,9,2,7
"Sin nivel (111)",75,73,1,,1
"Primaria (113)",265,256,7,1,1
"Secundaria (114)",22,18,,,4
"Superior no univ. incompleta (115)",3,2,,1,
"Superior no univ. completa (116)",6,5,,,1
"Superior univ. incompleta (117)",4,4,,,
"Superior univ. completa (118)",7,6,1,,
,,,,,
"RURAL (120)",36295,34560,1246,351,138
"Sin nivel (121)",3996,3893,93,8,2
"Educación inicial (122)",35,33,2,,
"Primaria (123)",22157,21489,597,56,15
"Secundaria (124)",8521,8153,268,73,27
"Superior no univ. incompleta (125)",369,325,23,14,7
"Superior no univ. completa (126)",554,311,112,84,47
"Superior univ. incompleta (127)",185,119,34,17,15
"Superior univ. completa (128)",478,237,117,99,25
"De 06 a 14 años (130)",1139,1094,37,8,
"Sin nivel (131)",85,82,3,,
"Educación inicial (132)",3,3,,,
"Primaria (133)",897,865,27,5,
"Secundaria (134)",154,144,7,3,
"De 15 a 29 años (140)",14033,13346,486,139,62
"Sin nivel (141)",560,545,15,,
"Educación inicial (142)",19,18,1,,
"Primaria (143)",7588,7361,196,25,6
"Secundaria (144)",5245,5008,170,52,15
"Superior no univ. incompleta (145)",187,163,13,8,3
"Superior no univ. completa (146)",229,124,51,30,24
"Superior univ. incompleta (147)",70,55,9,4,2
"Superior univ. completa (148)",135,72,31,20,12
"De 30 a 44 años (150)",11141,10493,446,136,66
"Sin nivel (151)",973,941,27,4,1
"Educación inicial (152)",13,12,1,,
"Primaria (153)",6894,6674,197,16,7
"Secundaria (154)",2497,2404,73,10,10
"Superior no univ. incompleta (155)",143,124,10,5,4
"Superior no univ. completa (156)",273,158,51,43,21
"Superior univ. incompleta (157)",95,56,20,7,12
"Superior univ. completa (158)",253,124,67,51,11
"De 45 a 64 años (160)",7660,7356,229,66,9
"Sin nivel (161)",1528,1490,35,3,
"Primaria (163)",5352,5195,146,9,2
"Secundaria (164)",587,562,15,8,2
"Superior no univ. incompleta (165)",34,33,,1,
"Superior no univ. completa (166)",51,29,9,11,2
"Superior univ. incompleta (167)",19,7,5,6,1
"Superior univ. completa (168)",89,40,19,28,2
"De 65 y más años (170)",2322,2271,48,2,1
"Sin nivel (171)",850,835,13,1,1
"Primaria (173)",1426,1394,31,1,
"Secundaria (174)",38,35,3,,
"Superior no univ. incompleta (175)",5,5,,,
"Superior no univ. completa (176)",1,,1,,
"Superior univ. incompleta (177)",1,1,,,
"Superior univ. completa (178)",1,1,,,
