"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia SAN IGNACIO (000)",43839,1281,16623,13829,9402,2704
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",33,,2,18,13,
"Profes., científicos e intelectuales (002)",1918,,569,1024,321,4
"Técnicos de nivel medio y trab. asimilados (003)",388,,189,145,49,5
"Jefes y empleados de oficina (004)",325,,161,119,41,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1867,35,559,774,432,67
"Agricult. trabaj. calif.agrop. y pesqueros (006)",19260,135,5091,6616,5493,1925
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",764,10,286,268,179,21
"Obreros construc., conf., papel, fab., instr. (008)",1134,3,464,457,192,18
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",16755,1094,8769,3948,2380,564
"Otra (010)",127,,66,43,18,
"Ocupación no especificada (011)",1268,4,467,417,284,96
"Hombres (012)",35163,993,13284,10946,7633,2307
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",25,,,15,10,
"Profes., científicos e intelectuales (014)",942,,207,528,206,1
"Técnicos de nivel medio y trab. asimilados (015)",251,,113,93,41,4
"Jefes y empleados de oficina (016)",143,,50,65,25,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",947,14,250,400,241,42
"Agricult. trabaj. calif.agrop. y pesqueros (018)",17968,109,4738,6256,5080,1785
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",608,8,237,209,136,18
"Obreros construc., conf., papel, fab., instr. (020)",1121,3,455,455,190,18
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",12752,855,7054,2801,1628,414
"Otra (022)",126,,66,43,17,
"Ocupación no especificada (023)",280,4,114,81,59,22
"Mujeres (024)",8676,288,3339,2883,1769,397
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",8,,2,3,3,
"Profes., científicos e intelectuales (026)",976,,362,496,115,3
"Técnicos de nivel medio y trab. asimilados (027)",137,,76,52,8,1
"Jefes y empleados de oficina (028)",182,,111,54,16,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",920,21,309,374,191,25
"Agricult. trabaj. calif.agrop. y pesqueros (030)",1292,26,353,360,413,140
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",156,2,49,59,43,3
"Obreros construc., conf., papel, fab., instr. (032)",13,,9,2,2,
