"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia SATIPO (000)",70150,7269,14235,33663,2354,11571,1058
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",72,63,,,9,,
"Profes., científicos e intelectuales (002)",3075,2705,,325,37,8,
"Técnicos de nivel medio y trab. asimilados (003)",1149,592,,462,76,19,
"Jefes y empleados de oficina (004)",713,705,,2,,6,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",5006,1008,74,3208,162,554,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",26138,1,6,24254,1877,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",2368,,952,1228,83,105,
"Obreros construc.,conf.,papel, fab., instr. (008)",3186,351,776,1961,58,40,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",26565,1109,12245,1501,21,10631,1058
"Otra (010)",544,544,,,,,
"Ocupación no especificada (011)",1334,191,182,722,31,208,
"Hombres (012)",53836,4095,12608,27638,2070,7349,76
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",50,43,,,7,,
"Profes., científicos e intelectuales (014)",1624,1380,,213,27,4,
"Técnicos de nivel medio y trab. asimilados (015)",735,372,,302,53,8,
"Jefes y empleados de oficina (016)",327,324,,1,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",1899,485,15,1201,82,116,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",24073,1,6,22319,1747,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",2059,,889,1032,80,58,
"Obreros construc.,conf.,papel, fab., instr. (020)",3093,346,744,1908,58,37,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",19191,606,10858,548,8,7095,76
"Otra (022)",454,454,,,,,
"Ocupación no especificada (023)",331,84,96,114,8,29,
"Mujeres (024)",16314,3174,1627,6025,284,4222,982
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",22,20,,,2,,
"Profes., científicos e intelectuales (026)",1451,1325,,112,10,4,
"Técnicos de nivel medio y trab. asimilados (027)",414,220,,160,23,11,
"Jefes y empleados de oficina (028)",386,381,,1,,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",3107,523,59,2007,80,438,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",2065,,,1935,130,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",309,,63,196,3,47,
"Obreros construc.,conf.,papel, fab., instr. (032)",93,5,32,53,,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",7374,503,1387,953,13,3536,982
"Otra (034)",90,90,,,,,
"Ocupación no especificada (035)",1003,107,86,608,23,179,
,,,,,,,
"URBANA (036)",21200,5411,3402,9490,634,1666,597
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",43,37,,,6,,
"Profes., científicos e intelectuales (038)",2187,1907,,248,27,5,
"Técnicos de nivel medio y trab. asimilados (039)",919,428,,416,59,16,
"Jefes y empleados de oficina (040)",553,546,,2,,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",3741,758,28,2401,130,424,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",3112,,1,2838,273,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",1511,,498,904,58,51,
"Obreros construc.,conf.,papel, fab., instr. (044)",2057,255,476,1253,45,28,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",6012,868,2295,1171,18,1063,597
"Otra (046)",476,476,,,,,
"Ocupación no especificada (047)",589,136,104,257,18,74,
"Hombres (048)",13919,3099,2978,6441,490,873,38
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",27,23,,,4,,
"Profes., científicos e intelectuales (050)",1164,978,,164,19,3,
"Técnicos de nivel medio y trab. asimilados (051)",571,261,,266,37,7,
"Jefes y empleados de oficina (052)",244,241,,1,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1505,396,8,948,66,87,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",2795,,1,2541,253,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",1349,,463,789,55,42,
"Obreros construc.,conf.,papel, fab., instr. (056)",2013,251,456,1235,45,26,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",3639,491,1985,431,6,688,38
"Otra (058)",390,390,,,,,
"Ocupación no especificada (059)",222,68,65,66,5,18,
"Mujeres (060)",7281,2312,424,3049,144,793,559
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",16,14,,,2,,
"Profes., científicos e intelectuales (062)",1023,929,,84,8,2,
"Técnicos de nivel medio y trab. asimilados (063)",348,167,,150,22,9,
"Jefes y empleados de oficina (064)",309,305,,1,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",2236,362,20,1453,64,337,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",317,,,297,20,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",162,,35,115,3,9,
"Obreros construc.,conf.,papel, fab., instr. (068)",44,4,20,18,,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",2373,377,310,740,12,375,559
"Otra (070)",86,86,,,,,
"Ocupación no especificada (071)",367,68,39,191,13,56,
,,,,,,,
"RURAL (072)",48950,1858,10833,24173,1720,9905,461
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",29,26,,,3,,
"Profes., científicos e intelectuales (074)",888,798,,77,10,3,
"Técnicos de nivel medio y trab. asimilados (075)",230,164,,46,17,3,
"Jefes y empleados de oficina (076)",160,159,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",1265,250,46,807,32,130,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",23026,1,5,21416,1604,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",857,,454,324,25,54,
"Obreros construc.,conf.,papel, fab., instr. (080)",1129,96,300,708,13,12,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",20553,241,9950,330,3,9568,461
"Otra (082)",68,68,,,,,
"Ocupación no especificada (083)",745,55,78,465,13,134,
"Hombres (084)",39917,996,9630,21197,1580,6476,38
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",23,20,,,3,,
"Profes., científicos e intelectuales (086)",460,402,,49,8,1,
"Técnicos de nivel medio y trab. asimilados (087)",164,111,,36,16,1,
"Jefes y empleados de oficina (088)",83,83,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",394,89,7,253,16,29,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",21278,1,5,19778,1494,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",710,,426,243,25,16,
"Obreros construc.,conf.,papel, fab., instr. (092)",1080,95,288,673,13,11,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",15552,115,8873,117,2,6407,38
"Otra (094)",64,64,,,,,
"Ocupación no especificada (095)",109,16,31,48,3,11,
