"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia PAUCAR DEL SARA SARA (000)",11012,5583,5429,7396,3696,3700,3616,1887,1729
"Menores de 1 año (001)",174,82,92,130,62,68,44,20,24
"Menores de 1 mes (002)",13,5,8,9,4,5,4,1,3
"De 1 a 11 meses (003)",161,77,84,121,58,63,40,19,21
"De 1 a 4 años (004)",912,441,471,612,301,311,300,140,160
"1 año (005)",207,106,101,143,75,68,64,31,33
"2 años (006)",217,101,116,144,68,76,73,33,40
"3 años (007)",233,115,118,165,86,79,68,29,39
"4 años (008)",255,119,136,160,72,88,95,47,48
"De 5 a 9 años (009)",1128,591,537,764,409,355,364,182,182
"5 años (010)",231,125,106,157,91,66,74,34,40
"6 años (011)",192,97,95,142,75,67,50,22,28
"7 años (012)",240,122,118,159,76,83,81,46,35
"8 años (013)",252,136,116,174,97,77,78,39,39
"9 años (014)",213,111,102,132,70,62,81,41,40
"De 10 a 14 años (015)",1248,619,629,877,423,454,371,196,175
"10 años (016)",253,130,123,166,84,82,87,46,41
"11 años (017)",243,109,134,164,67,97,79,42,37
"12 años (018)",253,124,129,176,86,90,77,38,39
"13 años (019)",256,123,133,189,90,99,67,33,34
"14 años (020)",243,133,110,182,96,86,61,37,24
"De 15 a 19 años (021)",872,472,400,580,316,264,292,156,136
"15 años (022)",235,120,115,145,74,71,90,46,44
"16 años (023)",191,93,98,136,69,67,55,24,31
"17 años (024)",164,91,73,115,65,50,49,26,23
"18 años (025)",153,83,70,101,51,50,52,32,20
"19 años (026)",129,85,44,83,57,26,46,28,18
"De 20 a 24 años (027)",764,413,351,524,270,254,240,143,97
"20 años (028)",161,81,80,110,50,60,51,31,20
"21 años (029)",125,67,58,81,39,42,44,28,16
"22 años (030)",167,95,72,123,72,51,44,23,21
"23 años (031)",155,86,69,98,53,45,57,33,24
"24 años (032)",156,84,72,112,56,56,44,28,16
"De 25 a 29 años (033)",751,405,346,529,282,247,222,123,99
"25 años (034)",159,81,78,110,51,59,49,30,19
"26 años (035)",133,72,61,93,53,40,40,19,21
"27 años (036)",177,97,80,121,66,55,56,31,25
"28 años (037)",141,87,54,102,62,40,39,25,14
"29 años (038)",141,68,73,103,50,53,38,18,20
"De 30 a 34 años (039)",661,352,309,441,239,202,220,113,107
"30 años (040)",170,88,82,115,58,57,55,30,25
"31 años (041)",89,53,36,58,34,24,31,19,12
"32 años (042)",142,72,70,88,41,47,54,31,23
"33 años (043)",146,80,66,99,61,38,47,19,28
"34 años (044)",114,59,55,81,45,36,33,14,19
"De 35 a 39 años (045)",648,325,323,447,212,235,201,113,88
"35 años (046)",150,84,66,96,54,42,54,30,24
"36 años (047)",130,59,71,91,37,54,39,22,17
