"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia JORGE BASADRE (000)",9430,310,718,658,804,2023,1806,2634,477
"Sin nivel (001)",792,310,50,6,6,14,64,173,169
"Educación inicial (002)",256,,238,11,2,3,2,,
"Primaria (003)",2056,,430,377,29,124,230,655,211
"Secundaria (004)",3393,,,264,697,973,629,783,47
"Superior no univ. incompleto (005)",507,,,,41,190,127,142,7
"Superior no univ. completo (006)",834,,,,,302,236,279,17
"Superior univ. incompleto (007)",428,,,,29,129,105,157,8
"Superior univ. completo (008)",1164,,,,,288,413,445,18
"Hombres (010)",5699,163,370,329,526,1232,1097,1715,267
"Sin nivel (011)",293,163,22,1,2,7,14,35,49
"Educación inicial (012)",128,,119,3,2,3,1,,
"Primaria (013)",1097,,229,191,19,58,92,369,139
"Secundaria (014)",2249,,,134,465,617,410,584,39
"Superior no univ. incompleto (015)",313,,,,27,99,84,99,4
"Superior no univ. completo (016)",572,,,,,200,163,195,14
"Superior univ. incompleto (017)",280,,,,11,73,65,124,7
"Superior univ. completo (018)",767,,,,,175,268,309,15
"Mujeres (020)",3731,147,348,329,278,791,709,919,210
"Sin nivel (021)",499,147,28,5,4,7,50,138,120
"Educación inicial (022)",128,,119,8,,,1,,
"Primaria (023)",959,,201,186,10,66,138,286,72
"Secundaria (024)",1144,,,130,232,356,219,199,8
"Superior no univ. incompleto (025)",194,,,,14,91,43,43,3
"Superior no univ. completo (026)",262,,,,,102,73,84,3
"Superior univ. incompleto (027)",148,,,,18,56,40,33,1
"Superior univ. completo (028)",397,,,,,113,145,136,3
,,,,,,,,,
"URBANA (030)",5935,176,426,405,565,1326,1164,1684,189
"Sin nivel (031)",328,176,27,4,1,10,16,41,53
"Educación inicial (032)",155,,148,4,1,,2,,
"Primaria (033)",1076,,251,233,20,51,98,331,92
"Secundaria (034)",2260,,,164,510,611,396,556,23
"Superior no univ. incompleto (035)",290,,,,19,117,69,84,1
"Superior no univ. completo (036)",595,,,,,205,178,203,9
"Superior univ. incompleto (037)",264,,,,14,85,68,97,
"Superior univ. completo (038)",967,,,,,247,337,372,11
"Hombres (040)",3694,92,222,198,388,832,724,1134,104
"Sin nivel (041)",134,92,13,1,,5,3,9,11
"Educación inicial (042)",78,,73,3,1,,1,,
"Primaria (043)",583,,136,118,14,33,40,185,57
"Secundaria (044)",1525,,,76,355,403,256,416,19
"Superior no univ. incompleto (045)",175,,,,14,64,41,55,1
"Superior no univ. completo (046)",400,,,,,131,123,139,7
"Superior univ. incompleto (047)",158,,,,4,46,38,70,
"Superior univ. completo (048)",641,,,,,150,222,260,9
"Mujeres (050)",2241,84,204,207,177,494,440,550,85
"Sin nivel (051)",194,84,14,3,1,5,13,32,42
"Educación inicial (052)",77,,75,1,,,1,,
"Primaria (053)",493,,115,115,6,18,58,146,35
"Secundaria (054)",735,,,88,155,208,140,140,4
"Superior no univ. incompleto (055)",115,,,,5,53,28,29,
"Superior no univ. completo (056)",195,,,,,74,55,64,2
"Superior univ. incompleto (057)",106,,,,10,39,30,27,
"Superior univ. completo (058)",326,,,,,97,115,112,2
,,,,,,,,,
"RURAL (060)",3495,134,292,253,239,697,642,950,288
"Sin nivel (061)",464,134,23,2,5,4,48,132,116
"Educación inicial (062)",101,,90,7,1,3,,,
"Primaria (063)",980,,179,144,9,73,132,324,119
"Secundaria (064)",1133,,,100,187,362,233,227,24
"Superior no univ. incompleto (065)",217,,,,22,73,58,58,6
"Superior no univ. completo (066)",239,,,,,97,58,76,8
"Superior univ. incompleto (067)",164,,,,15,44,37,60,8
"Superior univ. completo (068)",197,,,,,41,76,73,7
"Hombres (070)",2005,71,148,131,138,400,373,581,163
"Sin nivel (071)",159,71,9,,2,2,11,26,38
"Educación inicial (072)",50,,46,,1,3,,,
"Primaria (073)",514,,93,73,5,25,52,184,82
"Secundaria (074)",724,,,58,110,214,154,168,20
"Superior no univ. incompleto (075)",138,,,,13,35,43,44,3
"Superior no univ. completo (076)",172,,,,,69,40,56,7
"Superior univ. incompleto (077)",122,,,,7,27,27,54,7
"Superior univ. completo (078)",126,,,,,25,46,49,6
"Mujeres (080)",1490,63,144,122,101,297,269,369,125
"Sin nivel (081)",305,63,14,2,3,2,37,106,78
"Educación inicial (082)",51,,44,7,,,,,
"Primaria (083)",466,,86,71,4,48,80,140,37
"Secundaria (084)",409,,,42,77,148,79,59,4
"Superior no univ. incompleto (085)",79,,,,9,38,15,14,3
"Superior no univ. completo (086)",67,,,,,28,18,20,1
"Superior univ. incompleto (087)",42,,,,8,17,10,6,1
"Superior univ. completo (088)",71,,,,,16,30,24,1
