"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia SANTA (000)",144012,90576,15391,16458,21587
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",315,29,81,103,102
"Profes., científicos e intelectuales (002)",14293,4002,2144,4076,4071
"Técnicos de nivel medio y trab. asimilados (003)",8108,3877,1074,1253,1904
"Jefes y empleados de oficina (004)",6810,1739,935,1437,2699
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",26600,22978,1811,1120,691
"Agricult.trabaj.calif.agrop.y pesqueros (006)",9200,7606,978,379,237
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",17699,9002,2041,2179,4477
"Obreros construc.,conf.,papel, fab., instr. (008)",18256,13604,1742,1522,1388
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",38118,25581,4141,4008,4388
"Otra (010)",935,,,,935
"Ocupación no especificada (011)",3678,2158,444,381,695
"Hombres (012)",95127,58452,11345,11306,14024
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",204,20,48,65,71
"Profes., científicos e intelectuales (014)",6843,2130,983,1669,2061
"Técnicos de nivel medio y trab. asimilados (015)",5060,2499,716,817,1028
"Jefes y empleados de oficina (016)",3349,773,421,727,1428
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",11579,9186,1029,783,581
"Agricult.trabaj.calif.agrop.y pesqueros (018)",8544,7100,903,349,192
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",14130,7648,1887,1863,2732
"Obreros construc.,conf.,papel, fab., instr. (020)",17753,13216,1713,1490,1334
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",24410,14618,3310,3247,3235
"Otra (022)",888,,,,888
"Ocupación no especificada (023)",2367,1262,335,296,474
"Mujeres (024)",48885,32124,4046,5152,7563
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",111,9,33,38,31
"Profes., científicos e intelectuales (026)",7450,1872,1161,2407,2010
"Técnicos de nivel medio y trab. asimilados (027)",3048,1378,358,436,876
"Jefes y empleados de oficina (028)",3461,966,514,710,1271
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",15021,13792,782,337,110
"Agricult.trabaj.calif.agrop.y pesqueros (030)",656,506,75,30,45
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",3569,1354,154,316,1745
