"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia SULLANA (000)",93468,67321,8743,8486,8918
"Hombres (001)",68338,50140,6727,5395,6076
"Mujeres (002)",25130,17181,2016,3091,2842
"De 06 a 14 años (003)",1058,944,79,24,11
"Hombres (004)",822,737,60,17,8
"Mujeres (005)",236,207,19,7,3
"De 15 a 29 años (006)",29751,21297,3249,2660,2545
"Hombres (007)",22167,16171,2448,1820,1728
"Mujeres (008)",7584,5126,801,840,817
"De 30 a 44 años (009)",34917,23636,3420,3842,4019
"Hombres (010)",24687,17101,2623,2308,2655
"Mujeres (011)",10230,6535,797,1534,1364
"De 45 a 64 años (012)",23680,17752,1819,1878,2231
"Hombres (013)",17378,13159,1440,1188,1591
"Mujeres (014)",6302,4593,379,690,640
"De 65 y más años (015)",4062,3692,176,82,112
"Hombres (016)",3284,2972,156,62,94
"Mujeres (017)",778,720,20,20,18
,,,,,
"URBANA (018)",84924,60072,8118,8233,8501
"Hombres (019)",60786,43709,6169,5193,5715
"Mujeres (020)",24138,16363,1949,3040,2786
"De 06 a 14 años (021)",882,788,65,20,9
"Hombres (022)",681,611,49,15,6
"Mujeres (023)",201,177,16,5,3
"De 15 a 29 años (024)",26699,18836,3012,2553,2298
"Hombres (025)",19482,14000,2237,1736,1509
"Mujeres (026)",7217,4836,775,817,789
"De 30 a 44 años (027)",32186,21340,3206,3745,3895
"Hombres (028)",22287,15072,2430,2233,2552
"Mujeres (029)",9899,6268,776,1512,1343
"De 45 a 64 años (030)",21732,16022,1686,1835,2189
"Hombres (031)",15628,11602,1322,1149,1555
"Mujeres (032)",6104,4420,364,686,634
"De 65 y más años (033)",3425,3086,149,80,110
"Hombres (034)",2708,2424,131,60,93
"Mujeres (035)",717,662,18,20,17
,,,,,
"RURAL (036)",8544,7249,625,253,417
"Hombres (037)",7552,6431,558,202,361
"Mujeres (038)",992,818,67,51,56
"De 06 a 14 años (039)",176,156,14,4,2
"Hombres (040)",141,126,11,2,2
"Mujeres (041)",35,30,3,2,
"De 15 a 29 años (042)",3052,2461,237,107,247
"Hombres (043)",2685,2171,211,84,219
"Mujeres (044)",367,290,26,23,28
"De 30 a 44 años (045)",2731,2296,214,97,124
"Hombres (046)",2400,2029,193,75,103
"Mujeres (047)",331,267,21,22,21
"De 45 a 64 años (048)",1948,1730,133,43,42
"Hombres (049)",1750,1557,118,39,36
"Mujeres (050)",198,173,15,4,6
"De 65 y más años (051)",637,606,27,2,2
"Hombres (052)",576,548,25,2,1
"Mujeres (053)",61,58,2,,1
