"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia SANCHEZ CARRION (000)",35416,31352,1441,987,1636
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",61,1,9,5,46
"Profes., científicos e intelectuales (002)",1726,488,257,428,553
"Técnicos de nivel medio y trab. asimilados (003)",444,216,50,35,143
"Jefes y empleados de oficina (004)",391,96,30,49,216
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2165,2043,69,20,33
"Agricult.trabaj.calif.agrop.y pesqueros (006)",14295,14043,248,3,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",2092,1716,143,86,147
"Obreros construc.,conf.,papel, fab., instr. (008)",1615,1260,107,104,144
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",11675,10691,493,245,246
"Otra (010)",93,,,,93
"Ocupación no especificada (011)",859,798,35,12,14
"Hombres (012)",27964,24948,1171,685,1160
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",50,1,7,4,38
"Profes., científicos e intelectuales (014)",812,205,122,199,286
"Técnicos de nivel medio y trab. asimilados (015)",308,163,38,28,79
"Jefes y empleados de oficina (016)",199,37,12,27,123
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",835,756,39,16,24
"Agricult.trabaj.calif.agrop.y pesqueros (018)",13869,13622,243,3,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",1671,1304,140,83,144
"Obreros construc.,conf.,papel, fab., instr. (020)",1572,1229,103,100,140
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",8295,7412,444,218,221
"Otra (022)",93,,,,93
"Ocupación no especificada (023)",260,219,23,7,11
"Mujeres (024)",7452,6404,270,302,476
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",11,,2,1,8
"Profes., científicos e intelectuales (026)",914,283,135,229,267
"Técnicos de nivel medio y trab. asimilados (027)",136,53,12,7,64
"Jefes y empleados de oficina (028)",192,59,18,22,93
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1330,1287,30,4,9
"Agricult.trabaj.calif.agrop.y pesqueros (030)",426,421,5,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",421,412,3,3,3
"Obreros construc.,conf.,papel, fab., instr. (032)",43,31,4,4,4
