"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CELENDIN (000)",32198,95693,83939,,1651,87.7,1.7
"De 12 a 14 años (001)",3658,32,31,,7,96.9,21.9
"De 15 a 19 años (002)",4473,744,726,225,97.6,30.2,
"De 20 a 24 años (003)",3742,3504,3378,416,96.4,11.9,
"De 25 a 29 años (004)",3161,5843,5590,342,95.7,5.9,
"De 30 a 34 años (005)",2759,7579,7206,278,95.1,3.7,
"De 35 a 39 años (006)",2740,9965,9246,237,92.8,2.4,
"De 40 a 44 años (007)",2320,10464,9660,105,92.3,1,
"De 45 a 49 años (008)",1951,10359,9262,40,89.4,0.4,
"De 50 y más años (009)",7394,47203,38840,1,82.3,,
"Conviviente (010)",11453,41790,37378,1135,89.4,2.7,
"De 12 a 14 años (011)",60,21,21,5,100,23.8,
"De 15 a 19 años (012)",859,507,495,156,97.6,30.8,
"De 20 a 24 años (013)",1861,2428,2333,305,96.1,12.6,
"De 25 a 29 años (014)",1822,3898,3712,259,95.2,6.6,
"De 30 a 34 años (015)",1529,4668,4454,190,95.4,4.1,
"De 35 a 39 años (016)",1327,5485,5097,133,92.9,2.4,
"De 40 a 44 años (017)",1056,5430,5001,67,92.1,1.2,
"De 45 a 49 años (018)",825,4896,4351,20,88.9,0.4,
"De 50 y más años (019)",2114,14457,11914,,82.4,,
"Separado(a) (020)",1431,4481,3980,81,88.8,1.8,
"De 12 a 14 años (021)",3,2,2,,100,,
"De 15 a 19 años (022)",76,72,71,15,98.6,20.8,
"De 20 a 24 años (023)",202,258,254,28,98.4,10.9,
"De 25 a 29 años (024)",165,300,293,11,97.7,3.7,
"De 30 a 34 años (025)",135,321,309,13,96.3,4,
"De 35 a 39 años (026)",170,496,464,10,93.5,2,
"De 40 a 44 años (027)",155,586,534,4,91.1,0.7,
"De 45 a 49 años (028)",117,479,437,,91.2,,
"De 50 y más años (029)",408,1967,1616,,82.2,,
"Casado(a) (030)",6732,33733,29664,305,87.9,0.9,
"De 12 a 14 años (031)",3,,,,,,
"De 15 a 19 años (032)",69,48,45,10,93.8,20.8,
"De 20 a 24 años (033)",340,474,458,47,96.6,9.9,
"De 25 a 29 años (034)",563,1235,1183,50,95.8,4,
"De 30 a 34 años (035)",704,2141,2014,65,94.1,3,
"De 35 a 39 años (036)",898,3429,3153,83,92,2.4,
