"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia MARISCAL CACERES (000)",20852,2986,3238,10140,748,2525,832,383
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",43,42,,,1,,,
"Profes., científicos e intelectuales (002)",1268,1126,,130,6,5,1,
"Técnicos de nivel medio y trab. asimilados (003)",536,293,,200,32,11,,
"Jefes y empleados de oficina (004)",565,556,,3,,6,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2056,384,34,1328,60,248,2,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",7010,5,3,6406,596,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",980,,351,583,28,18,,
"Obreros construc.,conf.,papel, fab., instr. (008)",1226,124,315,761,14,12,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",6141,229,2446,492,1,2144,829,
"Otra (010)",134,134,,,,,,
"Ocupaciñn no especificada (011)",510,93,89,237,10,81,,
"Desocupado (012)",383,,,,,,,383
"Hombres (013)",15326,1692,2814,8272,662,1584,37,265
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",28,27,,,1,,,
"Profes., científicos e intelectuales (015)",663,564,,88,6,4,1,
"Técnicos de nivel medio y trab. asimilados (016)",375,197,,149,19,10,,
"Jefes y empleados de oficina (017)",277,273,,2,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",921,215,8,593,31,73,1,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",6503,5,3,5932,563,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",844,,327,475,24,18,,
"Obreros construc.,conf.,papel, fab., instr. (021)",1210,124,308,752,14,12,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",3901,120,2109,192,,1445,35,
"Otra (023)",130,130,,,,,,
"Ocupaciñn no especificada (024)",209,37,59,89,4,20,,
"Desocupado (025)",265,,,,,,,265
"Mujeres (026)",5526,1294,424,1868,86,941,795,118
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",15,15,,,,,,
"Profes., científicos e intelectuales (028)",605,562,,42,,1,,
"Técnicos de nivel medio y trab. asimilados (029)",161,96,,51,13,1,,
"Jefes y empleados de oficina (030)",288,283,,1,,4,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",1135,169,26,735,29,175,1,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",507,,,474,33,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",136,,24,108,4,,,
"Obreros construc.,conf.,papel, fab., instr. (034)",16,,7,9,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",2240,109,337,300,1,699,794,
"Otra (036)",4,4,,,,,,
"Ocupaciñn no especificada (037)",301,56,30,148,6,61,,
"Desocupado (038)",118,,,,,,,118
,,,,,,,,
"URBANA (039)",13148,2823,1678,6293,321,1108,656,269
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",42,41,,,1,,,
"Profes., científicos e intelectuales (041)",1164,1024,,128,6,5,1,
"Técnicos de nivel medio y trab. asimilados (042)",513,281,,190,32,10,,
"Jefes y empleados de oficina (043)",546,539,,3,,4,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",1828,373,33,1153,56,211,2,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",3160,2,1,2976,181,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",928,,335,552,26,15,,
"Obreros construc.,conf.,papel, fab., instr. (047)",1151,122,295,711,11,12,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",3078,224,943,453,1,804,653,
"Otra (049)",134,134,,,,,,
"Ocupaciñn no especificada (050)",335,83,71,127,7,47,,
"Desocupado (051)",269,,,,,,,269
"Hombres (052)",8961,1595,1428,4836,263,627,30,182
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",27,26,,,1,,,
"Profes., científicos e intelectuales (054)",603,504,,88,6,4,1,
"Técnicos de nivel medio y trab. asimilados (055)",357,189,,140,19,9,,
"Jefes y empleados de oficina (056)",265,262,,2,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",820,210,8,507,31,63,1,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",2896,2,1,2724,169,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",805,,311,456,23,15,,
"Obreros construc.,conf.,papel, fab., instr. (060)",1138,122,288,705,11,12,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",1612,118,775,176,,515,28,
"Otra (062)",130,130,,,,,,
"Ocupaciñn no especificada (063)",126,32,45,38,3,8,,
"Desocupado (064)",182,,,,,,,182
"Mujeres (065)",4187,1228,250,1457,58,481,626,87
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",15,15,,,,,,
"Profes., científicos e intelectuales (067)",561,520,,40,,1,,
"Técnicos de nivel medio y trab. asimilados (068)",156,92,,50,13,1,,
"Jefes y empleados de oficina (069)",281,277,,1,,3,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",1008,163,25,646,25,148,1,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",264,,,252,12,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",123,,24,96,3,,,
"Obreros construc.,conf.,papel, fab., instr. (073)",13,,7,6,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",1466,106,168,277,1,289,625,
"Otra (075)",4,4,,,,,,
"Ocupaciñn no especificada (076)",209,51,26,89,4,39,,
"Desocupado (077)",87,,,,,,,87
,,,,,,,,
"RURAL (078)",7704,163,1560,3847,427,1417,176,114
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",1,1,,,,,,
"Profes., científicos e intelectuales (080)",104,102,,2,,,,
"Técnicos de nivel medio y trab. asimilados (081)",23,12,,10,,1,,
"Jefes y empleados de oficina (082)",19,17,,,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",228,11,1,175,4,37,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",3850,3,2,3430,415,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",52,,16,31,2,3,,
"Obreros construc.,conf.,papel, fab., instr. (086)",75,2,20,50,3,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",3063,5,1503,39,,1340,176,
"Ocupaciñn no especificada (089)",175,10,18,110,3,34,,
"Desocupado (090)",114,,,,,,,114
"Hombres (091)",6365,97,1386,3436,399,957,7,83
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",1,1,,,,,,
"Profes., científicos e intelectuales (093)",60,60,,,,,,
"Técnicos de nivel medio y trab. asimilados (094)",18,8,,9,,1,,
"Jefes y empleados de oficina (095)",12,11,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",101,5,,86,,10,,
