"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",3355,2889,395,38,33
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",102509,55568,14922,13127,18892
"Obreros construc.,conf.,papel, fab., instr. (032)",23743,15164,2755,2709,3115
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",325269,285951,12596,11300,15422
"Otra (034)",5408,,,,5408
"Ocupación no especificada (035)",42486,27235,4185,4554,6512
,,,,,
"URBANA (036)",3282559,1890175,346533,402283,643568
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",10873,1107,2598,3113,4055
"Profes., científicos e intelectuales (038)",424229,110312,55611,96156,162150
"Técnicos de nivel medio y trab. asimilados (039)",341614,140954,41635,58648,100377
"Jefes y empleados de oficina (040)",261183,53462,33896,57724,116101
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",636278,508187,55897,43276,28918
"Agricult.trabaj.calif.agrop.y pesqueros (042)",16477,14088,1908,307,174
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",419178,244687,61793,49872,62826
"Obreros construc.,conf.,papel, fab., instr. (044)",389735,275262,36459,35540,42474
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",622830,479354,43628,42942,56906
"Otra (046)",47778,,,,47778
"Ocupación no especificada (047)",112384,62762,13108,14705,21809
"Hombres (048)",1944637,1079204,220007,242426,403000
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",7155,765,1649,1944,2797
"Profes., científicos e intelectuales (050)",209884,62226,25020,39570,83068
"Técnicos de nivel medio y trab. asimilados (051)",194907,84207,24675,33698,52327
"Jefes y empleados de oficina (052)",125406,22090,15375,27740,60201
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",300795,219915,31098,27788,21994
"Agricult.trabaj.calif.agrop.y pesqueros (054)",13265,11327,1527,270,141
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",316731,189136,46886,36762,43947
"Obreros construc.,conf.,papel, fab., instr. (056)",366013,260111,33707,32833,39362
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",298180,193879,31142,31667,41492
"Otra (058)",42371,,,,42371
"Ocupación no especificada (059)",69930,35548,8928,10154,15300
"Mujeres (060)",1337922,810971,126526,159857,240568
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",3718,342,949,1169,1258
"Profes., científicos e intelectuales (062)",214345,48086,30591,56586,79082
"Técnicos de nivel medio y trab. asimilados (063)",146707,56747,16960,24950,48050
"Jefes y empleados de oficina (064)",135777,31372,18521,29984,55900
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",335483,288272,24799,15488,6924
"Agricult.trabaj.calif.agrop.y pesqueros (066)",3212,2761,381,37,33
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",102447,55551,14907,13110,18879
"Obreros construc.,conf.,papel, fab., instr. (068)",23722,15151,2752,2707,3112
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",324650,285475,12486,11275,15414
"Otra (070)",5407,,,,5407
"Ocupación no especificada (071)",42454,27214,4180,4551,6509
,,,,,
"RURAL (072)",4211,2956,655,406,194
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",2,,2,,
"Profes., científicos e intelectuales (074)",107,41,24,19,23
"Técnicos de nivel medio y trab. asimilados (075)",93,47,13,19,14
"Jefes y empleados de oficina (076)",50,18,7,7,18
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",346,312,17,8,9
"Agricult.trabaj.calif.agrop.y pesqueros (078)",988,847,129,10,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",248,117,49,44,38
"Obreros construc.,conf.,papel, fab., instr. (080)",522,388,49,55,30
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",1756,1135,351,227,43
"Otra (082)",12,,,,12
"Ocupación no especificada (083)",87,51,14,17,5
"Hombres (084)",2998,2048,480,338,132
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",1,,1,,
"Profes., científicos e intelectuales (086)",42,18,9,9,6
"Técnicos de nivel medio y trab. asimilados (087)",59,29,10,14,6
"Jefes y empleados de oficina (088)",26,7,5,3,11
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",135,111,10,7,7
"Agricult.trabaj.calif.agrop.y pesqueros (090)",845,719,115,9,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",186,100,34,27,25
"Obreros construc.,conf.,papel, fab., instr. (092)",501,375,46,53,27
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1137,659,241,202,35
"Otra (094)",11,,,,11
"Ocupación no especificada (095)",55,30,9,14,2
"Mujeres (096)",1213,908,175,68,62
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,,1,,
"Profes., científicos e intelectuales (098)",65,23,15,10,17
"Técnicos de nivel medio y trab. asimilados (099)",34,18,3,5,8
"Jefes y empleados de oficina (100)",24,11,2,4,7
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",211,201,7,1,2
"Agricult.trabaj.calif.agrop.y pesqueros (102)",143,128,14,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",62,17,15,17,13
"Obreros construc.,conf.,papel, fab., instr. (104)",21,13,3,2,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",619,476,110,25,8
"Otra (106)",1,,,,1
"Ocupación no especificada (107)",32,21,5,3,3
