"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia LA MAR (000)",84177,43439,40738,34385,17597,16788,49792,25842,23950
"Menores de 1 año (001)",1822,953,869,670,349,321,1152,604,548
"Menores de 1 mes (002)",162,90,72,62,33,29,100,57,43
"De 1 a 11 meses (003)",1660,863,797,608,316,292,1052,547,505
"De 1 a 4 años (004)",8919,4609,4310,3351,1715,1636,5568,2894,2674
"1 año (005)",2013,1094,919,718,385,333,1295,709,586
"2 años (006)",2216,1125,1091,870,450,420,1346,675,671
"3 años (007)",2280,1147,1133,844,426,418,1436,721,715
"4 años (008)",2410,1243,1167,919,454,465,1491,789,702
"De 5 a 9 años (009)",11832,6005,5827,4460,2256,2204,7372,3749,3623
"5 años (010)",2238,1126,1112,795,394,401,1443,732,711
"6 años (011)",2263,1172,1091,835,440,395,1428,732,696
"7 años (012)",2506,1264,1242,969,483,486,1537,781,756
"8 años (013)",2514,1278,1236,959,483,476,1555,795,760
"9 años (014)",2311,1165,1146,902,456,446,1409,709,700
"De 10 a 14 años (015)",11801,6176,5625,4827,2492,2335,6974,3684,3290
"10 años (016)",2568,1329,1239,974,489,485,1594,840,754
"11 años (017)",2218,1122,1096,874,433,441,1344,689,655
"12 años (018)",2757,1469,1288,1117,600,517,1640,869,771
"13 años (019)",2213,1142,1071,946,475,471,1267,667,600
"14 años (020)",2045,1114,931,916,495,421,1129,619,510
"De 15 a 19 años (021)",8019,4278,3741,3620,1923,1697,4399,2355,2044
"15 años (022)",1794,951,843,846,452,394,948,499,449
"16 años (023)",1527,780,747,674,335,339,853,445,408
"17 años (024)",1674,905,769,776,411,365,898,494,404
"18 años (025)",1673,943,730,752,428,324,921,515,406
"19 años (026)",1351,699,652,572,297,275,779,402,377
"De 20 a 24 años (027)",6384,3409,2975,2696,1401,1295,3688,2008,1680
"20 años (028)",1628,883,745,677,361,316,951,522,429
"21 años (029)",1033,512,521,430,203,227,603,309,294
"22 años (030)",1376,747,629,585,323,262,791,424,367
"23 años (031)",1196,662,534,505,270,235,691,392,299
"24 años (032)",1151,605,546,499,244,255,652,361,291
"De 25 a 29 años (033)",6200,3322,2878,2812,1420,1392,3388,1902,1486
"25 años (034)",1261,681,580,582,309,273,679,372,307
"26 años (035)",1159,610,549,490,229,261,669,381,288
"27 años (036)",1322,710,612,615,297,318,707,413,294
"28 años (037)",1366,703,663,612,302,310,754,401,353
"29 años (038)",1092,618,474,513,283,230,579,335,244
"De 30 a 34 años (039)",5570,2947,2623,2476,1295,1181,3094,1652,1442
"30 años (040)",1464,765,699,650,321,329,814,444,370
"31 años (041)",826,437,389,357,173,184,469,264,205
"32 años (042)",1235,664,571,537,294,243,698,370,328
