"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia BONGARA (000)",27465,14148,13317,16460,8416,8044,11005,5732,5273
"Menores de 1 año (001)",495,260,235,272,146,126,223,114,109
"Menores de 1 mes (002)",41,17,24,19,9,10,22,8,14
"De 1 a 11 meses (003)",454,243,211,253,137,116,201,106,95
"De 1 a 4 años (004)",2400,1180,1220,1307,649,658,1093,531,562
"1 año (005)",569,303,266,306,167,139,263,136,127
"2 años (006)",618,280,338,327,155,172,291,125,166
"3 años (007)",615,304,311,348,170,178,267,134,133
"4 años (008)",598,293,305,326,157,169,272,136,136
"De 5 a 9 años (009)",3008,1535,1473,1695,847,848,1313,688,625
"5 años (010)",575,299,276,312,158,154,263,141,122
"6 años (011)",559,274,285,295,137,158,264,137,127
"7 años (012)",611,299,312,353,173,180,258,126,132
"8 años (013)",651,337,314,364,186,178,287,151,136
"9 años (014)",612,326,286,371,193,178,241,133,108
"De 10 a 14 años (015)",3431,1771,1660,1970,1031,939,1461,740,721
"10 años (016)",667,351,316,367,193,174,300,158,142
"11 años (017)",648,322,326,349,171,178,299,151,148
"12 años (018)",696,363,333,401,212,189,295,151,144
"13 años (019)",685,336,349,394,195,199,291,141,150
"14 años (020)",735,399,336,459,260,199,276,139,137
"De 15 a 19 años (021)",2956,1606,1350,1776,984,792,1180,622,558
"15 años (022)",697,368,329,432,228,204,265,140,125
"16 años (023)",636,338,298,408,221,187,228,117,111
"17 años (024)",593,298,295,331,167,164,262,131,131
"18 años (025)",568,335,233,331,200,131,237,135,102
"19 años (026)",462,267,195,274,168,106,188,99,89
"De 20 a 24 años (027)",2208,1151,1057,1230,630,600,978,521,457
"20 años (028)",477,250,227,254,132,122,223,118,105
"21 años (029)",359,195,164,213,113,100,146,82,64
"22 años (030)",457,245,212,251,132,119,206,113,93
"23 años (031)",464,251,213,259,136,123,205,115,90
"24 años (032)",451,210,241,253,117,136,198,93,105
"De 25 a 29 años (033)",2002,1052,950,1188,600,588,814,452,362
"25 años (034)",387,213,174,226,117,109,161,96,65
"26 años (035)",422,215,207,246,123,123,176,92,84
"27 años (036)",455,229,226,265,127,138,190,102,88
"28 años (037)",388,217,171,228,124,104,160,93,67
"29 años (038)",350,178,172,223,109,114,127,69,58
"De 30 a 34 años (039)",1888,974,914,1202,604,598,686,370,316
"30 años (040)",452,252,200,283,147,136,169,105,64
"31 años (041)",300,148,152,185,85,100,115,63,52
"32 años (042)",385,200,185,247,128,119,138,72,66
"33 años (043)",401,208,193,244,131,113,157,77,80
"34 años (044)",350,166,184,243,113,130,107,53,54
"De 35 a 39 años (045)",1959,993,966,1257,633,624,702,360,342
"35 años (046)",407,206,201,255,121,134,152,85,67
