"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Sin nivel (031)",60,4,8,13,18,17
"Educación inicial (032)",1,,1,,,
"Primaria (033)",427,7,153,166,85,16
"Secundaria (034)",755,9,524,175,46,1
"Superior no univ. incompleta (035)",97,,58,35,4,
"Superior no univ. completa (036)",169,,101,62,5,1
"Superior univ. incompleta (037)",36,,23,10,3,
"Superior univ. completa (038)",106,,53,48,4,1
"No PEA (040)",39302,16868,11454,4290,3483,3207
"Sin nivel (041)",3978,318,120,307,1168,2065
"Educación inicial (042)",979,963,12,4,,
"Primaria (043)",19215,12424,1810,2256,1789,936
"Secundaria (044)",12120,3163,7267,1190,373,127
"Superior no univ. incompleta (045)",1243,,1049,148,33,13
"Superior no univ. completa (046)",596,,328,195,50,23
"Superior univ. incompleta (047)",845,,741,72,25,7
"Superior univ. completa (048)",326,,127,118,45,36
,,,,,,
"URBANA (060)",31337,8354,9605,6724,4453,2201
"Sin nivel (061)",2390,105,69,213,804,1199
"Educación inicial (062)",471,459,8,4,,
"Primaria (063)",11397,5799,930,2058,1845,765
"Secundaria (064)",10961,1991,5740,2201,886,143
"Superior no univ. incompleta (065)",1596,,1079,382,121,14
"Superior no univ. completa (066)",1962,,754,912,265,31
"Superior univ. incompleta (067)",1053,,688,231,125,9
"Superior univ. completa (068)",1507,,337,723,407,40
"PEA (070)",11290,144,3385,4372,2806,583
"Sin nivel (071)",625,2,17,71,310,225
"Educación inicial (072)",5,1,2,2,,
"Primaria (073)",2835,84,353,1037,1069,292
"Secundaria (074)",3958,57,1774,1445,639,43
"Superior no univ. incompleta (075)",711,,334,273,102,2
"Superior no univ. completa (076)",1472,,504,743,217,8
"Superior univ. incompleta (077)",430,,156,170,102,2
"Superior univ. completa (078)",1254,,245,631,367,11
"Ocupada (080)",10262,136,2854,4025,2694,553
"Sin nivel (081)",585,1,14,62,297,211
"Educación inicial (082)",4,1,1,2,,
"Primaria (083)",2615,83,303,933,1017,279
"Secundaria (084)",3519,51,1487,1332,607,42
"Superior no univ. incompleta (085)",639,,288,250,99,2
"Superior no univ. completa (086)",1336,,424,693,212,7
"Superior univ. incompleta (087)",397,,135,161,99,2
"Superior univ. completa (088)",1167,,202,592,363,10
"Desocupada (090)",1028,8,531,347,112,30
"Sin nivel (091)",40,1,3,9,13,14
"Educación inicial (092)",1,,1,,,
"Primaria (093)",220,1,50,104,52,13
"Secundaria (094)",439,6,287,113,32,1
"Superior no univ. incompleta (095)",72,,46,23,3,
"Superior no univ. completa (096)",136,,80,50,5,1
"Superior univ. incompleta (097)",33,,21,9,3,
"Superior univ. completa (098)",87,,43,39,4,1
"No PEA (100)",20047,8210,6220,2352,1647,1618
"Sin nivel (101)",1765,103,52,142,494,974
"Educación inicial (102)",466,458,6,2,,
"Primaria (103)",8562,5715,577,1021,776,473
"Secundaria (104)",7003,1934,3966,756,247,100
"Superior no univ. incompleta (105)",885,,745,109,19,12
"Superior no univ. completa (106)",490,,250,169,48,23
"Superior univ. incompleta (107)",623,,532,61,23,7
"Superior univ. completa (108)",253,,92,92,40,29
,,,,,,
"RURAL (120)",33921,8893,9359,6531,5885,3253
"Sin nivel (121)",4268,236,141,398,1573,1920
"Educación inicial (122)",533,512,14,7,,
"Primaria (123)",17586,6867,2610,3523,3368,1218
"Secundaria (124)",9662,1278,5586,1973,738,87
"Superior no univ. incompleta (125)",610,,404,150,52,4
"Superior no univ. completa (126)",493,,237,208,41,7
"Superior univ. incompleta (127)",337,,242,68,27,
"Superior univ. completa (128)",432,,125,204,86,17
"PEA (130)",14666,235,4125,4593,4049,1664
"Sin nivel (131)",2055,21,73,233,899,829
"Educación inicial (132)",20,7,8,5,,
"Primaria (133)",6933,158,1377,2288,2355,755
"Secundaria (134)",4545,49,2285,1539,612,60
"Superior no univ. incompleta (135)",252,,100,111,38,3
"Superior no univ. completa (136)",387,,159,182,39,7
"Superior univ. incompleta (137)",115,,33,57,25,
"Superior univ. completa (138)",359,,90,178,81,10
"Ocupada (140)",14043,223,3735,4431,3996,1658
"Sin nivel (141)",2035,18,68,229,894,826
"Educación inicial (142)",20,7,8,5,,
"Primaria (143)",6726,152,1274,2226,2322,752
"Secundaria (144)",4229,46,2048,1477,598,60
"Superior no univ. incompleta (145)",227,,88,99,37,3
"Superior no univ. completa (146)",354,,138,170,39,7
"Superior univ. incompleta (147)",112,,31,56,25,
"Superior univ. completa (148)",340,,80,169,81,10
"Desocupada (150)",623,12,390,162,53,6
"Sin nivel (151)",20,3,5,4,5,3
"Primaria (153)",207,6,103,62,33,3
"Secundaria (154)",316,3,237,62,14,
"Superior no univ. incompleta (155)",25,,12,12,1,
"Superior no univ. completa (156)",33,,21,12,,
"Superior univ. incompleta (157)",3,,2,1,,
"Superior univ. completa (158)",19,,10,9,,
"No PEA (160)",19255,8658,5234,1938,1836,1589
"Sin nivel (161)",2213,215,68,165,674,1091
"Educación inicial (162)",513,505,6,2,,
"Primaria (163)",10653,6709,1233,1235,1013,463
"Secundaria (164)",5117,1229,3301,434,126,27
"Superior no univ. incompleta (165)",358,,304,39,14,1
"Superior no univ. completa (166)",106,,78,26,2,
"Superior univ. incompleta (167)",222,,209,11,2,
"Superior univ. completa (168)",73,,35,26,5,7
