"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia HUAROCHIRI (000)",33301,5468,8891,13638,451,3123,802,928
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",90,89,,,1,,,
"Profes., científicos e intelectuales (002)",1894,1594,,274,19,5,2,
"Técnicos de nivel medio y trab. asimilados (003)",1126,756,,305,61,2,2,
"Jefes y empleados de oficina (004)",825,821,,2,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",3494,814,88,2221,77,290,4,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",7213,1,12,7010,188,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",3767,,2798,918,39,12,,
"Obreros construc.,conf.,papel, fab., instr. (008)",2989,314,1420,1204,35,16,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",10073,828,4322,1409,17,2703,794,
"Otra (010)",120,120,,,,,,
"Ocupación no especificada (011)",782,131,251,295,14,91,,
"Desocupado (012)",928,,,,,,,928
"Hombres (013)",22676,3105,7931,9392,315,1276,31,626
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",60,59,,,1,,,
"Profes., científicos e intelectuales (015)",927,749,,159,15,3,1,
"Técnicos de nivel medio y trab. asimilados (016)",773,499,,224,48,2,,
"Jefes y empleados de oficina (017)",427,425,,1,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",1317,431,28,755,29,74,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",5653,1,12,5494,145,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",3416,,2609,767,33,7,,
"Obreros construc.,conf.,papel, fab., instr. (021)",2928,310,1399,1173,33,13,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",6035,450,3708,693,2,1152,30,
"Otra (023)",114,114,,,,,,
"Ocupación no especificada (024)",400,67,175,126,9,23,,
"Desocupado (025)",626,,,,,,,626
"Mujeres (026)",10625,2363,960,4246,136,1847,771,302
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",30,30,,,,,,
"Profes., científicos e intelectuales (028)",967,845,,115,4,2,1,
"Técnicos de nivel medio y trab. asimilados (029)",353,257,,81,13,,2,
"Jefes y empleados de oficina (030)",398,396,,1,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",2177,383,60,1466,48,216,4,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",1560,,,1516,43,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",351,,189,151,6,5,,
"Obreros construc.,conf.,papel, fab., instr. (034)",61,4,21,31,2,3,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",4038,378,614,716,15,1551,764,
"Otra (036)",6,6,,,,,,
"Ocupación no especificada (037)",382,64,76,169,5,68,,
"Desocupado (038)",302,,,,,,,302
,,,,,,,,
"URBANA (039)",21854,4445,5134,8921,291,1779,572,712
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",74,73,,,1,,,
"Profes., científicos e intelectuales (041)",1612,1356,,236,14,4,2,
"Técnicos de nivel medio y trab. asimilados (042)",870,587,,225,54,2,2,
"Jefes y empleados de oficina (043)",668,666,,2,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",2795,642,72,1783,54,241,3,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",4073,1,3,3985,83,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",2168,,1490,637,30,11,,
"Obreros construc.,conf.,papel, fab., instr. (047)",2229,266,1016,907,26,14,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",6043,638,2411,962,16,1451,565,
"Otra (049)",108,108,,,,,,
"Ocupación no especificada (050)",502,108,142,184,13,55,,
"Desocupado (051)",712,,,,,,,712
"Hombres (052)",14087,2424,4500,5812,190,666,21,474
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",50,49,,,1,,,
"Profes., científicos e intelectuales (054)",782,624,,143,12,2,1,
"Técnicos de nivel medio y trab. asimilados (055)",566,357,,166,41,2,,
"Jefes y empleados de oficina (056)",323,322,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",1045,321,20,627,19,58,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",3089,1,3,3027,57,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",1882,,1340,511,25,6,,
"Obreros construc.,conf.,papel, fab., instr. (060)",2185,262,1000,888,24,11,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",3335,330,2029,384,2,570,20,
"Otra (062)",103,103,,,,,,
"Ocupación no especificada (063)",253,55,108,65,9,16,,
"Desocupado (064)",474,,,,,,,474
"Mujeres (065)",7767,2021,634,3109,101,1113,551,238
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",24,24,,,,,,
"Profes., científicos e intelectuales (067)",830,732,,93,2,2,1,
"Técnicos de nivel medio y trab. asimilados (068)",304,230,,59,13,,2,
"Jefes y empleados de oficina (069)",345,344,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",1750,321,52,1156,35,183,3,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",984,,,958,26,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",286,,150,126,5,5,,
"Obreros construc.,conf.,papel, fab., instr. (073)",44,4,16,19,2,3,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",2708,308,382,578,14,881,545,
"Otra (075)",5,5,,,,,,
"Ocupación no especificada (076)",249,53,34,119,4,39,,
"Desocupado (077)",238,,,,,,,238
,,,,,,,,
"RURAL (078)",11447,1023,3757,4717,160,1344,230,216
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",16,16,,,,,,
"Profes., científicos e intelectuales (080)",282,238,,38,5,1,,
"Técnicos de nivel medio y trab. asimilados (081)",256,169,,80,7,,,
"Jefes y empleados de oficina (082)",157,155,,,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",699,172,16,438,23,49,1,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",3140,,9,3025,105,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",1599,,1308,281,9,1,,
"Obreros construc.,conf.,papel, fab., instr. (086)",760,48,404,297,9,2,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",4030,190,1911,447,1,1252,229,
"Otra (088)",12,12,,,,,,
"Ocupación no especificada (089)",280,23,109,111,1,36,,
"Desocupado (090)",216,,,,,,,216
"Hombres (091)",8589,681,3431,3580,125,610,10,152
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",10,10,,,,,,
"Profes., científicos e intelectuales (093)",145,125,,16,3,1,,
"Técnicos de nivel medio y trab. asimilados (094)",207,142,,58,7,,,
"Jefes y empleados de oficina (095)",104,103,,,,1,,
