"CUADRO Nº 25: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia SECHURA (000)",19149,2752,4993,8784,736,1461,423
"Agric., ganadería, caza y silvicultura (001)",4358,8,865,2483,229,773,
"Pesca (002)",3946,46,2183,1253,242,222,
"Explotación de minas y canteras (003)",24,11,10,3,,,
"Industrias manufactureras (004)",1675,89,885,608,55,38,
"Suministro de electricidad, gas y agua (005)",25,10,11,4,,,
"Construcción (006)",636,13,374,212,33,4,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",3032,372,116,2156,96,292,
"Venta, mant.y rep. veh.autom y motoc. (008)",248,23,67,138,14,6,
"Comercio al por mayor (009)",335,65,26,216,14,14,
"Comercio al por menor (010)",2449,284,23,1802,68,272,
"Hoteles y restaurantes (011)",713,159,50,429,29,46,
"Trans., almac. y comunicaciones (012)",1680,244,234,1162,20,20,
"Intermediación financiera (013)",34,32,,2,,,
"Activid.inmobil., empres. y alquileres (014)",403,245,63,85,5,5,
"Admin.pub. y defensa; p. segur soc.afil (015)",704,582,122,,,,
"Enseñanza (016)",663,582,2,75,,4,
"Servicios sociales y de salud (017)",138,115,2,21,,,
"Otras activ. serv.comun.soc y personales (018)",429,186,32,198,10,3,
"Hogares privados con servicio doméstico (019)",423,,,,,,423
"Actividad economica no especificada (021)",266,58,44,93,17,54,
"Hombres (022)",13965,1408,4280,6580,637,1047,13
"Agric., ganadería, caza y silvicultura (023)",4124,6,801,2407,221,689,
"Pesca (024)",3880,36,2149,1237,241,217,
"Explotación de minas y canteras (025)",20,7,10,3,,,
"Industrias manufactureras (026)",943,66,424,383,49,21,
"Suministro de electricidad, gas y agua (027)",23,8,11,4,,,
"Construcción (028)",620,7,365,211,33,4,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1301,178,111,890,49,73,
"Venta, mant.y rep. veh.autom y motoc. (030)",236,21,65,135,13,2,
"Comercio al por mayor (031)",245,41,24,165,13,2,
"Comercio al por menor (032)",820,116,22,590,23,69,
"Hoteles y restaurantes (033)",109,36,14,47,3,9,
"Trans., almac. y comunicaciones (034)",1607,194,227,1148,20,18,
"Intermediación financiera (035)",14,14,,,,,
"Activid.inmobil., empres. y alquileres (036)",263,147,45,67,4,,
"Admin.pub. y defensa; p. segur soc.afil (037)",386,298,88,,,,
"Enseñanza (038)",264,231,2,29,,2,
"Servicios sociales y de salud (039)",49,44,,5,,,
"Otras activ. serv.comun.soc y personales (040)",276,119,21,125,10,1,
"Hogares privados con servicio doméstico (041)",13,,,,,,13
"Actividad economica no especificada (043)",73,17,12,24,7,13,
"Mujeres (044)",5184,1344,713,2204,99,414,410
"Agric., ganadería, caza y silvicultura (045)",234,2,64,76,8,84,
"Pesca (046)",66,10,34,16,1,5,
"Explotación de minas y canteras (047)",4,4,,,,,
"Industrias manufactureras (048)",732,23,461,225,6,17,
"Suministro de electricidad, gas y agua (049)",2,2,,,,,
"Construcción (050)",16,6,9,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1731,194,5,1266,47,219,
"Venta, mant.y rep. veh.autom y motoc. (052)",12,2,2,3,1,4,
"Comercio al por mayor (053)",90,24,2,51,1,12,
"Comercio al por menor (054)",1629,168,1,1212,45,203,
"Hoteles y restaurantes (055)",604,123,36,382,26,37,
"Trans., almac. y comunicaciones (056)",73,50,7,14,,2,
"Intermediación financiera (057)",20,18,,2,,,
"Activid.inmobil., empres. y alquileres (058)",140,98,18,18,1,5,
"Admin.pub. y defensa; p. segur soc.afil (059)",318,284,34,,,,
"Enseñanza (060)",399,351,,46,,2,
"Servicios sociales y de salud (061)",89,71,2,16,,,
"Otras activ. serv.comun.soc y personales (062)",153,67,11,73,,2,
"Hogares privados con servicio doméstico (063)",410,,,,,,410
"Actividad economica no especificada (065)",193,41,32,69,10,41,
,,,,,,,
"URBANA (066)",17776,2676,4724,8103,691,1173,409
"Agric., ganadería, caza y silvicultura (067)",3520,7,678,2064,188,583,
"Pesca (068)",3812,46,2141,1218,241,166,
"Explotación de minas y canteras (069)",23,11,10,2,,,
"Industrias manufactureras (070)",1627,89,878,570,55,35,
"Suministro de electricidad, gas y agua (071)",25,10,11,4,,,
"Construcción (072)",633,13,371,212,33,4,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",2852,341,98,2042,96,275,
"Venta, mant.y rep. veh.autom y motoc. (074)",241,23,64,134,14,6,
"Comercio al por mayor (075)",330,63,25,214,14,14,
"Comercio al por menor (076)",2281,255,9,1694,68,255,
"Hoteles y restaurantes (077)",660,157,50,400,28,25,
"Trans., almac. y comunicaciones (078)",1633,241,228,1124,20,20,
"Intermediación financiera (079)",34,32,,2,,,
"Activid.inmobil., empres. y alquileres (080)",394,238,61,85,5,5,
"Admin.pub. y defensa; p. segur soc.afil (081)",697,576,121,,,,
"Enseñanza (082)",644,564,2,74,,4,
"Servicios sociales y de salud (083)",133,110,2,21,,,
"Otras activ. serv.comun.soc y personales (084)",420,184,30,193,10,3,
"Hogares privados con servicio doméstico (085)",409,,,,,,409
"Actividad economica no especificada (087)",260,57,43,92,15,53,
"Hombres (088)",12835,1361,4031,6017,595,818,13
"Agric., ganadería, caza y silvicultura (089)",3345,5,626,2006,181,527,
"Pesca (090)",3748,36,2107,1203,240,162,
"Explotación de minas y canteras (091)",19,7,10,2,,,
"Industrias manufactureras (092)",929,66,421,372,49,21,
"Suministro de electricidad, gas y agua (093)",23,8,11,4,,,
"Construcción (094)",617,7,362,211,33,4,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1171,150,94,815,49,63,
"Venta, mant.y rep. veh.autom y motoc. (096)",229,21,62,131,13,2,
"Comercio al por mayor (097)",243,40,23,165,13,2,
"Comercio al por menor (098)",699,89,9,519,23,59,
"Hoteles y restaurantes (099)",104,36,14,45,2,7,
"Trans., almac. y comunicaciones (100)",1561,191,221,1111,20,18,
"Intermediación financiera (101)",14,14,,,,,
"Activid.inmobil., empres. y alquileres (102)",255,141,43,67,4,,
"Admin.pub. y defensa; p. segur soc.afil (103)",381,294,87,,,,
"Enseñanza (104)",261,228,2,29,,2,
"Servicios sociales y de salud (105)",49,44,,5,,,
"Otras activ. serv.comun.soc y personales (106)",273,118,21,123,10,1,
"Hogares privados con servicio doméstico (107)",13,,,,,,13
"Actividad economica no especificada (109)",72,16,12,24,7,13,
"Mujeres (110)",4941,1315,693,2086,96,355,396
"Agric., ganadería, caza y silvicultura (111)",175,2,52,58,7,56,
"Pesca (112)",64,10,34,15,1,4,
"Explotación de minas y canteras (113)",4,4,,,,,
"Industrias manufactureras (114)",698,23,457,198,6,14,
"Suministro de electricidad, gas y agua (115)",2,2,,,,,
"Construcción (116)",16,6,9,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1681,191,4,1227,47,212,
"Venta, mant.y rep. veh.autom y motoc. (118)",12,2,2,3,1,4,
