"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUARAL (000)",65436,14666,20212,23709,1813,3210,1826
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",109,94,,,15,,
"Profes., científicos e intelectuales (002)",4647,3966,,606,60,14,1
"Técnicos de nivel medio y trab. asimilados (003)",2726,1756,,824,124,20,2
"Jefes y empleados de oficina (004)",2323,2295,,5,,23,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",10837,2996,174,6351,267,1036,13
"Agricult.trabaj. calif.agrop. y pesqueros (006)",7463,37,173,6176,1076,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",4282,,2189,1896,103,94,
"Obreros construc.,conf., papel, fab., instr. (008)",7835,859,2500,4303,112,60,1
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",23598,1992,14739,3161,41,1856,1809
"Otra (010)",286,286,,,,,
"Ocupación no especificada (011)",1330,385,437,387,15,106,
"Hombres (012)",43115,8069,16014,16115,1423,1428,66
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",79,69,,,10,,
"Profes., científicos e intelectuales (014)",2081,1644,,385,43,8,1
"Técnicos de nivel medio y trab. asimilados (015)",1685,1000,,585,86,14,
"Jefes y empleados de oficina (016)",1084,1069,,3,,12,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",4787,1728,77,2638,130,213,1
"Agricult.trabaj. calif.agrop. y pesqueros (018)",6336,33,171,5198,933,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",3640,,1892,1579,90,79,
"Obreros construc.,conf., papel, fab., instr. (020)",7518,843,2388,4128,107,51,1
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",14927,1246,11190,1403,16,1009,63
"Otra (022)",268,268,,,,,
"Ocupación no especificada (023)",710,169,296,196,8,41,
"Mujeres (024)",22321,6597,4198,7594,390,1782,1760
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",30,25,,,5,,
"Profes., científicos e intelectuales (026)",2566,2322,,221,17,6,
"Técnicos de nivel medio y trab. asimilados (027)",1041,756,,239,38,6,2
"Jefes y empleados de oficina (028)",1239,1226,,2,,11,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",6050,1268,97,3713,137,823,12
"Agricult.trabaj. calif.agrop. y pesqueros (030)",1127,4,2,978,143,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",642,,297,317,13,15,
"Obreros construc.,conf., papel, fab., instr. (032)",317,16,112,175,5,9,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",8671,746,3549,1758,25,847,1746
"Otra (034)",18,18,,,,,
"Ocupación no especificada (035)",620,216,141,191,7,65,
,,,,,,,
"URBANA (036)",53933,13576,14352,20786,1222,2407,1590
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",99,85,,,14,,
"Profes., científicos e intelectuales (038)",4346,3714,,560,59,12,1
"Técnicos de nivel medio y trab. asimilados (039)",2541,1611,,793,116,20,1
"Jefes y empleados de oficina (040)",2183,2155,,5,,23,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",10130,2779,145,5939,255,999,13
"Agricult.trabaj. calif.agrop. y pesqueros (042)",5134,26,160,4409,538,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",3913,,1972,1797,90,54,
"Obreros construc.,conf., papel, fab., instr. (044)",7119,768,2256,3964,100,30,1
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",16989,1814,9436,2950,37,1178,1574
"Otra (046)",265,265,,,,,
"Ocupación no especificada (047)",1214,359,383,369,13,90,
"Hombres (048)",34723,7409,11564,13844,897,956,53
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",70,61,,,9,,
"Profes., científicos e intelectuales (050)",1949,1544,,354,42,8,1
"Técnicos de nivel medio y trab. asimilados (051)",1583,923,,567,79,14,
"Jefes y empleados de oficina (052)",1023,1008,,3,,12,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",4468,1581,68,2491,126,201,1
"Agricult.trabaj. calif.agrop. y pesqueros (054)",4266,22,159,3639,445,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",3315,,1702,1496,78,39,
"Obreros construc.,conf., papel, fab., instr. (056)",6825,753,2151,3801,95,24,1
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",10345,1117,7228,1308,16,626,50
"Otra (058)",247,247,,,,,
"Ocupación no especificada (059)",632,153,256,185,7,31,
"Mujeres (060)",19210,6167,2788,6942,325,1451,1537
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",29,24,,,5,,
"Profes., científicos e intelectuales (062)",2397,2170,,206,17,4,
"Técnicos de nivel medio y trab. asimilados (063)",958,688,,226,37,6,1
"Jefes y empleados de oficina (064)",1160,1147,,2,,11,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",5662,1198,77,3448,129,798,12
"Agricult.trabaj. calif.agrop. y pesqueros (066)",868,4,1,770,93,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",598,,270,301,12,15,
"Obreros construc.,conf., papel, fab., instr. (068)",294,15,105,163,5,6,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",6644,697,2208,1642,21,552,1524
"Otra (070)",18,18,,,,,
"Ocupación no especificada (071)",582,206,127,184,6,59,
,,,,,,,
"RURAL (072)",11503,1090,5860,2923,591,803,236
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",10,9,,,1,,
"Profes., científicos e intelectuales (074)",301,252,,46,1,2,
"Técnicos de nivel medio y trab. asimilados (075)",185,145,,31,8,,1
"Jefes y empleados de oficina (076)",140,140,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",707,217,29,412,12,37,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",2329,11,13,1767,538,,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",369,,217,99,13,40,
"Obreros construc.,conf., papel, fab., instr. (080)",716,91,244,339,12,30,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",6609,178,5303,211,4,678,235
"Otra (082)",21,21,,,,,
"Ocupación no especificada (083)",116,26,54,18,2,16,
"Hombres (084)",8392,660,4450,2271,526,472,13
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",9,8,,,1,,
"Profes., científicos e intelectuales (086)",132,100,,31,1,,
"Técnicos de nivel medio y trab. asimilados (087)",102,77,,18,7,,
"Jefes y empleados de oficina (088)",61,61,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",319,147,9,147,4,12,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",2070,11,12,1559,488,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",325,,190,83,12,40,
"Obreros construc.,conf., papel, fab., instr. (092)",693,90,237,327,12,27,
