"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia ATALAYA (000)",43933,22940,20993,15428,8099,7329,28505,14841,13664
"Menores de 1 año (001)",1532,757,775,425,216,209,1107,541,566
"Menores de 1 mes (002)",143,68,75,32,18,14,111,50,61
"De 1 a 11 meses (003)",1389,689,700,393,198,195,996,491,505
"De 1 a 4 años (004)",6305,3096,3209,1746,867,879,4559,2229,2330
"1 año (005)",1485,758,727,444,219,225,1041,539,502
"2 años (006)",1625,795,830,448,224,224,1177,571,606
"3 años (007)",1652,775,877,445,214,231,1207,561,646
"4 años (008)",1543,768,775,409,210,199,1134,558,576
"De 5 a 9 años (009)",6403,3271,3132,1790,886,904,4613,2385,2228
"5 años (010)",1287,678,609,344,169,175,943,509,434
"6 años (011)",1270,646,624,372,185,187,898,461,437
"7 años (012)",1407,753,654,389,207,182,1018,546,472
"8 años (013)",1262,606,656,355,172,183,907,434,473
"9 años (014)",1177,588,589,330,153,177,847,435,412
"De 10 a 14 años (015)",5914,3211,2703,2045,1089,956,3869,2122,1747
"10 años (016)",1358,749,609,369,193,176,989,556,433
"11 años (017)",1200,675,525,405,233,172,795,442,353
"12 años (018)",1240,689,551,429,227,202,811,462,349
"13 años (019)",1093,579,514,429,223,206,664,356,308
"14 años (020)",1023,519,504,413,213,200,610,306,304
"De 15 a 19 años (021)",4686,2310,2376,1720,880,840,2966,1430,1536
"15 años (022)",1005,476,529,405,200,205,600,276,324
"16 años (023)",941,465,476,383,200,183,558,265,293
"17 años (024)",941,464,477,350,181,169,591,283,308
"18 años (025)",980,487,493,295,151,144,685,336,349
"19 años (026)",819,418,401,287,148,139,532,270,262
"De 20 a 24 años (027)",3806,1882,1924,1372,677,695,2434,1205,1229
"20 años (028)",923,450,473,289,147,142,634,303,331
"21 años (029)",639,304,335,265,118,147,374,186,188
"22 años (030)",833,426,407,284,151,133,549,275,274
"23 años (031)",691,331,360,263,121,142,428,210,218
"24 años (032)",720,371,349,271,140,131,449,231,218
"De 25 a 29 años (033)",3192,1636,1556,1284,629,655,1908,1007,901
"25 años (034)",707,356,351,257,115,142,450,241,209
"26 años (035)",532,258,274,229,100,129,303,158,145
"27 años (036)",722,390,332,311,162,149,411,228,183
"28 años (037)",698,358,340,279,145,134,419,213,206
"29 años (038)",533,274,259,208,107,101,325,167,158
"De 30 a 34 años (039)",2696,1415,1281,1156,612,544,1540,803,737
"30 años (040)",744,369,375,298,151,147,446,218,228
"31 años (041)",411,225,186,191,97,94,220,128,92
"32 años (042)",619,331,288,251,134,117,368,197,171
"33 años (043)",453,237,216,216,122,94,237,115,122
"34 años (044)",469,253,216,200,108,92,269,145,124
