"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",4131,3828,121,72,110
"Otra (034)",6,,,,6
"Ocupación no especificada (035)",383,333,22,15,13
,,,,,
"URBANA (036)",21279,14863,1780,1769,2867
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",74,,7,12,55
"Profes., científicos e intelectuales (038)",1612,389,236,403,584
"Técnicos de nivel medio y trab. asimilados (039)",871,385,103,122,261
"Jefes y empleados de oficina (040)",668,95,59,105,409
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",2805,2393,242,64,106
"Agricult.trabaj.calif.agrop.y pesqueros (042)",4082,3958,123,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",2170,1030,269,366,505
"Obreros construc.,conf.,papel, fab., instr. (044)",2229,1493,261,203,272
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",6157,4753,431,436,537
"Otra (046)",108,,,,108
"Ocupación no especificada (047)",503,367,49,57,30
"Hombres (048)",13689,8987,1311,1383,2008
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",50,,4,9,37
"Profes., científicos e intelectuales (050)",782,197,107,211,267
"Técnicos de nivel medio y trab. asimilados (051)",567,259,74,99,135
"Jefes y empleados de oficina (052)",323,35,30,52,206
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1054,815,120,41,78
"Agricult.trabaj.calif.agrop.y pesqueros (054)",3095,3001,93,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",1884,847,241,346,450
"Obreros construc.,conf.,papel, fab., instr. (056)",2185,1465,255,202,263
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",3393,2220,348,377,448
"Otra (058)",103,,,,103
"Ocupación no especificada (059)",253,148,39,45,21
"Mujeres (060)",7590,5876,469,386,859
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",24,,3,3,18
"Profes., científicos e intelectuales (062)",830,192,129,192,317
"Técnicos de nivel medio y trab. asimilados (063)",304,126,29,23,126
"Jefes y empleados de oficina (064)",345,60,29,53,203
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1751,1578,122,23,28
"Agricult.trabaj.calif.agrop.y pesqueros (066)",987,957,30,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",286,183,28,20,55
"Obreros construc.,conf.,papel, fab., instr. (068)",44,28,6,1,9
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",2764,2533,83,59,89
"Otra (070)",5,,,,5
"Ocupación no especificada (071)",250,219,10,12,9
,,,,,
"RURAL (072)",11333,8190,876,1035,1232
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",16,,2,1,13
"Profes., científicos e intelectuales (074)",282,98,44,33,107
"Técnicos de nivel medio y trab. asimilados (075)",256,108,38,35,75
"Jefes y empleados de oficina (076)",157,30,22,28,77
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",701,602,43,33,23
"Agricult.trabaj.calif.agrop.y pesqueros (078)",3154,3080,73,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",1599,454,229,414,502
"Obreros construc.,conf.,papel, fab., instr. (080)",761,446,92,129,94
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",4115,3146,310,346,313
"Otra (082)",12,,,,12
"Ocupación no especificada (083)",280,226,23,15,16
"Hombres (084)",8492,5671,745,977,1099
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",10,,1,1,8
"Profes., científicos e intelectuales (086)",145,44,25,21,55
"Técnicos de nivel medio y trab. asimilados (087)",207,76,34,33,64
"Jefes y empleados de oficina (088)",104,21,16,16,51
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",272,205,19,30,18
"Agricult.trabaj.calif.agrop.y pesqueros (090)",2570,2509,60,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",1534,419,216,404,495
"Obreros construc.,conf.,papel, fab., instr. (092)",744,434,91,126,93
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2748,1851,272,333,292
"Otra (094)",11,,,,11
"Ocupación no especificada (095)",147,112,11,12,12
"Mujeres (096)",2841,2519,131,58,133
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",6,,1,,5
"Profes., científicos e intelectuales (098)",137,54,19,12,52
"Técnicos de nivel medio y trab. asimilados (099)",49,32,4,2,11
"Jefes y empleados de oficina (100)",53,9,6,12,26
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",429,397,24,3,5
"Agricult.trabaj.calif.agrop.y pesqueros (102)",584,571,13,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",65,35,13,10,7
"Obreros construc.,conf.,papel, fab., instr. (104)",17,12,1,3,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",1367,1295,38,13,21
"Otra (106)",1,,,,1
"Ocupación no especificada (107)",133,114,12,3,4
