"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otras activ. serv.comun.soc y personales (040)",255,5,96,98,50,6
"Hogares privados con servicio doméstico (041)",45,13,25,1,3,3
"Actividad economica no especificada (043)",250,,87,72,67,24
"Mujeres (045)",13742,324,3771,4892,3677,1078
"Agric., ganadería, caza y silvicultura (046)",5443,206,1159,1610,1726,742
"Explotación de minas y canteras (048)",8,,5,1,2,
"Industrias manufactureras (049)",640,12,238,225,131,34
"Suministro de electricidad, gas y agua (050)",5,,2,3,,
"Construcción (051)",67,,27,31,8,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",3356,45,932,1293,909,177
"Venta, mant.y rep. veh.autom.y motoc. (053)",21,1,8,9,3,
"Comercio al por mayor (054)",117,,43,40,32,2
"Comercio al por menor (055)",3218,44,881,1244,874,175
"Hoteles y restaurantes (056)",1051,24,337,372,266,52
"Trans., almac. y comunicaciones (057)",137,10,79,41,7,
"Intermediación financiera (058)",38,,20,17,1,
"Activid.inmobil., empres. y alquileres (059)",147,1,60,57,26,3
"Admin.pub. y defensa; p. segur.soc.afil (060)",295,,147,101,44,3
"Enseñanza (061)",1313,,272,731,305,5
"Servicios sociales y de salud (062)",273,,76,126,68,3
"Otras activ. serv.comun.soc y personales (063)",220,4,84,81,46,5
"Hogares privados con servicio doméstico (064)",303,22,178,63,28,12
"Actividad economica no especificada (066)",446,,155,140,110,41
,,,,,,
"URBANA (067)",20376,425,5771,7895,5211,1074
"Agric., ganadería, caza y silvicultura (068)",4115,167,854,1279,1301,514
"Pesca (069)",2,,1,,1,
"Explotación de minas y canteras (070)",62,,31,22,5,4
"Industrias manufactureras (071)",1618,43,618,531,351,75
"Suministro de electricidad, gas y agua (072)",42,,17,15,9,1
"Construcción (073)",1088,4,330,474,254,26
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",4844,106,1342,1848,1279,269
"Venta, mant.y rep. veh.autom.y motoc. (075)",261,4,107,95,53,2
"Comercio al por mayor (076)",190,2,63,69,48,8
"Comercio al por menor (077)",4393,100,1172,1684,1178,259
"Hoteles y restaurantes (078)",1221,37,422,419,287,56
"Trans., almac. y comunicaciones (079)",1641,28,656,614,326,17
"Intermediación financiera (080)",69,,27,36,6,
"Activid.inmobil., empres. y alquileres (081)",478,1,153,185,126,13
"Admin.pub. y defensa; p. segur.soc.afil (082)",883,,294,394,184,11
"Enseñanza (083)",2688,,416,1503,743,26
"Servicios sociales y de salud (084)",422,,101,198,114,9
"Otras activ. serv.comun.soc y personales (085)",419,8,151,164,87,9
"Hogares privados con servicio doméstico (086)",293,31,175,52,24,11
"Actividad economica no especificada (088)",491,,183,161,114,33
"Hombres (089)",11572,264,3228,4461,3004,615
"Agric., ganadería, caza y silvicultura (090)",2576,114,545,787,799,331
"Pesca (091)",2,,1,,1,
"Explotación de minas y canteras (092)",58,,28,21,5,4
"Industrias manufactureras (093)",1171,34,442,373,270,52
"Suministro de electricidad, gas y agua (094)",37,,15,12,9,1
"Construcción (095)",1050,4,314,456,251,25
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",1852,65,533,688,455,111
"Venta, mant.y rep. veh.autom.y motoc. (097)",241,3,100,86,50,2
"Comercio al por mayor (098)",81,2,23,32,18,6
"Comercio al por menor (099)",1530,60,410,570,387,103
"Hoteles y restaurantes (100)",259,13,118,70,50,8
"Trans., almac. y comunicaciones (101)",1515,18,584,577,319,17
"Intermediación financiera (102)",32,,8,19,5,
"Activid.inmobil., empres. y alquileres (103)",336,,95,130,101,10
"Admin.pub. y defensa; p. segur.soc.afil (104)",627,,164,307,147,9
"Enseñanza (105)",1450,,184,799,445,22
"Servicios sociales y de salud (106)",159,,31,74,48,6
"Otras activ. serv.comun.soc y personales (107)",217,5,80,85,43,4
"Hogares privados con servicio doméstico (108)",35,11,20,,2,2
"Actividad economica no especificada (110)",196,,66,63,54,13
"Mujeres (112)",8804,161,2543,3434,2207,459
"Agric., ganadería, caza y silvicultura (113)",1539,53,309,492,502,183
"Explotación de minas y canteras (115)",4,,3,1,,
"Industrias manufactureras (116)",447,9,176,158,81,23
"Suministro de electricidad, gas y agua (117)",5,,2,3,,
"Construcción (118)",38,,16,18,3,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",2992,41,809,1160,824,158
"Venta, mant.y rep. veh.autom.y motoc. (120)",20,1,7,9,3,
"Comercio al por mayor (121)",109,,40,37,30,2
"Comercio al por menor (122)",2863,40,762,1114,791,156
"Hoteles y restaurantes (123)",962,24,304,349,237,48
"Trans., almac. y comunicaciones (124)",126,10,72,37,7,
"Intermediación financiera (125)",37,,19,17,1,
"Activid.inmobil., empres. y alquileres (126)",142,1,58,55,25,3
"Admin.pub. y defensa; p. segur.soc.afil (127)",256,,130,87,37,2
"Enseñanza (128)",1238,,232,704,298,4
"Servicios sociales y de salud (129)",263,,70,124,66,3
"Otras activ. serv.comun.soc y personales (130)",202,3,71,79,44,5
"Hogares privados con servicio doméstico (131)",258,20,155,52,22,9
"Actividad economica no especificada (133)",295,,117,98,60,20
,,,,,,
"RURAL (134)",13174,396,3158,4023,3917,1680
"Agric., ganadería, caza y silvicultura (135)",10164,372,2145,2888,3210,1549
"Pesca (136)",4,,,2,2,
"Explotación de minas y canteras (137)",41,,21,9,10,1
"Industrias manufactureras (138)",537,7,172,167,156,35
"Suministro de electricidad, gas y agua (139)",12,,5,5,2,
"Construcción (140)",617,1,167,292,142,15
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",596,8,200,231,130,27
"Venta, mant.y rep. veh.autom.y motoc. (142)",29,,15,7,6,1
"Comercio al por mayor (143)",17,,4,9,4,
"Comercio al por menor (144)",550,8,181,215,120,26
"Hoteles y restaurantes (145)",109,3,43,29,30,4
"Trans., almac. y comunicaciones (146)",270,,124,104,40,2
"Intermediación financiera (147)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (148)",40,,17,15,8,
"Admin.pub. y defensa; p. segur.soc.afil (149)",206,,69,84,49,4
"Enseñanza (150)",240,,70,113,54,3
"Servicios sociales y de salud (151)",20,,8,5,5,2
"Otras activ. serv.comun.soc y personales (152)",56,1,29,15,9,2
"Hogares privados con servicio doméstico (153)",55,4,28,12,7,4
"Actividad economica no especificada (155)",205,,59,51,63,32
"Hombres (156)",8236,233,1930,2565,2447,1061
"Agric., ganadería, caza y silvicultura (157)",6260,219,1295,1770,1986,990
"Pesca (158)",4,,,2,2,
"Explotación de minas y canteras (159)",37,,19,9,8,1
"Industrias manufactureras (160)",344,4,110,100,106,24
"Suministro de electricidad, gas y agua (161)",12,,5,5,2,
"Construcción (162)",588,1,156,279,137,15
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",232,4,77,98,45,8
"Venta, mant.y rep. veh.autom.y motoc. (164)",28,,14,7,6,1
"Comercio al por mayor (165)",9,,1,6,2,
"Comercio al por menor (166)",195,4,62,85,37,7
"Hoteles y restaurantes (167)",20,3,10,6,1,
"Trans., almac. y comunicaciones (168)",259,,117,100,40,2
"Intermediación financiera (169)",1,,,1,,
"Activid.inmobil., empres. y alquileres (170)",35,,15,13,7,
"Admin.pub. y defensa; p. segur.soc.afil (171)",167,,52,70,42,3
"Enseñanza (172)",165,,30,86,47,2
"Servicios sociales y de salud (173)",10,,2,3,3,2
"Otras activ. serv.comun.soc y personales (174)",38,,16,13,7,2
"Hogares privados con servicio doméstico (175)",10,2,5,1,1,1
"Actividad economica no especificada (177)",54,,21,9,13,11
"Mujeres (179)",4938,163,1228,1458,1470,619
"Agric., ganadería, caza y silvicultura (180)",3904,153,850,1118,1224,559
"Explotación de minas y canteras (182)",4,,2,,2,
"Industrias manufactureras (183)",193,3,62,67,50,11
"Construcción (185)",29,,11,13,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",364,4,123,133,85,19
"Venta, mant.y rep. veh.autom.y motoc. (187)",1,,1,,,
"Comercio al por mayor (188)",8,,3,3,2,
"Comercio al por menor (189)",355,4,119,130,83,19
"Hoteles y restaurantes (190)",89,,33,23,29,4
"Trans., almac. y comunicaciones (191)",11,,7,4,,
"Intermediación financiera (192)",1,,1,,,
"Activid.inmobil., empres. y alquileres (193)",5,,2,2,1,
"Admin.pub. y defensa; p. segur.soc.afil (194)",39,,17,14,7,1
"Enseñanza (195)",75,,40,27,7,1
"Servicios sociales y de salud (196)",10,,6,2,2,
"Otras activ. serv.comun.soc y personales (197)",18,1,13,2,2,
"Hogares privados con servicio doméstico (198)",45,2,23,11,6,3
"Actividad economica no especificada (200)",151,,38,42,50,21
