"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CUSCO (000)",105211,89594,250,23466,24592,16814,15658,6206,2082,526,15617,254261
"De 12 a 14 años (001)",169,59,2,45,12,,,,,,110,69
"De 15 a 19 años (002)",1722,1304,11,1132,125,31,5,,,,418,1495
"De 20 a 24 años (003)",11561,6371,47,4756,1321,187,46,14,,,5190,8243
"De 25 a 29 años (004)",15381,10597,31,5648,3524,1066,294,23,11,,4784,17358
"De 30 a 34 años (005)",14429,12460,24,4224,4846,2157,1058,132,10,9,1969,25909
"De 35 a 39 años (006)",13271,12307,17,2541,4525,2947,1863,357,53,4,964,31170
"De 40 a 44 años (007)",11198,10641,21,1453,3392,2825,2212,567,146,25,557,31339
"De 45 a 49 años (008)",9330,8988,16,1056,2433,2303,2172,754,208,46,342,29338
"De 50 y más años (009)",28150,26867,81,2611,4414,5298,8008,4359,1654,442,1283,109340
"Sin nivel (010)",7357,7071,22,562,799,988,2214,1629,693,164,286,33113
"De 12 a 14 años (011)",1,,,,,,,,,,1,
"De 15 a 19 años (012)",16,14,,8,4,1,1,,,,2,23
"De 20 a 24 años (013)",103,79,,39,26,6,5,3,,,24,151
"De 25 a 29 años (014)",183,158,,31,53,41,27,4,2,,25,421
"De 30 a 34 años (015)",283,258,,34,66,51,90,14,3,,25,823
"De 35 a 39 años (016)",370,350,,28,54,71,113,69,15,,20,1416
"De 40 a 44 años (017)",396,379,,22,34,76,121,79,42,5,17,1757
"De 45 a 49 años (018)",496,482,2,24,39,66,153,138,51,9,14,2398
"De 50 y más años (019)",5509,5351,20,376,523,676,1704,1322,580,150,158,26124
"Educacion Inicial (020)",98,79,,23,20,19,14,1,2,,19,204
