"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia YUNGUYO (000)",18617,51105,45251,,657,88.5,1.3
"De 12 a 14 años (001)",1673,4,4,,,100,
"De 15 a 19 años (002)",2264,201,198,64,98.5,31.8,
"De 20 a 24 años (003)",1720,1115,1087,165,97.5,14.8,
"De 25 a 29 años (004)",1687,2351,2255,163,95.9,6.9,
"De 30 a 34 años (005)",1588,3813,3651,133,95.8,3.5,
"De 35 a 39 años (006)",1581,4830,4577,88,94.8,1.8,
"De 40 a 44 años (007)",1279,4895,4569,40,93.3,0.8,
"De 45 a 49 años (008)",1193,5313,4847,4,91.2,0.1,
"De 50 y más años (009)",5632,28583,24063,,84.2,,
"Sin nivel (010)",4852,24337,20461,29,84.1,0.1,
"De 12 a 14 años (011)",11,,,,,,
"De 15 a 19 años (012)",13,8,8,,100,,
"De 20 a 24 años (013)",26,37,34,,91.9,,
"De 25 a 29 años (014)",44,90,84,3,93.3,3.3,
"De 30 a 34 años (015)",95,244,239,5,98,2,
"De 35 a 39 años (016)",143,470,444,9,94.5,1.9,
"De 40 a 44 años (017)",214,927,870,11,93.9,1.2,
"De 45 a 49 años (018)",359,1842,1644,1,89.3,0.1,
"De 50 y más años (019)",3947,20719,17138,,82.7,,
"Educacion Inicial (020)",27,58,56,2,96.6,3.4,
"De 12 a 14 años (021)",4,,,,,,
"De 20 a 24 años (023)",2,3,3,,100,,
"De 25 a 29 años (024)",7,11,11,,100,,
"De 30 a 34 años (025)",8,24,23,1,95.8,4.2,
"De 35 a 39 años (026)",6,20,19,1,95,5,
"Primaria (030)",6205,19526,17910,303,91.7,1.6,
"De 12 a 14 años (031)",679,1,1,,100,,
"De 15 a 19 años (032)",217,56,56,15,100,26.8,
"De 20 a 24 años (033)",389,426,411,61,96.5,14.3,
"De 25 a 29 años (034)",541,1091,1047,72,96,6.6,
"De 30 a 34 años (035)",759,2157,2052,76,95.1,3.5,
"De 35 a 39 años (036)",848,2947,2785,55,94.5,1.9,
"De 40 a 44 años (037)",743,3128,2912,22,93.1,0.7,
"De 45 a 49 años (038)",628,2863,2619,2,91.5,0.1,
"De 50 y más años (039)",1401,6857,6027,,87.9,,
"Secundaria (040)",6102,5758,5447,263,94.6,4.6,
"De 12 a 14 años (041)",979,3,3,,100,,
