"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"URBANA (060)",9738,6596,996,936,1210
"Sin nivel (061)",472,442,21,2,7
"Educación inicial (062)",3,3,,,
"Primaria (063)",2340,2092,145,57,46
"Secundaria (064)",3290,2581,289,165,255
"Superior no univ. incompleta (065)",598,342,74,39,143
"Superior no univ. completa (066)",1614,668,279,333,334
"Superior univ. incompleta (067)",342,167,37,40,98
"Superior univ. completa (068)",1079,301,151,300,327
"De 06 a 14 años (070)",122,112,10,,
"Primaria (073)",64,61,3,,
"Secundaria (074)",58,51,7,,
"De 15 a 29 años (080)",2719,1894,288,162,375
"Sin nivel (081)",21,16,3,2,
"Educación inicial (082)",2,2,,,
"Primaria (083)",296,260,20,9,7
"Secundaria (084)",1345,1063,130,69,83
"Superior no univ. incompleta (085)",276,176,30,11,59
"Superior no univ. completa (086)",413,208,66,31,108
"Superior univ. incompleta (087)",142,87,14,6,35
"Superior univ. completa (088)",224,82,25,34,83
"De 30 a 44 años (090)",3840,2476,422,452,490
"Sin nivel (091)",59,52,6,,1
"Educación inicial (092)",1,1,,,
"Primaria (093)",872,781,51,24,16
"Secundaria (094)",1233,968,98,73,94
"Superior no univ. incompleta (095)",234,132,34,21,47
"Superior no univ. completa (096)",835,358,145,188,144
"Superior univ. incompleta (097)",129,56,16,15,42
"Superior univ. completa (098)",477,128,72,131,146
"De 45 a 64 años (100)",2593,1686,262,311,334
"Sin nivel (101)",231,220,8,,3
"Primaria (103)",874,770,66,17,21
"Secundaria (104)",609,459,53,22,75
"Superior no univ. incompleta (105)",87,34,9,7,37
"Superior no univ. completa (106)",356,95,67,114,80
"Superior univ. incompleta (107)",69,23,7,18,21
"Superior univ. completa (108)",367,85,52,133,97
"De 65 y más años (110)",464,428,14,11,11
"Sin nivel (111)",161,154,4,,3
"Primaria (113)",234,220,5,7,2
"Secundaria (114)",45,40,1,1,3
"Superior no univ. incompleta (115)",1,,1,,
"Superior no univ. completa (116)",10,7,1,,2
"Superior univ. incompleta (117)",2,1,,1,
"Superior univ. completa (118)",11,6,2,2,1
,,,,,
"RURAL (120)",29292,27227,1238,392,435
"Sin nivel (121)",4389,4321,53,11,4
"Educación inicial (122)",14,12,2,,
"Primaria (123)",14202,13571,452,82,97
"Secundaria (124)",9141,8333,486,176,146
"Superior no univ. incompleta (125)",422,332,41,10,39
"Superior no univ. completa (126)",592,336,128,58,70
"Superior univ. incompleta (127)",163,123,13,7,20
"Superior univ. completa (128)",369,199,63,48,59
"De 06 a 14 años (130)",462,443,19,,
"Sin nivel (131)",20,18,2,,
"Educación inicial (132)",2,2,,,
"Primaria (133)",337,328,9,,
"Secundaria (134)",103,95,8,,
"De 15 a 29 años (140)",8112,7343,447,158,164
"Sin nivel (141)",124,122,2,,
"Educación inicial (142)",4,3,1,,
"Primaria (143)",2723,2570,101,23,29
"Secundaria (144)",4762,4284,292,115,71
"Superior no univ. incompleta (145)",174,140,15,5,14
"Superior no univ. completa (146)",179,125,26,6,22
"Superior univ. incompleta (147)",75,57,4,1,13
"Superior univ. completa (148)",71,42,6,8,15
"De 30 a 44 años (150)",8788,8055,448,123,162
"Sin nivel (151)",518,508,9,1,
"Educación inicial (152)",8,7,1,,
"Primaria (153)",4598,4335,193,31,39
"Secundaria (154)",3004,2778,139,41,46
"Superior no univ. incompleta (155)",183,149,15,4,15
"Superior no univ. completa (156)",261,140,60,29,32
"Superior univ. incompleta (157)",52,38,5,4,5
"Superior univ. completa (158)",164,100,26,13,25
"De 45 a 64 años (160)",8316,7822,290,99,105
"Sin nivel (161)",1971,1932,30,6,3
"Primaria (163)",4818,4637,130,23,28
"Secundaria (164)",1164,1072,45,19,28
"Superior no univ. incompleta (165)",61,39,11,1,10
"Superior no univ. completa (166)",143,67,39,22,15
"Superior univ. incompleta (167)",36,28,4,2,2
"Superior univ. completa (168)",123,47,31,26,19
"De 65 y más años (170)",3614,3564,34,12,4
"Sin nivel (171)",1756,1741,10,4,1
"Primaria (173)",1726,1701,19,5,1
"Secundaria (174)",108,104,2,1,1
"Superior no univ. incompleta (175)",4,4,,,
"Superior no univ. completa (176)",9,4,3,1,1
"Superior univ. completa (178)",11,10,,1,
