"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 45 a 49 años (048)",157,,,2,40,72,19,24
"De 50 y más años (049)",1621,65,222,361,420,139,3,411
"Divorciado(a) (050)",166,1,6,21,30,40,17,51
"De 15 a 19 años (052)",1,,,,,,,1
"De 20 a 24 años (053)",4,,,,,,,4
"De 25 a 29 años (054)",7,,,,,,5,2
"De 30 a 34 años (055)",14,,,,,3,4,7
"De 35 a 39 años (056)",19,,,,,8,5,6
"De 40 a 44 años (057)",21,,,,2,12,2,5
"De 45 a 49 años (058)",21,,,,5,12,1,3
"De 50 y más años (059)",79,1,6,21,23,5,,23
"Soltero(a) (060)",2703,3,13,41,104,295,695,1552
"De 12 a 14 años (061)",11,,,,,,5,6
"De 15 a 19 años (062)",189,,,,,,116,73
"De 20 a 24 años (063)",835,,,,,6,252,577
"De 25 a 29 años (064)",613,,,,,43,155,415
"De 30 a 34 años (065)",298,,,,,59,79,160
"De 35 a 39 años (066)",256,,,,10,78,52,116
"De 40 a 44 años (067)",159,,,,18,53,30,58
"De 45 a 49 años (068)",129,,,4,36,38,5,46
"De 50 y más años (069)",213,3,13,37,40,18,1,101
,,,,,,,,
"URBANA (080)",18382,78,336,869,2035,3901,6339,4824
"De 12 a 14 años (081)",29,,,,,,8,21
"De 15 a 19 años (082)",604,,,,,,364,240
"De 20 a 24 años (083)",2103,,,,,15,1113,975
"De 25 a 29 años (084)",2543,,,,,197,1477,869
"De 30 a 34 años (085)",2384,,,,,460,1350,574
"De 35 a 39 años (086)",2493,,,,42,832,1148,471
"De 40 a 44 años (087)",2133,,,,175,958,631,369
"De 45 a 49 años (088)",1789,,,20,433,815,211,310
"De 50 y más años (089)",4304,78,336,849,1385,624,37,995
"Conviviente (090)",7440,3,36,108,437,1552,3574,1730
"De 12 a 14 años (091)",14,,,,,,2,12
"De 15 a 19 años (092)",397,,,,,,244,153
"De 20 a 24 años (093)",1114,,,,,8,721,385
"De 25 a 29 años (094)",1406,,,,,115,942,349
"De 30 a 34 años (095)",1238,,,,,245,754,239
"De 35 a 39 años (096)",1126,,,,18,363,554,191
"De 40 a 44 años (097)",806,,,,55,370,249,132
"De 45 a 49 años (098)",593,,,5,105,296,90,97
"De 50 y más años (099)",746,3,36,103,259,155,18,172
"Separado(a) (100)",1543,2,23,85,222,370,438,403
"De 12 a 14 años (101)",5,,,,,,,5
"De 15 a 19 años (102)",60,,,,,,35,25
"De 20 a 24 años (103)",145,,,,,3,92,50
"De 25 a 29 años (104)",158,,,,,15,87,56
"De 30 a 34 años (105)",196,,,,,52,90,54
"De 35 a 39 años (106)",226,,,,9,89,75,53
"De 40 a 44 años (107)",191,,,,21,93,38,39
"De 45 a 49 años (108)",178,,,5,50,72,16,35
"De 50 y más años (109)",384,2,23,80,142,46,5,86
"Casado(a) (110)",5796,17,111,383,984,1510,1734,1057
"De 12 a 14 años (111)",1,,,,,,1,
"De 15 a 19 años (112)",33,,,,,,13,20
"De 20 a 24 años (113)",179,,,,,1,115,63
"De 25 a 29 años (114)",439,,,,,31,309,99
"De 30 a 34 años (115)",678,,,,,109,430,139
"De 35 a 39 años (116)",875,,,,7,289,462,117
"De 40 a 44 años (117)",901,,,,74,404,299,124
"De 45 a 49 años (118)",784,,,4,208,356,92,124
"De 50 y más años (119)",1906,17,111,379,695,320,13,371
"Viudo(a) (120)",1316,53,149,237,279,200,71,327
"De 15 a 19 años (122)",1,,,,,,1,
"De 20 a 24 años (123)",7,,,,,,4,3
"De 25 a 29 años (124)",21,,,,,2,12,7
"De 30 a 34 años (125)",27,,,,,7,13,7
"De 35 a 39 años (126)",47,,,,,24,12,11
"De 40 a 44 años (127)",86,,,,8,37,20,21
"De 45 a 49 años (128)",100,,,2,31,45,9,13
"De 50 y más años (129)",1027,53,149,235,240,85,,265
"Divorciado(a) (130)",128,,5,18,21,34,11,39
"De 20 a 24 años (133)",2,,,,,,,2
"De 25 a 29 años (134)",5,,,,,,3,2
"De 30 a 34 años (135)",11,,,,,3,3,5
"De 35 a 39 años (136)",14,,,,,6,3,5
"De 40 a 44 años (137)",18,,,,2,10,2,4
"De 45 a 49 años (138)",20,,,,5,12,,3
"De 50 y más años (139)",58,,5,18,14,3,,18
"Soltero(a) (140)",2159,3,12,38,92,235,511,1268
"De 12 a 14 años (141)",9,,,,,,5,4
"De 15 a 19 años (142)",113,,,,,,71,42
"De 20 a 24 años (143)",656,,,,,3,181,472
"De 25 a 29 años (144)",514,,,,,34,124,356
"De 30 a 34 años (145)",234,,,,,44,60,130
"De 35 a 39 años (146)",205,,,,8,61,42,94
"De 40 a 44 años (147)",131,,,,15,44,23,49
"De 45 a 49 años (148)",114,,,4,34,34,4,38
"De 50 y más años (149)",183,3,12,34,35,15,1,83
,,,,,,,,
"RURAL (160)",10969,18,135,388,960,2143,5167,2158
"De 12 a 14 años (161)",27,,,,,,6,21
"De 15 a 19 años (162)",686,,,,,,449,237
"De 20 a 24 años (163)",1602,,,,,8,1104,490
"De 25 a 29 años (164)",1630,,,,,104,1203,323
"De 30 a 34 años (165)",1397,,,,,231,933,233
"De 35 a 39 años (166)",1353,,,,12,377,788,176
"De 40 a 44 años (167)",1111,,,1,56,474,468,112
"De 45 a 49 años (168)",896,,,7,138,453,189,109
"De 50 y más años (169)",2267,18,135,380,754,496,27,457
"Conviviente (170)",6003,1,12,67,245,977,3536,1165
"De 12 a 14 años (171)",23,,,,,,5,18
"De 15 a 19 años (172)",528,,,,,,344,184
"De 20 a 24 años (173)",1191,,,,,4,874,313
"De 25 a 29 años (174)",1134,,,,,62,869,203
"De 30 a 34 años (175)",884,,,,,147,602,135
"De 35 a 39 años (176)",776,,,,7,191,472,106
"De 40 a 44 años (177)",569,,,,24,221,259,65
"De 45 a 49 años (178)",383,,,1,47,196,99,40
"De 50 y más años (179)",515,1,12,66,167,156,12,101
"Separado(a) (180)",703,1,8,23,93,161,292,125
"De 12 a 14 años (181)",1,,,,,,1,
"De 15 a 19 años (182)",50,,,,,,38,12
"De 20 a 24 años (183)",92,,,,,,63,29
"De 25 a 29 años (184)",90,,,,,12,61,17
"De 30 a 34 años (185)",88,,,,,19,49,20
"De 35 a 39 años (186)",84,,,,,33,40,11
"De 40 a 44 años (187)",79,,,,8,34,31,6
"De 45 a 49 años (188)",65,,,,13,35,9,8
"De 50 y más años (189)",154,1,8,23,72,28,,22
"Casado(a) (190)",2920,3,40,165,404,813,1097,398
"De 12 a 14 años (191)",1,,,,,,,1
"De 15 a 19 años (192)",30,,,,,,21,9
"De 20 a 24 años (193)",130,,,,,1,92,37
"De 25 a 29 años (194)",298,,,,,21,234,43
"De 30 a 34 años (195)",344,,,,,46,254,44
"De 35 a 39 años (196)",411,,,,2,122,256,31
"De 40 a 44 años (197)",378,,,,14,179,159,26
"De 45 a 49 años (198)",375,,,6,67,191,69,42
"De 50 y más años (199)",953,3,40,159,321,253,12,165
"Viudo(a) (200)",761,12,73,127,197,126,52,174
"De 15 a 19 años (202)",1,,,,,,1,
"De 20 a 24 años (203)",8,,,,,,4,4
"De 25 a 29 años (204)",7,,,,,,6,1
"De 30 a 34 años (205)",14,,,,,4,8,2
"De 35 a 39 años (206)",26,,,,1,12,8,5
"De 40 a 44 años (207)",54,,,1,7,29,12,5
"De 45 a 49 años (208)",57,,,,9,27,10,11
"De 50 y más años (209)",594,12,73,126,180,54,3,146
"Divorciado(a) (210)",38,1,1,3,9,6,6,12
"De 15 a 19 años (212)",1,,,,,,,1
"De 20 a 24 años (213)",2,,,,,,,2
"De 25 a 29 años (214)",2,,,,,,2,
"De 30 a 34 años (215)",3,,,,,,1,2
"De 35 a 39 años (216)",5,,,,,2,2,1
"De 40 a 44 años (217)",3,,,,,2,,1
"De 45 a 49 años (218)",1,,,,,,1,
"De 50 y más años (219)",21,1,1,3,9,2,,5
"Soltero(a) (220)",544,,1,3,12,60,184,284
"De 12 a 14 años (221)",2,,,,,,,2
"De 15 a 19 años (222)",76,,,,,,45,31
"De 20 a 24 años (223)",179,,,,,3,71,105
"De 25 a 29 años (224)",99,,,,,9,31,59
"De 30 a 34 años (225)",64,,,,,15,19,30
"De 35 a 39 años (226)",51,,,,2,17,10,22
"De 40 a 44 años (227)",28,,,,3,9,7,9
"De 45 a 49 años (228)",15,,,,2,4,1,8
"De 50 y más años (229)",30,,1,3,5,3,,18
