"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia OTUZCO (000)",27924,1988,2857,16310,206,5954,609
"Sin nivel (001)",3502,47,225,2346,11,673,200
"Educación inicial (002)",44,1,5,19,1,17,1
"Primaria (003)",17196,191,1749,10856,134,4007,259
"Secundaria (004)",4457,269,685,2282,34,1072,115
"Superior no univ. incompleta (005)",479,133,59,212,6,57,12
"Superior no univ. completa (006)",1310,777,89,340,10,81,13
"Superior univ. incompleta (007)",228,94,17,83,6,24,4
"Superior univ. completa (008)",708,476,28,172,4,23,5
"Hombres (010)",22354,1035,2551,14246,181,4316,25
"Sin nivel (011)",2272,9,149,1850,10,251,3
"Educación inicial (012)",26,,2,11,1,11,1
"Primaria (013)",14594,85,1571,9812,118,3004,4
"Secundaria (014)",3776,187,650,1966,28,930,15
"Superior no univ. incompleta (015)",356,84,58,162,5,46,1
"Superior no univ. completa (016)",762,386,80,243,9,43,1
"Superior univ. incompleta (017)",162,52,15,72,6,17,
"Superior univ. completa (018)",406,232,26,130,4,14,
"Mujeres (020)",5570,953,306,2064,25,1638,584
"Sin nivel (021)",1230,38,76,496,1,422,197
"Educación inicial (022)",18,1,3,8,,6,
"Primaria (023)",2602,106,178,1044,16,1003,255
"Secundaria (024)",681,82,35,316,6,142,100
"Superior no univ. incompleta (025)",123,49,1,50,1,11,11
"Superior no univ. completa (026)",548,391,9,97,1,38,12
"Superior univ. incompleta (027)",66,42,2,11,,7,4
"Superior univ. completa (028)",302,244,2,42,,9,5
,,,,,,,
"URBANA (030)",7294,1670,1044,3604,76,681,219
"Sin nivel (031)",570,30,68,349,2,91,30
"Educación inicial (032)",14,,2,8,1,3,
"Primaria (033)",2838,121,484,1792,37,306,98
"Secundaria (034)",1631,206,333,836,14,178,64
"Superior no univ. incompleta (035)",364,111,45,163,5,31,9
"Superior no univ. completa (036)",1143,716,77,282,9,48,11
"Superior univ. incompleta (037)",146,78,11,39,6,9,3
"Superior univ. completa (038)",588,408,24,135,2,15,4
"Hombres (040)",4827,865,914,2618,57,361,12
"Sin nivel (041)",261,5,37,188,1,28,2
"Educación inicial (042)",8,,1,3,1,3,
"Primaria (043)",1997,48,415,1345,26,161,2
"Secundaria (044)",1235,147,316,640,9,117,6
"Superior no univ. incompleta (045)",265,70,44,121,4,25,1
"Superior no univ. completa (046)",639,350,70,194,8,16,1
"Superior univ. incompleta (047)",94,47,9,29,6,3,
"Superior univ. completa (048)",328,198,22,98,2,8,
"Mujeres (050)",2467,805,130,986,19,320,207
"Sin nivel (051)",309,25,31,161,1,63,28
"Educación inicial (052)",6,,1,5,,,
"Primaria (053)",841,73,69,447,11,145,96
"Secundaria (054)",396,59,17,196,5,61,58
"Superior no univ. incompleta (055)",99,41,1,42,1,6,8
"Superior no univ. completa (056)",504,366,7,88,1,32,10
"Superior univ. incompleta (057)",52,31,2,10,,6,3
"Superior univ. completa (058)",260,210,2,37,,7,4
,,,,,,,
"RURAL (060)",20630,318,1813,12706,130,5273,390
"Sin nivel (061)",2932,17,157,1997,9,582,170
"Educación inicial (062)",30,1,3,11,,14,1
"Primaria (063)",14358,70,1265,9064,97,3701,161
"Secundaria (064)",2826,63,352,1446,20,894,51
"Superior no univ. incompleta (065)",115,22,14,49,1,26,3
"Superior no univ. completa (066)",167,61,12,58,1,33,2
"Superior univ. incompleta (067)",82,16,6,44,,15,1
"Superior univ. completa (068)",120,68,4,37,2,8,1
"Hombres (070)",17527,170,1637,11628,124,3955,13
"Sin nivel (071)",2011,4,112,1662,9,223,1
"Educación inicial (072)",18,,1,8,,8,1
"Primaria (073)",12597,37,1156,8467,92,2843,2
"Secundaria (074)",2541,40,334,1326,19,813,9
"Superior no univ. incompleta (075)",91,14,14,41,1,21,
"Superior no univ. completa (076)",123,36,10,49,1,27,
"Superior univ. incompleta (077)",68,5,6,43,,14,
"Superior univ. completa (078)",78,34,4,32,2,6,
"Mujeres (080)",3103,148,176,1078,6,1318,377
"Sin nivel (081)",921,13,45,335,,359,169
"Educación inicial (082)",12,1,2,3,,6,
"Primaria (083)",1761,33,109,597,5,858,159
"Secundaria (084)",285,23,18,120,1,81,42
"Superior no univ. incompleta (085)",24,8,,8,,5,3
"Superior no univ. completa (086)",44,25,2,9,,6,2
"Superior univ. incompleta (087)",14,11,,1,,1,1
"Superior univ. completa (088)",42,34,,5,,2,1
