"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefes y empleados de oficina (040)",96,,,2,27,15,28,8,16
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",203,10,1,78,76,11,16,2,9
"Agricult.trabaj. calif.agrop. y pesquros (042)",1075,79,1,447,348,61,70,30,39
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",72,4,1,12,31,8,11,2,3
"Obreros. construc., conf., papel, fab., instr (044)",166,1,,14,105,16,17,7,6
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",1105,74,,405,461,48,61,18,38
"Otra (046)",34,,,,3,4,10,12,5
"Ocupación no especificada (047)",38,2,,9,13,3,6,1,4
"Hombres (048)",1736,45,2,461,705,130,177,68,148
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",15,,,,6,,3,,6
"Profes., científicos e intelectuales (050)",77,,,,2,3,8,3,61
"Técnicos de nivel medio ytrab.asimilados (051)",42,,,,1,5,24,7,5
"Jefes y empleados de oficina (052)",46,,,1,16,7,10,5,7
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",54,2,,14,21,4,8,,5
"Agricult.trabaj. calif.agrop. y pesquros (054)",714,18,1,279,258,53,53,23,29
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",61,3,1,9,27,7,9,2,3
"Obreros. construc., conf., papel, fab., instr (056)",157,1,,9,102,16,16,7,6
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",518,21,,146,261,29,31,10,20
"Otra (058)",33,,,,3,4,10,11,5
"Ocupación no especificada (059)",19,,,3,8,2,5,,1
"Mujeres (060)",1305,125,1,508,377,50,112,30,102
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",4,,,,,,3,1,
"Profes., científicos e intelectuales (062)",86,,,,7,4,16,4,55
"Técnicos de nivel medio ytrab.asimilados (063)",28,,,2,2,2,16,3,3
"Jefes y empleados de oficina (064)",50,,,1,11,8,18,3,9
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",149,8,1,64,55,7,8,2,4
"Agricult.trabaj. calif.agrop. y pesquros (066)",361,61,,168,90,8,17,7,10
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",11,1,,3,4,1,2,,
"Obreros. construc., conf., papel, fab., instr (068)",9,,,5,3,,1,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",587,53,,259,200,19,30,8,18
"Otra (070)",1,,,,,,,1,
"Ocupación no especificada (071)",19,2,,6,5,1,1,1,3
,,,,,,,,,
"RURAL (072)",1007,90,,467,317,21,61,15,36
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",2,,,,,,,,2
"Profes., científicos e intelectuales (074)",44,,,,8,1,15,2,18
"Técnicos de nivel medio ytrab.asimilados (075)",12,,,,,1,7,3,1
"Jefes y empleados de oficina (076)",10,,,1,3,1,2,,3
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",21,1,,5,11,,2,1,1
"Agricult.trabaj. calif.agrop. y pesquros (078)",482,61,,246,147,7,14,6,1
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",9,,,3,4,,2,,
"Obreros. construc., conf., papel, fab., instr (080)",21,2,,6,11,,1,,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",385,26,,204,126,9,15,2,3
"Otra (082)",18,,,,6,2,3,1,6
"Ocupación no especificada (083)",3,,,2,1,,,,
"Hombres (084)",596,19,,261,230,16,35,10,25
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",2,,,,,,,,2
"Profes., científicos e intelectuales (086)",18,,,,1,,6,2,9
"Técnicos de nivel medio ytrab.asimilados (087)",7,,,,,1,4,1,1
"Jefes y empleados de oficina (088)",7,,,,2,1,1,,3
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",9,,,2,5,,1,1,
"Agricult.trabaj. calif.agrop. y pesquros (090)",322,17,,166,121,7,6,4,1
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",8,,,2,4,,2,,
"Obreros. construc., conf., papel, fab., instr (092)",21,2,,6,11,,1,,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",186,,,85,81,5,12,1,2
"Otra (094)",15,,,,4,2,2,1,6
"Ocupación no especificada (095)",1,,,,1,,,,
"Mujeres (096)",411,71,,206,87,5,26,5,11
"Profes., científicos e intelectuales (098)",26,,,,7,1,9,,9
"Técnicos de nivel medio ytrab.asimilados (099)",5,,,,,,3,2,
"Jefes y empleados de oficina (100)",3,,,1,1,,1,,
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",12,1,,3,6,,1,,1
"Agricult.trabaj. calif.agrop. y pesquros (102)",160,44,,80,26,,8,2,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",1,,,1,,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",199,26,,119,45,4,3,1,1
"Otra (106)",3,,,,2,,1,,
"Ocupación no especificada (107)",2,,,2,,,,,
