"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia TARATA (000)",3976,538,579,1982,40,812,25
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",21,21,,,,,
"Profes., científicos e intelectuales (002)",207,181,,26,,,
"Técnicos de nivel medio y trab. asimilados (003)",82,61,,16,4,1,
"Jefes y empleados de oficina (004)",106,106,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",221,24,2,168,5,22,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",1557,1,2,1537,17,,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",81,,25,45,10,1,
"Obreros construc.,conf., papel, fab., instr. (008)",187,18,89,76,3,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",1421,66,454,95,1,780,25
"Otra (010)",52,52,,,,,
"Ocupación no especificada (011)",41,8,7,19,,7,
"Hombres (012)",2285,311,435,1231,31,274,3
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",17,17,,,,,
"Profes., científicos e intelectuales (014)",95,83,,12,,,
"Técnicos de nivel medio y trab. asimilados (015)",49,34,,11,3,1,
"Jefes y empleados de oficina (016)",53,53,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",62,14,2,40,3,3,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",1036,1,2,1020,13,,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",69,,23,37,9,,
"Obreros construc.,conf., papel, fab., instr. (020)",178,17,82,75,3,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",658,40,322,27,,266,3
"Otra (022)",48,48,,,,,
"Ocupación no especificada (023)",20,4,4,9,,3,
"Mujeres (024)",1691,227,144,751,9,538,22
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",4,4,,,,,
"Profes., científicos e intelectuales (026)",112,98,,14,,,
"Técnicos de nivel medio y trab. asimilados (027)",33,27,,5,1,,
"Jefes y empleados de oficina (028)",53,53,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",159,10,,128,2,19,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",521,,,517,4,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",12,,2,8,1,1,
"Obreros construc.,conf., papel, fab., instr. (032)",9,1,7,1,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",763,26,132,68,1,514,22
"Otra (034)",4,4,,,,,
"Ocupación no especificada (035)",21,4,3,10,,4,
,,,,,,,
"URBANA (036)",2983,446,477,1459,39,539,23
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",19,19,,,,,
"Profes., científicos e intelectuales (038)",163,140,,23,,,
"Técnicos de nivel medio y trab. asimilados (039)",70,50,,16,3,1,
"Jefes y empleados de oficina (040)",96,96,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",200,22,,153,5,20,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",1075,1,1,1056,17,,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",72,,20,42,10,,
"Obreros construc.,conf., papel, fab., instr. (044)",166,15,77,71,3,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",1050,61,372,82,1,511,23
"Otra (046)",34,34,,,,,
"Ocupación no especificada (047)",38,8,7,16,,7,
"Hombres (048)",1700,257,345,888,30,177,3
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",15,15,,,,,
"Profes., científicos e intelectuales (050)",77,67,,10,,,
"Técnicos de nivel medio y trab. asimilados (051)",42,28,,11,2,1,
"Jefes y empleados de oficina (052)",46,46,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",53,13,,35,3,2,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",714,1,1,699,13,,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",61,,18,34,9,,
"Obreros construc.,conf., papel, fab., instr. (056)",157,14,70,70,3,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",483,36,252,21,,171,3
"Otra (058)",33,33,,,,,
"Ocupación no especificada (059)",19,4,4,8,,3,
"Mujeres (060)",1283,189,132,571,9,362,20
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",4,4,,,,,
"Profes., científicos e intelectuales (062)",86,73,,13,,,
"Técnicos de nivel medio y trab. asimilados (063)",28,22,,5,1,,
"Jefes y empleados de oficina (064)",50,50,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",147,9,,118,2,18,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",361,,,357,4,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",11,,2,8,1,,
"Obreros construc.,conf., papel, fab., instr. (068)",9,1,7,1,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",567,25,120,61,1,340,20
"Otra (070)",1,1,,,,,
"Ocupación no especificada (071)",19,4,3,8,,4,
,,,,,,,
"RURAL (072)",993,92,102,523,1,273,2
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",2,2,,,,,
"Profes., científicos e intelectuales (074)",44,41,,3,,,
"Técnicos de nivel medio y trab. asimilados (075)",12,11,,,1,,
"Jefes y empleados de oficina (076)",10,10,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",21,2,2,15,,2,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",482,,1,481,,,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",9,,5,3,,1,
"Obreros construc.,conf., papel, fab., instr. (080)",21,3,12,5,,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",371,5,82,13,,269,2
"Otra (082)",18,18,,,,,
"Ocupación no especificada (083)",3,,,3,,,
"Hombres (084)",585,54,90,343,1,97,
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",2,2,,,,,
"Profes., científicos e intelectuales (086)",18,16,,2,,,
"Técnicos de nivel medio y trab. asimilados (087)",7,6,,,1,,
"Jefes y empleados de oficina (088)",7,7,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",9,1,2,5,,1,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",322,,1,321,,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",8,,5,3,,,
"Obreros construc.,conf., papel, fab., instr. (092)",21,3,12,5,,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",175,4,70,6,,95,
"Otra (094)",15,15,,,,,
"Ocupación no especificada (095)",1,,,1,,,
"Mujeres (096)",408,38,12,180,,176,2
"Profes., científicos e intelectuales (098)",26,25,,1,,,
"Técnicos de nivel medio y trab. asimilados (099)",5,5,,,,,
"Jefes y empleados de oficina (100)",3,3,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",12,1,,10,,1,
"Agricult.trabaj. calif.agrop. y pesqueros (102)",160,,,160,,,
